cluster_id	semantic_identity_id	canonical_cluster_label	primary_user_job	intent_primary	marketplace_scope	priority_tier	m10a_owner_state	m10a_page_role_state	m10d_target_effect_summary	final_owner_state	primary_page_owner_id	route_class	physical_action	owner_role_summary	secondary_coverage_state	parent_page_owner_id	internal_link_responsibility	material_boundary_state	decision_rationale	search_evidence_refs	m10d_evidence_refs	product_truth_refs	claim_boundary
M9CL_5807efab0bbb4b64	M8SID_0943a1068e9402f4	загрузка отчетов с маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_adb2e167115fbbbd:PRESERVE | M10BCASE_d7c8eaf031abe40a:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=38; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M4QR2Q00025:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_5807efab0bbb4b64 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_5807efab0bbb4b64 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d7c8eaf031abe40a:M9CL_5807efab0bbb4b64	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_584563dff9997c98	M8SID_b2c582967d3dea97	Как читать финансовый отчет WILDBERRIES за 5 минут?	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=28; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_5aa7113efc724f06	M8SID_644f4afb78dc957a	отчеты маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_93993613e7003b69:PRESERVE | M10BCASE_adb2e167115fbbbd:ENRICH_ONLY | M10BCASE_d7c8eaf031abe40a:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	AI adds context only; it does not resolve the material Search owner boundary. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=45; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M4QR2Q00035:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_5aa7113efc724f06 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_93993613e7003b69:M9CL_5aa7113efc724f06 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_5aa7113efc724f06 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d7c8eaf031abe40a:M9CL_5aa7113efc724f06	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_60ecfdfdf15511dc	M8SID_f89f2eed596da6c9	как загрузить отчеты маркетплейса	Inspect and understand seller-owned sales and report data with an owned AI	INFORMATIONAL	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=41; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRW2Q_009_f89f2eed596da6c9:RU225:TOP100	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_653a524075c126d1	M8SID_7c23963a6f4bc9db	Сверка отчетов с Ozon	Read and interpret available seller-owned marketplace reports and metrics	MIXED	OZON	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_adb2e167115fbbbd:PRESERVE | M10BCASE_d7c8eaf031abe40a:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=19; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRQ_010_7c23963a6f4bc9db:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_653a524075c126d1 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d7c8eaf031abe40a:M9CL_653a524075c126d1	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_66e02c398f10d742	M8SID_aeb8b283519ced02	ии для продаж на маркетплейсах	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=0; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_6950959fa0c762cf	M8SID_b5ddcf597a798e80	Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_adb2e167115fbbbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=36; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_6950959fa0c762cf | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_6950959fa0c762cf	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_6bc077568abecff2	M8SID_250abbb38cffed7a	Как скачать отчёт о продажах на Wildberries	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=39; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_6f345eee3ba09af0	M8SID_400f6c28e9d7fc9b	Интеграция Claude AI (Anthropic) и Ozon Seller	Connect own web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	OZON	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_c0815ba7ee0ba5b2:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=1; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_c0815ba7ee0ba5b2:M9CL_6f345eee3ba09af0	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_710651ebc4bae2f1	M8SID_41128f837d61e865	аналитика маркетплейсов сервисы анализа	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_d3950384418e3bbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=17; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRQ_023_41128f837d61e865:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d3950384418e3bbd:M9CL_710651ebc4bae2f1	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_710c43ac2fdf4cc7	M8SID_529f805abccbf8b2	подключить chatgpt к маркетплейсу	Connect own web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_9ef8cb07387160b6:HOLD | M10BCASE_c0815ba7ee0ba5b2:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Accepted target-specific M10D HOLD remains: mixed capability, scope or source role cannot authorize owner. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=3; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M4QR2Q00013:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_9ef8cb07387160b6:M9CL_710c43ac2fdf4cc7 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_c0815ba7ee0ba5b2:M9CL_710c43ac2fdf4cc7	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_76d530948f2a83bc	M8SID_78187c521b37867e	отчеты маркетплейсов примеры	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_93993613e7003b69:PRESERVE | M10BCASE_adb2e167115fbbbd:PRESERVE | M10BCASE_d7c8eaf031abe40a:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=46; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRQ_002_78187c521b37867e:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_76d530948f2a83bc | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_93993613e7003b69:M9CL_76d530948f2a83bc | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_76d530948f2a83bc | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d7c8eaf031abe40a:M9CL_76d530948f2a83bc	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_7b0e9f96b0e08782	M8SID_a5452022da8e1c54	Аналитика Wildberries: отчёты, метрики и дашборды продавца	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_adb2e167115fbbbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=57; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_7b0e9f96b0e08782 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_7b0e9f96b0e08782	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_7e11683d4b2f5d22	M8SID_096b2cc4a0b3c4f5	Как анализировать отчет о продажах на Wildberries	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NONE_NO_TARGETED_M10D_OBSERVATION	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=17; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M9BRW2Q_016_096b2cc4a0b3c4f5:RU225:TOP100	NONE	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_80cd29d458ea642b	M8SID_c6b3851b9dcf0b07	отчет о списаниях маркетплейс	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_adb2e167115fbbbd:PRESERVE | M10BCASE_d7c8eaf031abe40a:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=30; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M4QR2Q00034:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_80cd29d458ea642b | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_80cd29d458ea642b | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d7c8eaf031abe40a:M9CL_80cd29d458ea642b	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_88cb2602f75e6f48	M8SID_ee6b9436900836db	отчет маркетплейса озон	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	OZON	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_93993613e7003b69:PRESERVE | M10BCASE_adb2e167115fbbbd:PRESERVE | M10BCASE_d7c8eaf031abe40a:HOLD	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Accepted target-specific M10D HOLD remains: mixed capability, scope or source role cannot authorize owner. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=22; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M4QR2Q00033:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_93993613e7003b69:M9CL_88cb2602f75e6f48 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_88cb2602f75e6f48 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d7c8eaf031abe40a:M9CL_88cb2602f75e6f48	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_896f32bed9216251	M8SID_c673d63396e872d3	Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_905d903673405cdf:PRESERVE | M10BCASE_93993613e7003b69:PRESERVE | M10BCASE_adb2e167115fbbbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	No current exact Search anchor for this identity; source/page-title wording and unresolved task boundaries cannot be promoted to a standalone owner. Exact Search anchor=NO_CURRENT_EXACT_SERP; material HOLD degree=57; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	NO_CURRENT_EXACT_SERP	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_905d903673405cdf:M9CL_896f32bed9216251 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_93993613e7003b69:M9CL_896f32bed9216251 | docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_adb2e167115fbbbd:M9CL_896f32bed9216251	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
M9CL_8cd3918c2ea1fde7	M8SID_afe48225d34ce12b	лучшие сервисы аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	P4_EXPLORATORY	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	M10BCASE_d3950384418e3bbd:PRESERVE	HOLD_NO_FINAL_OWNER	NONE_HOLD	HOLD	RECHECK_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	NONE_HOLD	HOLD_BLOCKING_FINAL_OWNER	Current Search identifies the task, but material owner boundaries lack exact accepted target-specific resolution. Exact Search anchor=CURRENT_EXACT_SERP; material HOLD degree=17; product fit=SUPPORTED_WITH_BOUNDARY. M9 cluster remains HOLD_CLUSTER_BOUNDARY.	M4QR2Q00030:RU225:TOP100	docs/seo/work_return/M10D_SEARCH_VS_AI_RECONCILIATION_2026-09-25_R1/M10D_CLUSTER_DELTA_XREF.tsv#M10BCASE_d3950384418e3bbd:M9CL_8cd3918c2ea1fde7	docs/seo/PRODUCT_TRUTH.md@6a469d5743142d3e476afa5d2cda653fd411ecb8	Analytical page job only; no final planned URL, H1, Title, description or live site mutation. Unassigned M9 neighbors remain HOLD.
