semantic_identity_id	canonical_display_text	anchor_source	source_query_id	exact_query_text	search_evidence_refs	m4a_authority_query_id	m4a_dominant_top10_page_type	m4a_intent_confidence	search_type	region	depth	group_mode	docs_in_group	family_mode	fix_typo_mode	url_overlap_field	domain_overlap_field	snapshot_role	overlap_source_path	overlap_source_identity	full_snapshot_identity
M8SID_15cbb2efd88933f0	плагин аналитики маркетплейсов	M9BR_WAVE1	M9BRQ_011_15cbb2efd88933f0	плагин аналитики маркетплейсов	M9BR_WAVE1:R125:INDEX_10:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_17638a451bed5dec	сервис внутренней аналитики маркетплейсов	M9BR_WAVE1	M9BRQ_012_17638a451bed5dec	сервис внутренней аналитики маркетплейсов	M9BR_WAVE1:R125:INDEX_11:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_3b92dfcc2a1d077e	сервис аналитика продаж на маркетплейсах	M9BR_WAVE1	M9BRQ_013_3b92dfcc2a1d077e	сервис аналитика продаж на маркетплейсах	M9BR_WAVE1:R125:INDEX_12:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_3e26a6dc912542f5	бесплатный сервис аналитики маркетплейсов	M9BR_WAVE1	M9BRQ_014_3e26a6dc912542f5	бесплатный сервис аналитики маркетплейсов	M9BR_WAVE1:R125:INDEX_13:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_4d97378705ba844a	плагин аналитика маркетплейсов	M9BR_WAVE1	M9BRQ_015_4d97378705ba844a	плагин аналитика маркетплейсов	M9BR_WAVE1:R125:INDEX_14:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_4ffce42718223241	расширение аналитика маркетплейсов	M9BR_WAVE1	M9BRQ_016_4ffce42718223241	расширение аналитика маркетплейсов	M9BR_WAVE1:R125:INDEX_15:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_50ea99098ca3f75a	бесплатная аналитика маркетплейсов расширение	M9BR_WAVE1	M9BRQ_017_50ea99098ca3f75a	бесплатная аналитика маркетплейсов расширение	M9BR_WAVE1:R125:INDEX_16:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_6abd740c63a2528a	аналитика маркетплейсов сервис	M9BR_WAVE1	M9BRQ_018_6abd740c63a2528a	аналитика маркетплейсов сервис	M9BR_WAVE1:R125:INDEX_17:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_6eb6592464294694	сервис для аналитики продаж на маркетплейсах	M9BR_WAVE1	M9BRQ_019_6eb6592464294694	сервис для аналитики продаж на маркетплейсах	M9BR_WAVE1:R125:INDEX_18:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_f1b688e71eecda16	программы аналитика маркетплейсов	M9BR_WAVE1	M9BRQ_020_f1b688e71eecda16	программы аналитика маркетплейсов	M9BR_WAVE1:R125:INDEX_19:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_f56a9426dbf7f0a2	сервис аналитика маркетплейсов бесплатно	M9BR_WAVE1	M9BRQ_021_f56a9426dbf7f0a2	сервис аналитика маркетплейсов бесплатно	M9BR_WAVE1:R125:INDEX_20:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_3ac8d30877f874f9	сервисы аналитики маркетплейсов топ	M9BR_WAVE1	M9BRQ_022_3ac8d30877f874f9	сервисы аналитики маркетплейсов топ	M9BR_WAVE1:R125:INDEX_21:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_41128f837d61e865	аналитика маркетплейсов сервисы анализа	M9BR_WAVE1	M9BRQ_023_41128f837d61e865	аналитика маркетплейсов сервисы анализа	M9BR_WAVE1:R125:INDEX_22:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_9ebe0f620e9744e6	аналитика маркетплейсов лучшие сервисы	M9BR_WAVE1	M9BRQ_024_9ebe0f620e9744e6	аналитика маркетплейсов лучшие сервисы	M9BR_WAVE1:R125:INDEX_23:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
M8SID_ad9d528ae20638a6	сервис аналитики на маркетплейсах отзывы	M9BR_WAVE1	M9BRQ_025_ad9d528ae20638a6	сервис аналитики на маркетплейсах отзывы	M9BR_WAVE1:R125:INDEX_24:TOP100		NA_NOT_AUTHORIZED	NA	SEARCH_TYPE_RU	225	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	url	domain	CURRENT_EXACT_QUERY_RU225_TOP100_PRIMARY_CLUSTERING_SNAPSHOT	docs/seo/serp/raw/M9_BOUNDARY_RESOLUTION_WAVE1_2026-09-24_R1/M9BR_WAVE1_TOP20_URL_DOMAIN.tsv.gz.b64	git_blob:cb2d10581aff2810549fc1a9841b51edb652d428; decoded_tsv_sha256:b01d9c0ccbbfb2c7cfcb5af33762c7d9a74c686c2102e5d1419e1bf97491bb95	attachment:search-octoport-m9br-wave1-20260924-r1-r125-0-24.json; sha256:71a33e74c41bfeb73bdcae5d3676df052a9c20bc93a6593bc2aec6821650a841
