authorized_competitor_id	authorized_competitor_name	role_class	queries_visible_top100	queries_visible_top20	queries_visible_top10	queries_visible_top3	total_ranking_occurrences_top100	best_rank	ranking_url_count	ranking_urls	query_ids	rank_bucket_counts	ambiguous_rows_related	current_visibility_status	claim_boundary
REG024	Moysklad	RECURRING_PRODUCT_VENDOR	33	16	13	6	89	2	26	https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D0%BE%D1%82%D1%87%D0%B5%D1%82_%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B_%D0%BD%D0%B0_%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B8 || https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D0%BF%D0%BE%D0%BB%D1%83%D1%87%D0%B5%D0%BD%D0%BD%D1%8B%D0%B8_%D0%BE%D1%82%D1%87%D0%B5%D1%82_%D0%BA%D0%BE%D0%BC%D0%B8%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%B0_%D0%B8%D0%B7_ozon || https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0_c_%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D0%BE%D0%BC_%D0%BE%D1%82%D1%87%D0%B5%D1%82%D1%8B_%D0%B8_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0 || https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F_%D0%BD%D0%B0_%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D0%B0%D1%85_%D0%B1%D1%8B%D1%81%D1%82%D1%80%D1%8B%D0%B8_%D1%81%D1%82%D0%B0%D1%80%D1%82 || https://support.moysklad.ru/hc/ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B8%D0%BD%20%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F/%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B8%D1%81%D1%8B/wildberries || https://www.moysklad.ru/ || https://www.moysklad.ru/courses/markirovka-marketplace-fbs/ || https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/ || https://www.moysklad.ru/poleznoe/marketplejsy/analitika-ozon/ || https://www.moysklad.ru/poleznoe/marketplejsy/analitika-wildberries/ || https://www.moysklad.ru/poleznoe/marketplejsy/analitika-yandeks-marketa/ || https://www.moysklad.ru/poleznoe/marketplejsy/kak-analitika-uluchshaet-prodazhi-na-marketpleysakh/ || https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/ || https://www.moysklad.ru/poleznoe/marketplejsy/kak-prodvigat-tovary-na-ozon/ || https://www.moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov/ || https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/ || https://www.moysklad.ru/poleznoe/marketplejsy/rabota-s-marketpleysami-kak-vybrat-ploshchadku-i-s-chego-nachat-prodazhi/ || https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-marketpleysakh/ || https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries/ || https://www.moysklad.ru/poleznoe/shablony/tablica-unit-ekonomika-dlya-marketpleysov-excel/ || https://www.moysklad.ru/poleznoe/shkola-torgovli/unit-ekonomika/ || https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-torgovli-na-marketpleysakh/ || https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-torgovli-na-ozon/ || https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-wildberries/ || https://www.moysklad.ru/vozmozhnosti/ || https://www.moysklad.ru/vozmozhnosti/dlja-onlajn-torgovli/	M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00012 || M4QR2Q00014 || M4QR2Q00015 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00023 || M4QR2Q00025 || M4QR2Q00027 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00033 || M4QR2Q00034 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00038 || M4QR2Q00039 || M4QR2Q00040 || M4QR2Q00041 || M4QR2Q00042 || M4QR2Q00043 || M4QR2Q00044 || M4QR2Q00045	TOP3:6 || TOP10:8 || 11_20:6 || 21_100:69	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG025	Mpboost	RECURRING_PRODUCT_VENDOR	17	8	4	0	23	4	2	https://mpboost.pro/ || https://mpboost.pro/analytics/	M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00015 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00030 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00042 || M4QR2Q00043	TOP3:0 || TOP10:4 || 11_20:4 || 21_100:15	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG026	Mpfact	RECURRING_PRODUCT_VENDOR	25	2	1	0	26	7	2	https://mpfact.ru/ || https://mpfact.ru/tpost/kak-poschitat-pribyl	M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00012 || M4QR2Q00015 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00023 || M4QR2Q00024 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00033 || M4QR2Q00034 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00039 || M4QR2Q00040 || M4QR2Q00042 || M4QR2Q00043 || M4QR2Q00044 || M4QR2Q00045	TOP3:0 || TOP10:1 || 11_20:1 || 21_100:24	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	37	14	12	5	137	1	29	http://mpmgr.ru/ || https://mpmgr.ru/ || https://mpmgr.ru/blog/ads-promotion/analytics-metrics-wildberries-ads || https://mpmgr.ru/blog/ads-promotion/audit-reklamy-drr-wildberries || https://mpmgr.ru/blog/analytics/drr-kak-schitat || https://mpmgr.ru/blog/business/marzhinalnost-i-rentabelnost-marketpleysy || https://mpmgr.ru/blog/business/vidy-pribyli-sellery || https://mpmgr.ru/blog/cards-seo/chastotnost-zaprosov-wildberries || https://mpmgr.ru/blog/cards-seo/klyuchevye-slova-wildberries || https://mpmgr.ru/blog/external-analytics/analiz-nishi-wildberries || https://mpmgr.ru/blog/trends/mcp-ii-agenty-dlya-sellerov || https://mpmgr.ru/features/ai || https://mpmgr.ru/features/analytics || https://mpmgr.ru/features/analytics/ozon || https://mpmgr.ru/features/analytics/wildberries || https://mpmgr.ru/features/analytics/yandex-market || https://mpmgr.ru/features/auto-campaigns || https://mpmgr.ru/features/auto-campaigns/ozon || https://mpmgr.ru/features/auto-campaigns/wildberries || https://mpmgr.ru/features/auto-feedbacks || https://mpmgr.ru/features/auto-feedbacks/ozon || https://mpmgr.ru/features/auto-prices || https://mpmgr.ru/features/auto-prices/wildberries || https://mpmgr.ru/features/auto-supplies/wildberries || https://mpmgr.ru/features/campaigns-management || https://mpmgr.ru/features/extension || https://mpmgr.ru/features/external-analytics || https://mpmgr.ru/features/mcp || https://mpmgr.ru/features/product-trackers	M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00006 || M4QR2Q00007 || M4QR2Q00008 || M4QR2Q00010 || M4QR2Q00012 || M4QR2Q00014 || M4QR2Q00015 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00023 || M4QR2Q00024 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00028 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00033 || M4QR2Q00034 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00037 || M4QR2Q00038 || M4QR2Q00040 || M4QR2Q00041 || M4QR2Q00042 || M4QR2Q00043 || M4QR2Q00044 || M4QR2Q00045	TOP3:5 || TOP10:8 || 11_20:4 || 21_100:120	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG028	Mpstats	RECURRING_PRODUCT_VENDOR	42	25	17	6	167	1	32	https://mpstats.io/ || https://mpstats.io/chrome-plugin || https://mpstats.io/instruments/ads-analytics || https://mpstats.io/instruments/ai/mcp || https://mpstats.io/instruments/analytics || https://mpstats.io/instruments/auditor || https://mpstats.io/instruments/calculator || https://mpstats.io/instruments/connect-ai || https://mpstats.io/instruments/ozon/analytics || https://mpstats.io/instruments/seo-optimization || https://mpstats.io/instruments/wildberries/analytics || https://mpstats.io/instruments/wildberries/autoreplies || https://mpstats.io/instruments/wildberries/bidder || https://mpstats.io/instruments/wildberries/cabinet || https://mpstats.io/instruments/wildberries/cards || https://mpstats.io/instruments/wildberries/repricers || https://mpstats.io/instruments/yandex-market/analytics || https://mpstats.io/media/business/finance/chto-takoe-marzha-i-marzhinalnost || https://mpstats.io/media/business/finance/unit-ekonomika-dlya-marketpleisov || https://mpstats.io/media/business/management/analitik-marketplejsov || https://mpstats.io/media/marketing/analiz-celevoj-auditorii-chatgpt || https://mpstats.io/media/marketing/chatgpt-marketplejsy || https://mpstats.io/media/marketing/dolya-reklamnykh-raskhodov || https://mpstats.io/media/marketing/fotografii-dlya-kartochki-tovara-chatgpt || https://mpstats.io/media/mpstats/analiz-vneshnej-reklamy-wb || https://mpstats.io/media/wildberries/cards/klyuchevyye-slova || https://mpstats.io/media/wildberries/cards/sozdat-kartochku-tovara || https://mpstats.io/media/wildberries/docs/otchety-dlya-vnutrenney-analitiki || https://mpstats.io/media/wildberries/sellers/chto-prodavat-novichku || https://mpstats.io/media/wildberries/sellers/obzor-lichnogo-kabineta || https://mpstats.io/media/wildberries/uchet/kak-rasschitat-rentabelnost-na-marketpleisah || https://mpstats.io/tariffs	M4QR2Q00001 || M4QR2Q00002 || M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00007 || M4QR2Q00008 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00011 || M4QR2Q00012 || M4QR2Q00013 || M4QR2Q00014 || M4QR2Q00015 || M4QR2Q00016 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00023 || M4QR2Q00024 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00028 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00033 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00037 || M4QR2Q00038 || M4QR2Q00039 || M4QR2Q00040 || M4QR2Q00041 || M4QR2Q00042 || M4QR2Q00043 || M4QR2Q00044 || M4QR2Q00045	TOP3:8 || TOP10:21 || 11_20:20 || 21_100:118	1	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG029	Openclaw	RELEVANT_ONE_OFF_PRODUCT_VENDOR	1	1	0	0	1	11	1	https://openclaw.ru/for/marketplejsy	M4QR2Q00008	TOP3:0 || TOP10:0 || 11_20:1 || 21_100:0	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG030	Ozon	NATIVE_MARKETPLACE_BASELINE	30	17	8	2	58	1	28	https://finance.ozon.ru/business/rko/marketpleysy/analitika-prodazh || https://seller.ozon.ru/media/beginners/ii-instrumenty-na-ozon-kotorye-uprostyat-rabotu-prodavcam/ || https://seller.ozon.ru/media/beginners/s-chem-pomozhet-kalkulyator-komissij-ozon-i-kak-im-polzovatsya/ || https://seller.ozon.ru/media/beginners/skolko-zarabatyvayut-vladelcy-punktov-vydachi-zakazov/ || https://seller.ozon.ru/media/beginners/za-kakimi-pokazatelyami-analitiki-nuzhno-sledit-prodavcu/ || https://seller.ozon.ru/media/boost/ || https://seller.ozon.ru/media/boost/7-nejrosetej-dlya-prodavcov-na-marketplejsah/ || https://seller.ozon.ru/media/boost/7-zadach-v-rabote-s-kartochkami-kotorye-reshayut-nejroseti/ || https://seller.ozon.ru/media/boost/chto-takoe-drr-na-ozon/ || https://seller.ozon.ru/media/boost/kak-prodvigat-tovary-na-ozon-pri-pomoshi-instrumenta-oplata-za-zakaz/ || https://seller.ozon.ru/media/boost/kak-prodvigat-tovary-na-ozon-rukovodstvo-dlya-nachinayushih/ || https://seller.ozon.ru/media/boost/novoe-v-prodvizhenii-na-ozon-v-avguste/ || https://seller.ozon.ru/media/boost/oplata-za-klik-instrument-prodvizheniya-na-ozon/ || https://seller.ozon.ru/media/boost/servisy-analitiki-marketplejsov-gde-luchshe-smotret-statistiku-prodazh-tovarov/ || https://seller.ozon.ru/media/money/chto-takoe-yunit-ekonomika-i-kak-eyo-poschitat/ || https://seller.ozon.ru/media/money/top-buhgalterskih-provodok-na-ozon/ || https://seller.ozon.ru/media/money/vidy-pribyli-kakie-byvayut-i-zachem-ih-rasschityvat/ || https://seller.ozon.ru/media/news/celevoj-rashod-novaya-strategiya-upravleniya-stavkami-v-oplate-za-klik/ || https://seller.ozon.ru/media/news/celevoj-rashod-uluchshili-strategiyu/ || https://seller.ozon.ru/media/news/fbo-dva-novyh-otchyota/ || https://seller.ozon.ru/media/news/fbo-novoe-v-otchyotah-po-prodazham-so-skladov/ || https://seller.ozon.ru/media/news/novaya-metrika-v-oplate-za-klik-obshij-drr/ || https://seller.ozon.ru/media/news/otchyoty-o-vykupah-marketplejsom-stanut-ezhednevnymi/ || https://seller.ozon.ru/media/team/kak-nanyat-menedzhera-marketplejsov/ || https://www.ozon.ru/ || https://www.ozon.ru/product/chat-gpt-plus-1744565176/ || https://www.ozon.ru/product/chatgpt-na-kazhdyy-den-333-promta-dlya-biznesa-i-marketinga-iskusstvennyy-intellekt-halilov-damir-1635241740/ || https://www.ozon.ru/product/chatgpt-plus-gpt-5-6-na-1-mesyats-maksimum-vozmozhnostey-ii-rabota-ucheba-biznes-sovmestnyy-dostup-5543975862/	M4QR2Q00001 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00007 || M4QR2Q00011 || M4QR2Q00012 || M4QR2Q00013 || M4QR2Q00015 || M4QR2Q00016 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00022 || M4QR2Q00023 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00030 || M4QR2Q00031 || M4QR2Q00033 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00037 || M4QR2Q00039 || M4QR2Q00040 || M4QR2Q00041 || M4QR2Q00042 || M4QR2Q00043 || M4QR2Q00044 || M4QR2Q00045	TOP3:3 || TOP10:10 || 11_20:11 || 21_100:34	20	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG031	Promopult	RECURRING_PRODUCT_VENDOR	20	4	3	0	31	6	13	https://blog.promopult.ru/ecommerce/chto-vygodno-prodavat-na-wildberries.html || https://blog.promopult.ru/ecommerce/kak-nachat-prodavat-na-wildberries-chast-1.html || https://blog.promopult.ru/ecommerce/kak-rabotaet-podderzhka-prodavcov-na-marketplejse-wildberries.html || https://blog.promopult.ru/ecommerce/kak-rasschitat-yunit-ekonomiku-dlya-wildberries.html || https://blog.promopult.ru/ecommerce/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries.html || https://blog.promopult.ru/ecommerce/lichnyj-kabinet-postavshhika-na-wildberries.html || https://blog.promopult.ru/ecommerce/nejroseti-dlya-kartochek-i-foto-na-marketplejsax.html || https://blog.promopult.ru/ecommerce/podborka-servisov-analitiki-marketplejsov.html || https://blog.promopult.ru/ecommerce/podpiska-dzhem-na-wildberries.html || https://blog.promopult.ru/ecommerce/prodvizhenie-kartochki-tovara-na-wildberries.html || https://blog.promopult.ru/ecommerce/seo-optimizaciya-kartochek-tovarov-na-wildberries.html || https://blog.promopult.ru/ecommerce/servisy-analitiki-wildberries.html || https://promopult.ru/technology/wildberries	M4QR2Q00001 || M4QR2Q00002 || M4QR2Q00003 || M4QR2Q00005 || M4QR2Q00006 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00011 || M4QR2Q00014 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00024 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00032 || M4QR2Q00038 || M4QR2Q00043 || M4QR2Q00045	TOP3:0 || TOP10:3 || 11_20:2 || 21_100:26	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG032	Reg	EDITORIAL_OR_PUBLISHER	0	0	0	0	0		0			TOP3:0 || TOP10:0 || 11_20:0 || 21_100:0	0	NOT_OBSERVED_CURRENT_EXACT_QUERY_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG033	Rutube	EDITORIAL_OR_PUBLISHER	10	1	0	0	12	20	11	https://rutube.ru/video/005e3cb9ddea148338750b087aa89b0b/ || https://rutube.ru/video/31c8423a857641adba9c2f67533aa886/ || https://rutube.ru/video/3271634c9b5af21240020b2f9878b34d/ || https://rutube.ru/video/4ce9a96e2648f10e0ed1375a382742a1/ || https://rutube.ru/video/81529489a4dc517e43ad56ddbfff178b/ || https://rutube.ru/video/97070bb442d470fdfb80ad6e1a077f2d/ || https://rutube.ru/video/bf3228bacfe800ac17aeeff8bb47f571/ || https://rutube.ru/video/d07f2290bdb51693c10a7ec96316f88c/ || https://rutube.ru/video/e58db116b5c593ef008b8c4576ad9dd3/ || https://rutube.ru/video/f52e9b63eb68369727f3cfc74fad5460/ || https://rutube.ru/video/f766e0d66535a66317130337946a8e24/	M4QR2Q00001 || M4QR2Q00002 || M4QR2Q00013 || M4QR2Q00016 || M4QR2Q00023 || M4QR2Q00024 || M4QR2Q00025 || M4QR2Q00033 || M4QR2Q00041 || M4QR2Q00044	TOP3:0 || TOP10:0 || 11_20:1 || 21_100:11	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG034	Saintpack	SERVICE_OR_AGENCY	1	1	1	0	1	10	1	https://saintpack.ru/	M4QR2Q00015	TOP3:0 || TOP10:1 || 11_20:0 || 21_100:0	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG035	Sam X	RELEVANT_ONE_OFF_PRODUCT_VENDOR	3	1	1	0	3	8	1	https://sam-x.ru/	M4QR2Q00006 || M4QR2Q00008 || M4QR2Q00010	TOP3:0 || TOP10:1 || 11_20:0 || 21_100:2	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG036	Sellego	EDITORIAL_OR_PUBLISHER	10	4	2	1	19	3	11	https://sellego.com/ || https://sellego.com/blog/dnevnik-wb-sellera/kak-ya-registrirovala-kabinet-cellera-na-wb/ || https://sellego.com/blog/kejsy-wb/kak-najti-klyuchevye-zaprosy-na-vajldberriz/ || https://sellego.com/blog/kejsy-wb/kak-opredelitsya-chto-prodavat-na-wildberries-poshagovyj-analiz-nishi/ || https://sellego.com/blog/stati/10-sposoby-optimizatsii-i-snizit-drr-na-wb/ || https://sellego.com/blog/stati/kak-opredelit-spros-na-wildberries-i-vybrat-pribylnuyu-nishu/ || https://sellego.com/blog/stati/kak-snizit-cenu-klika-i-optimizirovat-drr-v-reklame-vb/ || https://sellego.com/blog/stati/kak-sozdavat-i-zapolnyat-kartochki-na-wildberries/ || https://sellego.com/podbor-klyuchej-wb/ || https://sellego.com/tracking/ || https://sellego.com/upravlenie-reklamoj/	M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00014 || M4QR2Q00018 || M4QR2Q00021 || M4QR2Q00024 || M4QR2Q00029 || M4QR2Q00038	TOP3:1 || TOP10:1 || 11_20:4 || 21_100:13	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG037	Sellerden	RECURRING_PRODUCT_VENDOR	11	5	3	1	12	1	3	https://sellerden.ru/ || https://sellerden.ru/sellerden/unit-economic/ || https://sellerden.ru/sellerfox/	M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00012 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00031 || M4QR2Q00039 || M4QR2Q00042 || M4QR2Q00045	TOP3:1 || TOP10:2 || 11_20:2 || 21_100:7	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
