execution_query_id	exact_query_text	query_authority_class	m3_relation	m2r_evidence_summary	information_gain_question	downstream_decision	total_serp_rows	authorized_competitor_occurrences_top100	authorized_competitors_unique_top100	authorized_competitors_top3	authorized_competitors_top10	authorized_competitors_top20	authorized_competitors_21_100	top3_competitor_ids	top10_competitor_ids	top20_competitor_ids	top100_competitor_ids	native_marketplace_occurrences	ambiguous_match_count	no_authorized_competitor_top100	m3_historical_comparison_status	m3_material_change_summary	m4q_decision_effect	m4c_dependency_effect	m6_routing_effect	stop_rule_satisfied	evidence_boundary_notes
M4QR2Q00026	ии ассистент для маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	429:TESTED_SEED:count=NONE:seed_total=13:family=F1/:intent=ai_agent_category:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B02/B02-05:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 430:DIRECT_RESULT:count=13:seed_total=13:family=F1/:intent=ai_agent_category:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B02/B02-05:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification. || 59:DIRECT_RESULT:count=13:seed_total=3381:family=F1/:intent=ai_agent_category:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-01:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «ии ассистент для маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for F1 assistant wording versus accepted agent control S01 versus accepted S01, changing M4Q F1 competitor-set differentiation / M4C positioning?	M4Q F1 competitor-set differentiation / M4C positioning	100	30	20	3	6	8	14	REG012 || REG038 || REG060	REG011 || REG012 || REG015 || REG038 || REG047 || REG060	REG007 || REG009 || REG011 || REG012 || REG015 || REG038 || REG047 || REG060	REG007 || REG009 || REG011 || REG012 || REG015 || REG021 || REG023 || REG025 || REG027 || REG028 || REG030 || REG038 || REG042 || REG043 || REG046 || REG047 || REG051 || REG052 || REG059 || REG060	1	3	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	ENRICH_ACCEPTED_CONTEXT	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00027	ии для аналитики маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	408:TESTED_SEED:count=NONE:seed_total=15:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B02/B02-04:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 409:DIRECT_RESULT:count=15:seed_total=15:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B02/B02-04:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification. || 56:DIRECT_RESULT:count=15:seed_total=3381:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-01:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification. || 744:DIRECT_RESULT:count=15:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «ии для аналитики маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for AI analysis service wording versus general agent and seller-analytics controls versus accepted S01,R04, changing M4Q own-LLM analytical positioning / M4C F3 routing?	M4Q own-LLM analytical positioning / M4C F3 routing	100	42	20	2	6	10	15	REG013 || REG046	REG013 || REG015 || REG028 || REG043 || REG046 || REG047	REG011 || REG012 || REG013 || REG015 || REG028 || REG042 || REG043 || REG046 || REG047 || REG052	REG011 || REG012 || REG013 || REG015 || REG016 || REG023 || REG024 || REG025 || REG027 || REG028 || REG030 || REG038 || REG040 || REG042 || REG043 || REG046 || REG047 || REG052 || REG057 || REG059	2	0	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00028	ии помощник селлера	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	182:TOTALCOUNT_ONLY_SEED:count=NONE:seed_total=20:family=F4/:intent=daily_seller_help:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-03:Historical B01 durable transcription:reconciled=Preserved totalcount_only_seed with independent conservative classification.	For exact observed M2R phrase «ии помощник селлера», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for AI-qualified helper wording versus human/software collision in R06 versus accepted R06, changing M4Q F4 AI-helper visibility / M6 human-intent boundary?	M4Q F4 AI-helper visibility / M6 human-intent boundary	100	29	19	1	5	9	13	REG038	REG009 || REG011 || REG012 || REG027 || REG038	REG001 || REG009 || REG011 || REG012 || REG027 || REG038 || REG048 || REG051 || REG060	REG001 || REG003 || REG009 || REG010 || REG011 || REG012 || REG015 || REG023 || REG027 || REG028 || REG038 || REG042 || REG046 || REG047 || REG048 || REG051 || REG052 || REG059 || REG060	0	2	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00029	как работать в кабинете wildberries	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	1086:TOTALCOUNT_ONLY_SEED:count=NONE:seed_total=6:family=F8/:intent=procedural_cabinet_help:market=WILDBERRIES:fit=ADJACENT:capability=SOURCE_CONFIRMED_NON_API_KNOWLEDGE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A16:Exact provider envelope:reconciled=Preserved totalcount_only_seed with independent conservative classification.	For exact observed M2R phrase «как работать в кабинете wildberries», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for unqualified cabinet-help wording versus seller-qualified R11; buyer/help navigation collision versus accepted R11, changing M4Q F8 seller-help versus buyer/navigation result roles?	M4Q F8 seller-help versus buyer/navigation result roles	100	43	20	3	7	12	15	REG043 || REG054 || REG055	REG031 || REG042 || REG043 || REG051 || REG054 || REG055 || REG059	REG013 || REG028 || REG031 || REG038 || REG042 || REG043 || REG047 || REG048 || REG051 || REG054 || REG055 || REG059	REG013 || REG015 || REG016 || REG022 || REG024 || REG027 || REG028 || REG031 || REG036 || REG038 || REG039 || REG042 || REG043 || REG047 || REG048 || REG051 || REG054 || REG055 || REG057 || REG059	5	3	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00030	лучшие сервисы аналитики маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	316:DIRECT_RESULT:count=20:seed_total=756:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-14:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification. || 731:DIRECT_RESULT:count=20:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «лучшие сервисы аналитики маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for analytics-service comparison versus R04 generic analytics and R12 AI-tool comparison versus accepted R04,R12, changing M4Q F3/F9 comparison competitor roles / M6 service intent?	M4Q F3/F9 comparison competitor roles / M6 service intent	100	42	21	1	2	6	18	REG052	REG042 || REG052	REG024 || REG042 || REG043 || REG047 || REG052 || REG057	REG010 || REG017 || REG020 || REG022 || REG023 || REG024 || REG025 || REG027 || REG028 || REG030 || REG031 || REG039 || REG042 || REG043 || REG046 || REG047 || REG048 || REG049 || REG052 || REG057 || REG059	2	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00031	маржинальность на маркетплейсах	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	1004:TESTED_SEED:count=NONE:seed_total=111:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A09:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification.	For exact observed M2R phrase «маржинальность на маркетплейсах», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for margin metric versus profit wording and R04 analytics versus accepted R04, changing M4Q F3 margin-analysis competitor set / M6 finance routing?	M4Q F3 margin-analysis competitor set / M6 finance routing	100	42	18	0	5	7	14		REG016 || REG027 || REG042 || REG048 || REG051	REG016 || REG027 || REG038 || REG042 || REG047 || REG048 || REG051	REG010 || REG016 || REG024 || REG026 || REG027 || REG028 || REG030 || REG037 || REG038 || REG042 || REG046 || REG047 || REG048 || REG051 || REG052 || REG056 || REG057 || REG059	2	3	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00032	отчет маркетплейса вайлдберриз	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	846:DIRECT_RESULT:count=53:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=WILDBERRIES:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «отчет маркетплейса вайлдберриз», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for WB-specific seller-report wording versus generic R05 reports and Ozon wording versus accepted R05, changing M4Q WB report URL/competitor presence / M4C marketplace distinction?	M4Q WB report URL/competitor presence / M4C marketplace distinction	100	46	22	2	6	11	19	REG048 || REG055	REG013 || REG028 || REG042 || REG047 || REG048 || REG055	REG013 || REG022 || REG028 || REG038 || REG042 || REG047 || REG048 || REG054 || REG055 || REG056 || REG059	REG013 || REG015 || REG022 || REG024 || REG026 || REG027 || REG028 || REG031 || REG038 || REG039 || REG042 || REG043 || REG046 || REG047 || REG048 || REG052 || REG053 || REG054 || REG055 || REG056 || REG057 || REG059	3	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00033	отчет маркетплейса озон	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	836:DIRECT_RESULT:count=166:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=OZON:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «отчет маркетплейса озон», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for Ozon-specific seller-report wording versus generic R05 reports versus accepted R05, changing M4Q Ozon report URL/competitor presence / M4C marketplace distinction?	M4Q Ozon report URL/competitor presence / M4C marketplace distinction	100	27	14	1	3	7	11	REG048	REG024 || REG048 || REG051	REG024 || REG030 || REG042 || REG046 || REG047 || REG048 || REG051	REG015 || REG024 || REG026 || REG027 || REG028 || REG030 || REG033 || REG042 || REG046 || REG047 || REG048 || REG049 || REG051 || REG059	5	15	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	HOLD_IDENTITY_OR_COMPARABILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00034	отчет о списаниях маркетплейс	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	858:DIRECT_RESULT:count=26:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «отчет о списаниях маркетплейс», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for deduction report/data wording versus generic R05; accounting contamination check versus accepted R05, changing M4Q F3 seller financial deductions versus statutory/accounting reports?	M4Q F3 seller financial deductions versus statutory/accounting reports	100	19	10	2	2	4	8	REG019 || REG057	REG019 || REG057	REG017 || REG019 || REG047 || REG057	REG017 || REG019 || REG024 || REG026 || REG027 || REG042 || REG046 || REG047 || REG057 || REG059	0	2	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00035	отчеты маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	832:TESTED_SEED:count=NONE:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 833:DIRECT_RESULT:count=2597:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «отчеты маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for unqualified report wording versus seller-qualified R05; accounting/statutory contamination as deliberate control versus accepted R05, changing M4Q F3 seller reports versus statutory-report boundary?	M4Q F3 seller reports versus statutory-report boundary	100	47	20	2	5	10	16	REG024 || REG047	REG024 || REG027 || REG030 || REG046 || REG047	REG017 || REG020 || REG024 || REG027 || REG028 || REG030 || REG041 || REG046 || REG047 || REG057	REG017 || REG020 || REG022 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG030 || REG039 || REG041 || REG043 || REG046 || REG047 || REG048 || REG049 || REG052 || REG055 || REG057	2	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	HOLD_IDENTITY_OR_COMPARABILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00036	отчеты продаж маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	834:DIRECT_RESULT:count=448:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification. || 907:TESTED_SEED:count=NONE:seed_total=448:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A05:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 908:DIRECT_RESULT:count=448:seed_total=448:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A05:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «отчеты продаж маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for sales-report qualifier versus seller R05 and unqualified report control versus accepted R05, changing M4Q F3 sales-data report competitor-set routing?	M4Q F3 sales-data report competitor-set routing	100	51	22	0	4	7	19		REG024 || REG027 || REG047 || REG057	REG017 || REG024 || REG027 || REG041 || REG047 || REG055 || REG057	REG013 || REG015 || REG017 || REG022 || REG023 || REG024 || REG025 || REG026 || REG027 || REG028 || REG030 || REG039 || REG041 || REG043 || REG046 || REG047 || REG048 || REG049 || REG052 || REG055 || REG057 || REG059	3	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	HOLD_IDENTITY_OR_COMPARABILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00037	подключить ии к маркетплейсу	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	304:EMPTY_SUCCESS_SEED:count=NONE:seed_total=NONE:family=F2/:intent=connect_own_llm:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-13:Historical B01 durable transcription:reconciled=Preserved empty_success_seed with independent conservative classification.	For exact observed M2R phrase «подключить ии к маркетплейсу», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for generic AI connection wording versus brand-specific ChatGPT connection R01; exact-empty Wordstat is a valid negative observation, not demand versus accepted R01, changing M4Q F2 generic-connection language / M6 demand HOLD?	M4Q F2 generic-connection language / M6 demand HOLD	100	56	19	2	3	5	17	REG028 || REG052	REG010 || REG028 || REG052	REG005 || REG010 || REG021 || REG028 || REG052	REG005 || REG010 || REG015 || REG016 || REG017 || REG021 || REG027 || REG028 || REG030 || REG042 || REG043 || REG045 || REG046 || REG047 || REG048 || REG051 || REG052 || REG057 || REG059	1	1	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	ENRICH_ACCEPTED_CONTEXT	SEARCH_CONTROL_ONLY	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00038	поисковые запросы wildberries	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	1088:TESTED_SEED:count=NONE:seed_total=73:family=F7/:intent=search_niche_market_analytics:market=WILDBERRIES:fit=ADJACENT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A18:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification.	For exact observed M2R phrase «поисковые запросы wildberries», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for unqualified search-query wording versus seller-qualified R09; buyer navigation collision versus accepted R09, changing M4Q F7 seller-report versus buyer-search result roles?	M4Q F7 seller-report versus buyer-search result roles	100	68	20	3	8	11	18	REG027 || REG036 || REG055	REG027 || REG028 || REG036 || REG038 || REG048 || REG052 || REG053 || REG055	REG022 || REG027 || REG028 || REG036 || REG038 || REG048 || REG052 || REG053 || REG055 || REG056 || REG059	REG010 || REG011 || REG013 || REG022 || REG024 || REG027 || REG028 || REG031 || REG036 || REG038 || REG039 || REG042 || REG043 || REG048 || REG052 || REG053 || REG055 || REG056 || REG057 || REG059	3	3	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
M4QR2Q00039	прибыль на маркетплейсах	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	NO_EXACT_M3_MATCH	978:TESTED_SEED:count=NONE:seed_total=389:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A08:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 979:DIRECT_RESULT:count=389:seed_total=389:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A08:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	For exact observed M2R phrase «прибыль на маркетплейсах», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for seller profit metric versus general R04 analytics versus accepted R04, changing M4Q F3 profit-reading competitor visibility / M6 finance routing?	M4Q F3 profit-reading competitor visibility / M6 finance routing	100	40	16	2	4	7	14	REG010 || REG047	REG010 || REG042 || REG047 || REG057	REG010 || REG017 || REG028 || REG042 || REG043 || REG047 || REG057	REG010 || REG013 || REG017 || REG024 || REG026 || REG028 || REG030 || REG037 || REG042 || REG043 || REG046 || REG047 || REG048 || REG052 || REG057 || REG059	1	2	false	NOT_M3_CONTROL	No historical exact M3 top20 for this query; current top100 is the first accepted Search comparison for this exact M2R wording.	ENRICH_KNOWN_QUERY_VISIBILITY	TARGETED_RECHECK_CANDIDATE	KEEP_EXISTING_VALIDATION_ROUTE	YES_BOUND_TOP100_COMPLETE; no provider/query expansion; M6 validation unresolved	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; default/unspecified device; zero authorized visibility is a bounded negative observation.
