registry_id	entity_name	candidate_class	registrable_domain	m4b_lane	m4a_authority_query_count	m4a_page_candidate_count	source_layers_present	source_url_occurrence_count	deduped_url_count	source_page_evidence_row_count	content_evidence_url_count	source_candidate_occurrence_count	fresh_access_failure_count	historical_content_retained_under_fresh_failure_count	r3_r4_r5_overlap_url_count	freshest_access_observed_at	current_bounded_frontier_state	current_frontier_equation	current_frontier_equation_pass	anchors_channel_state	navigation_channel_state	sitemap_channel_state	pagination_channel_state	open_url_unresolved	blocking_channel_hold	m4q_lane_state	ranking_query_recall_limitation	limitation_notes
REG036	Sellego	EDITORIAL_OR_PUBLISHER	sellego.com	M4B2_CONTEXT_BASELINE	2	1	M4B2_R1	7	7	6	6	6	0	0	0	2026-09-22T04:15:22+00:00	PASS_CANDIDATE	6+0+0+1+0=7	true	ALL_AUTHORITY_SEEDS_TERMINAL	TERMINAL_ENUMERATED	TERMINAL_ENUMERATED_6	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG037	Sellerden	RECURRING_PRODUCT_VENDOR	sellerden.ru	M4B1_PRODUCT_VENDOR	2	2	M4B1_R1 || M4B1_R2	134	121	87	87	204	0	0	0	2026-09-18T10:07:28.974Z	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	ACCESS_BLOCKED	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	sellermoon.ru	M4B1_PRODUCT_VENDOR	5	9	M4B1_R2 || M4B1_R3_CURRENT || M4B1_R1	734	730	71	71	87	652	0	0	2026-09-22T07:54:21+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG039	Sellerstats	RELEVANT_ONE_OFF_PRODUCT_VENDOR	sellerstats.ru	M4B1_PRODUCT_VENDOR	1	1	M4B1_R1 || M4B1_R2 || M4B1_R3_CURRENT	29	29	11	11	13	11	0	0	2026-09-22T07:54:21+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG040	Sellmonitor	RECURRING_PRODUCT_VENDOR	sellmonitor.com	M4B1_PRODUCT_VENDOR	3	2	M4B1_R2 || M4B1_R1 || M4B1_R3_CURRENT	139	139	45	45	75	81	0	0	2026-09-22T07:54:39+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG041	Sellper	RECURRING_PRODUCT_VENDOR	sellper.ru	M4B1_PRODUCT_VENDOR	3	1	M4B1_R2 || M4B1_R1 || M4B1_R3_CURRENT	59	59	20	20	12	33	0	0	2026-09-22T07:54:39+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG042	Selsup	RECURRING_PRODUCT_VENDOR	selsup.ru	M4B1_PRODUCT_VENDOR	5	5	M4B1_R2 || M4B1_R3_CURRENT || M4B1_R1	3278	3278	2938	2938	2975	314	0	0	2026-09-22T08:03:27+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG043	Skillbox	EDITORIAL_OR_PUBLISHER	skillbox.ru	M4B2_CONTEXT_BASELINE	4	4	M4B2_R1	4	4	4	4	4	0	0	0	2026-09-22T03:53:56+00:00	PASS_CANDIDATE	4+0+0+0+0=4	true	ALL_AUTHORITY_SEEDS_TERMINAL	UNSCOPABLE_WITH_REASON_GENERIC_NAV	UNSCOPABLE_WITH_REASON_BROAD_SITEMAP	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG044	Softrest	RECURRING_PRODUCT_VENDOR	softrest.ru	M4B1_PRODUCT_VENDOR	2	1	M4B1_R1 || M4B1_R3_CURRENT	22	22	4	4	5	0	0	0	2026-09-22T08:01:04+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG045	Superintellect	RECURRING_PRODUCT_VENDOR	superintellect.ru	M4B1_PRODUCT_VENDOR	3	5	M4B1_R2 || M4B1_R1 || M4B1_R3_CURRENT	109	105	7	7	32	22	0	0	2026-09-22T08:01:03+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG046	Tablichki	RECURRING_PRODUCT_VENDOR	tablichki.tech	M4B1_PRODUCT_VENDOR	5	4	M4B1_R2 || M4B1_R1 || M4B1_R3_CURRENT	51	47	30	30	39	11	0	0	2026-09-22T08:01:05+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG047	Tbank	EDITORIAL_OR_PUBLISHER	tbank.ru	M4B2_CONTEXT_BASELINE	6	6	M4B2_R1	59	59	8	8	8	6	0	0	2026-09-22T04:25:16+00:00	PASS_CANDIDATE	8+6+42+3+0=59	true	ALL_AUTHORITY_SEEDS_TERMINAL	TERMINAL_HELP_NAV_AND_5_HTTP_502	NOT_ADVERTISED_FOR_BOUNDED_SUBTREE	QUERY_VARIANTS_TERMINAL_42	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG048	Tochka	EDITORIAL_OR_PUBLISHER	tochka.com	M4B2_CONTEXT_BASELINE	5	5	M4B2_R1	5	5	0	0	0	5	0	0	2026-09-22T04:04:33.400Z	PASS_CANDIDATE	0+5+0+0+0=5	true	ALL_AUTHORITY_SEEDS_TERMINAL	HTTP_ERROR_502_TERMINAL	HTTP_ERROR_502_TERMINAL	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG049	Torgstat	RECURRING_PRODUCT_VENDOR	torgstat.ru	M4B1_PRODUCT_VENDOR	2	1	M4B1_R1 || M4B1_R3_CURRENT	95	95	29	29	31	66	0	0	2026-09-22T08:03:24+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG050	Tulpari	RELEVANT_ONE_OFF_PRODUCT_VENDOR	tulpari.ru	M4B1_PRODUCT_VENDOR	1	1	M4B1_R1 || M4B1_R3_CURRENT	4	4	4	4	5	0	0	0	2026-09-22T08:01:31+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG051	Uniseller	RECURRING_PRODUCT_VENDOR	uniseller.io	M4B1_PRODUCT_VENDOR	2	2	M4B1_R2 || M4B1_R5_A1 || M4B1_R3_CURRENT || M4B1_R5_DURABLE || M4B1_R1	15297	5523	5827	5513	406	3985	3985	4299	2026-09-22T08:13:59+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	ACCESS_BLOCKED	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY || FRESH_FAILURE_WITH_RETAINED_HISTORICAL_CONTENT_URLS=3985 || R3_R4_R5_OVERLAP_URL_IDENTITIES=4299
REG052	VC.ru	EDITORIAL_OR_PUBLISHER	vc.ru	M4B2_CONTEXT_BASELINE	8	7	M4B2_R1	7	7	7	7	7	0	0	0	2026-09-22T03:54:14+00:00	PASS_CANDIDATE	7+0+0+0+0=7	true	ALL_AUTHORITY_SEEDS_TERMINAL	UNSCOPABLE_WITH_REASON_GENERIC_NAV	UNSCOPABLE_WITH_REASON_BROAD_SITEMAP	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG053	Wbcon	RECURRING_PRODUCT_VENDOR	wbcon.ru	M4B1_PRODUCT_VENDOR	3	3	M4B1_R2 || M4B1_R1 || M4B1_R3_CURRENT	61	60	30	30	71	27	0	0	2026-09-22T08:13:59+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG054	Wbstat	EDITORIAL_OR_PUBLISHER	wbstat.pro	M4B2_CONTEXT_BASELINE	3	3	M4B2_R1	849	849	846	846	846	0	0	0	2026-09-22T04:22:48+00:00	PASS_CANDIDATE	846+0+0+3+0=849	true	ALL_AUTHORITY_SEEDS_TERMINAL	TERMINAL_ENUMERATED	TERMINAL_ENUMERATED_846	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG055	Wildberries	NATIVE_MARKETPLACE_BASELINE	wildberries.ru	M4B2_CONTEXT_BASELINE	4	6	M4B2_R1	321	321	321	321	321	0	0	0	2026-09-22T04:23:16+00:00	PASS_CANDIDATE	321+0+0+0+0=321	true	ALL_AUTHORITY_SEEDS_TERMINAL	TERMINAL_OFFICIAL_SELLER_NAV	SCOPED_TO_AUTHORIZED_TAXONOMY	TERMINAL_QUEUE_CLOSED	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG056	Wildcrm	RECURRING_PRODUCT_VENDOR	wildcrm.ru	M4B1_PRODUCT_VENDOR	2	2	M4B1_R2 || M4B1_R3_CURRENT || M4B1_R1	34	34	11	11	10	18	0	0	2026-09-22T08:01:26+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG057	Yandex	AGGREGATOR_DIRECTORY	yandex.ru	M4B2_CONTEXT_BASELINE	3	3	M4B2_R1	3	3	3	3	3	0	0	0	2026-09-22T03:54:29+00:00	PASS_CANDIDATE	3+0+0+0+0=3	true	ALL_AUTHORITY_SEEDS_TERMINAL	TERMINAL_PER_ACCEPTED_SURFACE	UNSCOPABLE_WITH_REASON_CROSS_PRODUCT	NOT_APPLICABLE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG058	Yoolip	RECURRING_PRODUCT_VENDOR	yoolip.ai	M4B1_PRODUCT_VENDOR	2	1	M4B1_R3_CURRENT || M4B1_R1 || M4B1_R2	60	60	4	4	5	49	0	0	2026-09-22T08:13:55+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
REG059	YouTube	EDITORIAL_OR_PUBLISHER	youtube.com	M4B2_CONTEXT_BASELINE	4	2	M4B2_R1	2	2	2	2	2	0	0	0	2026-09-22T03:54:29+00:00	PASS_CANDIDATE	2+0+0+0+0=2	true	ALL_AUTHORITY_SEEDS_TERMINAL	OUT_OF_SCOPE_PLATFORM_NAV	NOT_APPLICABLE	RELATED_VIDEOS_OUT_OF_SCOPE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES
REG060	Zinaida	RELEVANT_ONE_OFF_PRODUCT_VENDOR	zinaida.pro	M4B1_PRODUCT_VENDOR	1	1	M4B1_R1 || M4B1_R3_CURRENT	7	7	2	2	3	0	0	0	2026-09-22T08:01:31+00:00	COMPLETE_BOUNDED_FRONTIER		true	COMPLETE	COMPLETE	COMPLETE	COMPLETE	0	0	SOURCE_UNAVAILABLE_DECLARED_LIMITATION	ACTIVE; ZERO_OBSERVATIONS_IS_NOT_ZERO_COMPETITOR_QUERIES	M4Q_RANKING_QUERY_LANE_SOURCE_UNAVAILABLE; ZERO_ROWS_DO_NOT_MEAN_ZERO_QUERIES || CURRENT_R3_PUBLIC_DRIFT_DETECTED; HISTORICAL_R4_R5_PRESERVED_BY_IDENTITY
