page_candidate_id	registry_id	entity_name	ranking_url	normalized_url	authority_query_ids	ranks	rank_buckets	query_families	candidate_class	why_anchor_for_m4b	collection_priority	expected_information_gain	native_baseline_flag	collision_dependency	hold_reason
PAGE070	REG038	Sellermoon	https://sellermoon.ru/faq/wildberries/chto-prodavat-na-wb-v-2024-2025-godu	https://sellermoon.ru/faq/wildberries/chto-prodavat-na-wb-v-2024-2025-godu	R10	R10:14	RANK_11_20	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE071	REG038	Sellermoon	https://sellermoon.ru/faq/wildberries/kak-sozdat-kartochku-tovara-na-wb	https://sellermoon.ru/faq/wildberries/kak-sozdat-kartochku-tovara-na-wb	R07	R07:14	RANK_11_20	F5,F8	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE072	REG038	Sellermoon	https://sellermoon.ru/faq/wildberries/kuda-vpisyvat-klyuchevye-slova-na-wildberries	https://sellermoon.ru/faq/wildberries/kuda-vpisyvat-klyuchevye-slova-na-wildberries	R09	R09:9	TOP10_REST	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE073	REG038	Sellermoon	https://sellermoon.ru/faq/wildberries/nejroset-chatgpt-i-marketplejsy	https://sellermoon.ru/faq/wildberries/nejroset-chatgpt-i-marketplejsy	R03	R03:17	RANK_11_20	F2	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE074	REG038	Sellermoon	https://sellermoon.ru/faq/wildberries/obzor-lichnogo-kabineta-wildberries	https://sellermoon.ru/faq/wildberries/obzor-lichnogo-kabineta-wildberries	R11	R11:16	RANK_11_20	F8	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE075	REG038	Sellermoon	https://sellermoon.ru/faq/wildberries/podbor-klyuchevyh-slov-dlya-wildberries	https://sellermoon.ru/faq/wildberries/podbor-klyuchevyh-slov-dlya-wildberries	R09	R09:1	TOP3	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE076	REG038	Sellermoon	https://sellermoon.ru/faq/wildberries/populyarnye-zaprosy-wb	https://sellermoon.ru/faq/wildberries/populyarnye-zaprosy-wb	R09	R09:17	RANK_11_20	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE077	REG038	Sellermoon	https://sellermoon.ru/faq/wildberries/seo-optimizaciya-kartochek-tovara-na-wildberries	https://sellermoon.ru/faq/wildberries/seo-optimizaciya-kartochek-tovara-na-wildberries	R09	R09:19	RANK_11_20	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE078	REG039	Sellerstats	https://sellerstats.ru/	https://sellerstats.ru/	R04R1	R04R1:4	TOP10_REST	F3,F9	RELEVANT_ONE_OFF_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE079	REG040	Sellmonitor	https://sellmonitor.com/	https://sellmonitor.com/	R04R1 | R08	R04R1:6 | R08:12	RANK_11_20 | TOP10_REST	F3,F9 | F6	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE080	REG040	Sellmonitor	https://sellmonitor.com/blog/seo-kak-sobrat-klyuchevye-slova-i-nastroit-seo-dlya-wildberries/	https://sellmonitor.com/blog/seo-kak-sobrat-klyuchevye-slova-i-nastroit-seo-dlya-wildberries	R09	R09:16	RANK_11_20	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE081	REG041	Sellper	https://sellper.ru/	https://sellper.ru/	R04R1 | R05 | R06	R04R1:10 | R05:14 | R06:6	RANK_11_20 | TOP10_REST	F3 | F3,F9 | F4	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE082	REG042	Selsup	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov	S01	S01:13	RANK_11_20	F1,F9	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE083	REG042	Selsup	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya	R07	R07:8	TOP10_REST	F5,F8	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE084	REG042	Selsup	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete	R11	R11:4	TOP10_REST	F8	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE085	REG042	Selsup	https://selsup.ru/blog/otchyot-o-pribylyah-i-ubytkah-iz-selsup-chto-pokazyvaet-i-zachem-nuzhen-selleram-marketplejsov/	https://selsup.ru/blog/otchyot-o-pribylyah-i-ubytkah-iz-selsup-chto-pokazyvaet-i-zachem-nuzhen-selleram-marketplejsov	R05	R05:9	TOP10_REST	F3	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE086	REG042	Selsup	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor	R12 | S01	R12:15 | S01:17	RANK_11_20	F1,F9 | F9	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE087	REG043	Skillbox	https://skillbox.ru/media/marketing/kak-delat-kartochki-na-wildberries-chtoby-tovar-nahodili-i-pokupali/	https://skillbox.ru/media/marketing/kak-delat-kartochki-na-wildberries-chtoby-tovar-nahodili-i-pokupali	R07	R07:2	TOP3	F5,F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE088	REG043	Skillbox	https://skillbox.ru/media/marketing/kak-ponyat-chto-prodavat-na-wildberries-ponyatnaya-instruktsiya-po-analizu-nishi/	https://skillbox.ru/media/marketing/kak-ponyat-chto-prodavat-na-wildberries-ponyatnaya-instruktsiya-po-analizu-nishi	R10	R10:3	TOP3	F7	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE089	REG043	Skillbox	https://skillbox.ru/media/marketing/kak-rabotat-s-kartochkami-tovarov-na-wildberries-sozdavat-zapolnyat-optimizirovat/	https://skillbox.ru/media/marketing/kak-rabotat-s-kartochkami-tovarov-na-wildberries-sozdavat-zapolnyat-optimizirovat	R07	R07:6	TOP10_REST	F5,F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE090	REG043	Skillbox	https://skillbox.ru/media/marketing/kak-ustroen-wb-seller-lichnyy-kabinet-prodavca-na-wildberries/	https://skillbox.ru/media/marketing/kak-ustroen-wb-seller-lichnyy-kabinet-prodavca-na-wildberries	R11	R11:2	TOP3	F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE091	REG044	Softrest	https://softrest.ru/blog/ii-agent-marketpleysov-tseny-ostatki	https://softrest.ru/blog/ii-agent-marketpleysov-tseny-ostatki	S02 | S03	S02:19 | S03:18	RANK_11_20	F1	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE092	REG045	Superintellect	https://superintellect.ru/guides/ii-agent-dlya-prodavca-marketplejsov	https://superintellect.ru/guides/ii-agent-dlya-prodavca-marketplejsov	S01	S01:19	RANK_11_20	F1,F9	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE093	REG045	Superintellect	https://superintellect.ru/guides/ozon-dlya-proizvoditeley	https://superintellect.ru/guides/ozon-dlya-proizvoditeley	S02	S02:11	RANK_11_20	F1	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE094	REG045	Superintellect	https://superintellect.ru/guides/ozon-ii-agent-dlya-prodavca	https://superintellect.ru/guides/ozon-ii-agent-dlya-prodavca	S02	S02:8	TOP10_REST	F1	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE095	REG045	Superintellect	https://superintellect.ru/guides/wildberries-ii-agent-dlya-prodavca	https://superintellect.ru/guides/wildberries-ii-agent-dlya-prodavca	S03	S03:6	TOP10_REST	F1	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE096	REG045	Superintellect	https://superintellect.ru/partners/wildberries	https://superintellect.ru/partners/wildberries	S03	S03:11	RANK_11_20	F1	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE097	REG046	Tablichki	https://tablichki.tech/adv_analytics	https://tablichki.tech/adv_analytics	R08	R08:2	TOP3	F6	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE098	REG046	Tablichki	https://tablichki.tech/ai	https://tablichki.tech/ai	S03	S03:12	RANK_11_20	F1	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE099	REG046	Tablichki	https://tablichki.tech/ocifrovka_marketplace_blog/tpost/ai_marketplaces	https://tablichki.tech/ocifrovka_marketplace_blog/tpost/ai_marketplaces	R02 | R03	R02:6 | R03:6	TOP10_REST	F2	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE100	REG046	Tablichki	https://tablichki.tech/pnl	https://tablichki.tech/pnl	R05	R05:11	RANK_11_20	F3	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE101	REG047	Tbank	https://secrets.tbank.ru/biznes-s-nulya/kak-nachat-prodavat-na-wildberries-poshagovaya-instrukcziya/	https://secrets.tbank.ru/biznes-s-nulya/kak-nachat-prodavat-na-wildberries-poshagovaya-instrukcziya	R11	R11:3	TOP3	F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE102	REG047	Tbank	https://secrets.tbank.ru/biznes-s-nulya/kakuyu-nalogovuyu-otchetnost-sdayut-sellery/	https://secrets.tbank.ru/biznes-s-nulya/kakuyu-nalogovuyu-otchetnost-sdayut-sellery	R05	R05:5	TOP10_REST	F3	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE103	REG047	Tbank	https://secrets.tbank.ru/blogi-kompanij/kak-sdelat-ii-agenta-dlya-sellera/	https://secrets.tbank.ru/blogi-kompanij/kak-sdelat-ii-agenta-dlya-sellera	S01	S01:4	TOP10_REST	F1,F9	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE104	REG047	Tbank	https://secrets.tbank.ru/razvitie/chistaya-pribyl-na-marketplejse/	https://secrets.tbank.ru/razvitie/chistaya-pribyl-na-marketplejse	R05	R05:1	TOP3	F3	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE105	REG047	Tbank	https://secrets.tbank.ru/razvitie/kartochka-wildberries/	https://secrets.tbank.ru/razvitie/kartochka-wildberries	R07	R07:4	TOP10_REST	F5,F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE106	REG047	Tbank	https://www.tbank.ru/business/help/sales/tinkoff-seller/start-use/analytics/	https://www.tbank.ru/business/help/sales/tinkoff-seller/start-use/analytics	R04R1	R04R1:3	TOP3	F3,F9	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE107	REG048	Tochka	https://tochka.com/knowledge/marketpleisy/chto_takoe_kabinet_wb_seller_i_kak_on_rabotaet/	https://tochka.com/knowledge/marketpleisy/chto_takoe_kabinet_wb_seller_i_kak_on_rabotaet	R11	R11:8	TOP10_REST	F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE108	REG048	Tochka	https://tochka.com/knowledge/marketpleisy/kak-oformit-kartocku-tovara-na-wildberries/	https://tochka.com/knowledge/marketpleisy/kak-oformit-kartocku-tovara-na-wildberries	R07	R07:7	TOP10_REST	F5,F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE109	REG048	Tochka	https://tochka.com/knowledge/marketpleisy/kak-zaiti-v-kabinet-prodavca-na-wildberries-registraciya-i-vozmoznosti/	https://tochka.com/knowledge/marketpleisy/kak-zaiti-v-kabinet-prodavca-na-wildberries-registraciya-i-vozmoznosti	R11	R11:6	TOP10_REST	F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE110	REG048	Tochka	https://tochka.com/news/chat_gpt_dlya_kartochek_na_marketplace/	https://tochka.com/news/chat_gpt_dlya_kartochek_na_marketplace	R01	R01:3	TOP3	F2	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE111	REG048	Tochka	https://tochka.com/rko/marketplace-cabinet/analitika-prodazh-na-marketplejsah/otchet-seller/	https://tochka.com/rko/marketplace-cabinet/analitika-prodazh-na-marketplejsah/otchet-seller	R05	R05:10	TOP10_REST	F3	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE112	REG049	Torgstat	https://torgstat.ru/	https://torgstat.ru/	R04R1 | R08	R04R1:17 | R08:20	RANK_11_20	F3,F9 | F6	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE113	REG050	Tulpari	https://tulpari.ru/	https://tulpari.ru/	S03	S03:7	TOP10_REST	F1	RELEVANT_ONE_OFF_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE114	REG051	Uniseller	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny	S01	S01:12	RANK_11_20	F1,F9	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE115	REG051	Uniseller	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon	R05	R05:8	TOP10_REST	F3	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE116	REG052	VC.ru	https://vc.ru/ai/2198354-luchshie-neyroseti-dlya-sozdaniya-kartochek-tovarov-na-marketpleysakh	https://vc.ru/ai/2198354-luchshie-neyroseti-dlya-sozdaniya-kartochek-tovarov-na-marketpleysakh	R12	R12:5	TOP10_REST	F9	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE117	REG052	VC.ru	https://vc.ru/ai/2284976-neyroseti-dlya-marketpleysov-9-luchshikh-ii	https://vc.ru/ai/2284976-neyroseti-dlya-marketpleysov-9-luchshikh-ii	R12	R12:7	TOP10_REST	F9	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE118	REG052	VC.ru	https://vc.ru/ai/2634842-luchshie-neuroseti-dlya-kartochek-tovarov	https://vc.ru/ai/2634842-luchshie-neuroseti-dlya-kartochek-tovarov	R12	R12:8	TOP10_REST	F9	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE119	REG052	VC.ru	https://vc.ru/ai/2884634-ii-dlya-kartochek-tovara	https://vc.ru/ai/2884634-ii-dlya-kartochek-tovara	R12	R12:9	TOP10_REST	F9	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE120	REG052	VC.ru	https://vc.ru/ai/3124090-podklyuchenie-ii-agenta-k-wildberries-i-ozon	https://vc.ru/ai/3124090-podklyuchenie-ii-agenta-k-wildberries-i-ozon	S02 | S03	S02:2 | S03:3	TOP3	F1	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE121	REG052	VC.ru	https://vc.ru/marketing/1083960-poiskovye-zaprosy-klastery-i-presety-v-seo-optimizacii-i-reklame-tovarov-na-wildberries	https://vc.ru/marketing/1083960-poiskovye-zaprosy-klastery-i-presety-v-seo-optimizacii-i-reklame-tovarov-na-wildberries	R09	R09:8	TOP10_REST	F7	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE122	REG052	VC.ru	https://vc.ru/marketing/3087623-top-neyrosetey-dlya-sozdaniya-kartochek-tovarov-na-marketpleysakh	https://vc.ru/marketing/3087623-top-neyrosetey-dlya-sozdaniya-kartochek-tovarov-na-marketpleysakh	R12	R12:1	TOP3	F9	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE123	REG053	Wbcon	https://seo.wbcon.ru/gpt-opisanie/	https://seo.wbcon.ru/gpt-opisanie	R02 | R03	R02:13 | R03:10	RANK_11_20 | TOP10_REST	F2	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE124	REG053	Wbcon	https://wbcon.ru/2020/07/26/urok-x-analiz-wildberries/	https://wbcon.ru/2020/07/26/urok-x-analiz-wildberries	R10	R10:16	RANK_11_20	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE125	REG053	Wbcon	https://wbcon.ru/2023/03/27/chatgpt-instruction-wb-ozon/	https://wbcon.ru/2023/03/27/chatgpt-instruction-wb-ozon	R02 | R03	R02:17 | R03:16	RANK_11_20	F2	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE126	REG054	Wbstat	https://wbstat.pro/blog/kak-analizirovat-kategorii-nishi-i-konkyrentov-i-kakim-tovarom-torgovat-na-wildberries/	https://wbstat.pro/blog/kak-analizirovat-kategorii-nishi-i-konkyrentov-i-kakim-tovarom-torgovat-na-wildberries	R10	R10:7	TOP10_REST	F7	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE127	REG054	Wbstat	https://wbstat.pro/blog/sekrety-lichnogo-kabineta-postavshchika-wildberries/	https://wbstat.pro/blog/sekrety-lichnogo-kabineta-postavshchika-wildberries	R11	R11:5	TOP10_REST	F8	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE128	REG054	Wbstat	https://wbstat.pro/faq/kak-proanalizirovat-nishu-na-wildberries/	https://wbstat.pro/faq/kak-proanalizirovat-nishu-na-wildberries	R10	R10:6	TOP10_REST	F7	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE129	REG055	Wildberries	https://dev.wildberries.ru/knowledge-base/articles/019d49a4-0f6a-70bb-a87b-c1237a1a0714/poiskovye-zaprosy-po-vashim-tovaram	https://dev.wildberries.ru/knowledge-base/articles/019d49a4-0f6a-70bb-a87b-c1237a1a0714/poiskovye-zaprosy-po-vashim-tovaram	R09	R09:4	TOP10_REST	F7	NATIVE_MARKETPLACE_BASELINE	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	true	false	
PAGE130	REG055	Wildberries	https://seller.wildberries.ru/instructions/ru/ru/categories	https://seller.wildberries.ru/instructions/ru/ru/categories	R11	R11:12	RANK_11_20	F8	NATIVE_MARKETPLACE_BASELINE	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	true	false	
PAGE131	REG055	Wildberries	https://seller.wildberries.ru/instructions/ru/ru/material/how-to-create-card	https://seller.wildberries.ru/instructions/ru/ru/material/how-to-create-card	R07	R07:1	TOP3	F5,F8	NATIVE_MARKETPLACE_BASELINE	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	true	false	
PAGE132	REG055	Wildberries	https://seller.wildberries.ru/instructions/ru/ru/material/product-niche-analytics	https://seller.wildberries.ru/instructions/ru/ru/material/product-niche-analytics	R10	R10:1	TOP3	F7	NATIVE_MARKETPLACE_BASELINE	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	true	false	
PAGE133	REG055	Wildberries	https://seller.wildberries.ru/instructions/ru/ru/material/search-analytics-report	https://seller.wildberries.ru/instructions/ru/ru/material/search-analytics-report	R09	R09:2	TOP3	F7	NATIVE_MARKETPLACE_BASELINE	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	true	true	
