candidate_id	registry_id	page_id	raw_term_short	evidence_locator	candidate_type	normalized_key	relation_to_existing_octoport_evidence	status	m6_validation_required	reason
M4B2C00256	REG054	M4B2P00256	Анти-карточка на Wildberries: секрет воронки ТОП-селлеров, которая продаёт как пулемёт	https://wbstat.pro/blog/anti-kartochka-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти карточка на wildberries секрет воронки топ селлеров которая продаёт как пулемёт	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00257	REG054	M4B2P00257	Анти-логистика на Wildberries: скорость денег — главный секрет успеха на WB	https://wbstat.pro/blog/anti-logistika-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти логистика на wildberries скорость денег главный секрет успеха на wb	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00258	REG054	M4B2P00258	Анти-маркетинг на Wildberries: как один товар продавать через разные офферы	https://wbstat.pro/blog/anti-marketing-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:10+00:00	PUBLIC_PAGE_TOPIC	анти маркетинг на wildberries как один товар продавать через разные офферы	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00259	REG054	M4B2P00259	Анти-масштабирование на Wildberries: как расти без хаоса, кассового разрыва и ручной операционки	https://wbstat.pro/blog/anti-masshtabirovanie-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти масштабирование на wildberries как расти без хаоса кассового разрыва и ручной операционки	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00260	REG054	M4B2P00260	Анти-медиа на Wildberries: почему ТОП-селлеры иначе делают фото, видео и инфографику	https://wbstat.pro/blog/anti-media-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти медиа на wildberries почему топ селлеры иначе делают фото видео и инфографику	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00261	REG054	M4B2P00261	Анти-ниша на Wildberries: как выбрать аудиторию вместо товарной ловушки	https://wbstat.pro/blog/anti-nisha-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти ниша на wildberries как выбрать аудиторию вместо товарной ловушки	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00262	REG054	M4B2P00262	Анти-отзывы на Wildberries: как сделать отзывы доказательствами, которые продают карточку	https://wbstat.pro/blog/anti-otzyvy-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти отзывы на wildberries как сделать отзывы доказательствами которые продают карточку	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00263	REG054	M4B2P00263	Анти-реклама на Wildberries: как перестать покупать заказы и начать строить систему спроса	https://wbstat.pro/blog/anti-reklama-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:08+00:00	PUBLIC_PAGE_TOPIC	анти реклама на wildberries как перестать покупать заказы и начать строить систему спроса	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00264	REG054	M4B2P00264	Анти-SEO на Wildberries: как вернуть органику через интенты и внешний спрос	https://wbstat.pro/blog/anti-seo-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти seo на wildberries как вернуть органику через интенты и внешний спрос	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00265	REG054	M4B2P00265	Анти-статистика на Wildberries: почему выручка растёт, а денег нет	https://wbstat.pro/blog/anti-statistika-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти статистика на wildberries почему выручка растёт а денег нет	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00266	REG054	M4B2P00266	Анти-тайм менеджмент – секретное оружие	https://wbstat.pro/blog/anti-taym-menedzhment-sekretnoye-oruzhiye/ :: title/H1/headings/public body captured 2026-09-22T04:18:00+00:00	PUBLIC_PAGE_TOPIC	анти тайм менеджмент секретное оружие	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00267	REG054	M4B2P00267	Анти-товар на Wildberries: как выбрать SKU для прибыли, скорости денег и линейки	https://wbstat.pro/blog/anti-tovar-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:10+00:00	PUBLIC_PAGE_TOPIC	анти товар на wildberries как выбрать sku для прибыли скорости денег и линейки	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00268	REG054	M4B2P00268	Анти-цена на Wildberries: как из миллиона сделать миллиард	https://wbstat.pro/blog/anti-tsena-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти цена на wildberries как из миллиона сделать миллиард	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00269	REG054	M4B2P00269	Анти-Wildberries: как построить бизнес вокруг Wildberries, а не внутри его правил	https://wbstat.pro/blog/anti-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	анти wildberries как построить бизнес вокруг wildberries а не внутри его правил	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00270	REG054	M4B2P00270	Антикризисное управление на WildBerries	https://wbstat.pro/blog/antikrizisnoe-ypravlenie-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:39+00:00	PUBLIC_PAGE_TOPIC	антикризисное управление на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00271	REG054	M4B2P00271	АВС-анализ семантического ядра ключевых запросов для эффективного SEO-продвижения на WILDBERRIES	https://wbstat.pro/blog/avs-analiz-semanticheskogo-yadra-kluchevih-zaprosov-dlya-effektivnogo-seo-prodvijeniya-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:29+00:00	PUBLIC_PAGE_TOPIC	авс анализ семантического ядра ключевых запросов для эффективного seo продвижения на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00272	REG054	M4B2P00272	Белые выкупы на Wildberries: реальные продажи вместо имитации спроса	https://wbstat.pro/blog/belye-vykupy-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:09+00:00	PUBLIC_PAGE_TOPIC	белые выкупы на wildberries реальные продажи вместо имитации спроса	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00273	REG054	M4B2P00273	Белый ввоз, серые закупки и налоговые риски на Wildberries	https://wbstat.pro/blog/belyy-vvoz-serye-zakupki-i-nalogovye-riski/ :: title/H1/headings/public body captured 2026-09-22T04:18:47+00:00	PUBLIC_PAGE_TOPIC	белый ввоз серые закупки и налоговые риски на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00274	REG054	M4B2P00274	Белые выкупы супер оружие?	https://wbstat.pro/blog/belyye-vykupy-super-oruzhiye/ :: title/H1/headings/public body captured 2026-09-22T04:17:52+00:00	PUBLIC_PAGE_TOPIC	белые выкупы супер оружие	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00275	REG054	M4B2P00275	Бизнес как система: взгляд директора на Wildberries	https://wbstat.pro/blog/biznes-kak-sistema-vzglyad-direktora/ :: title/H1/headings/public body captured 2026-09-22T04:17:24+00:00	PUBLIC_PAGE_TOPIC	бизнес как система взгляд директора на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00276	REG054	M4B2P00276	Бизнес, который не развалится за год: основы брендинга на WildBerries	https://wbstat.pro/blog/biznes-kotorii-ne-razvalitsya-za-god-osnovi-brendinga-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:31+00:00	PUBLIC_PAGE_TOPIC	бизнес который не развалится за год основы брендинга на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00277	REG054	M4B2P00277	Бизнес, который не развалится за год: основы брендинга на WILDBERRIES	https://wbstat.pro/blog/biznes-kotoriy-ne-razvalitsya-za-god-osnovy-brendinga-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:52+00:00	PUBLIC_PAGE_TOPIC	бизнес который не развалится за год основы брендинга на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00278	REG054	M4B2P00278	Бизнес на WildBerries под угрозой... Осторожно – посредники!	https://wbstat.pro/blog/biznes-na-wildberries-pod-ygrozoi-ostorojno-posredniki/ :: title/H1/headings/public body captured 2026-09-22T04:15:55+00:00	PUBLIC_PAGE_TOPIC	бизнес на wildberries под угрозой осторожно посредники	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00279	REG054	M4B2P00279	Бизнес-процессы и KPI на Wildberries: оптимизация и управление	https://wbstat.pro/blog/biznes-protsessy-i-kpi/ :: title/H1/headings/public body captured 2026-09-22T04:17:24+00:00	PUBLIC_PAGE_TOPIC	бизнес процессы и kpi на wildberries оптимизация и управление	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00280	REG054	M4B2P00280	Бизнес-процессы на Wildberries: почему они не работают и как это исправить	https://wbstat.pro/blog/biznes-protsessy-na-wildberries-chto-eto-i-pochemu-oni-ne-rabotayut/ :: title/H1/headings/public body captured 2026-09-22T04:17:16+00:00	PUBLIC_PAGE_TOPIC	бизнес процессы на wildberries почему они не работают и как это исправить	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00281	REG054	M4B2P00281	Блокировки и ограничения на Wildberries: «скорая помощь» продавцу	https://wbstat.pro/blog/blokirovki-i-ogranicheniya-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:20+00:00	PUBLIC_PAGE_TOPIC	блокировки и ограничения на wildberries скорая помощь продавцу	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00282	REG054	M4B2P00282	Брак, отзывы, блокировка и жалобы - как решить проблемы?	https://wbstat.pro/blog/brak-otzivi-blokirovka-i-jalobi-kak-reshit-problemi/ :: title/H1/headings/public body captured 2026-09-22T04:16:12+00:00	PUBLIC_PAGE_TOPIC	брак отзывы блокировка и жалобы как решить проблемы	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00283	REG054	M4B2P00283	Быстрый взлет на WILDBERRIES – как достичь успеха за короткое время?	https://wbstat.pro/blog/bystryy-vzlet-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:57+00:00	PUBLIC_PAGE_TOPIC	быстрый взлет на wildberries как достичь успеха за короткое время	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00284	REG054	M4B2P00284	Цены, рекомендации и аналитика - как не потерять прибыль, работая с Wildberries?	https://wbstat.pro/blog/ceni-rekomendacii-i-analitika-kak-ne-poteryat-pribil-rabotaya-s-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:12+00:00	PUBLIC_PAGE_TOPIC	цены рекомендации и аналитика как не потерять прибыль работая с wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	ALREADY_PRESENT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00285	REG054	M4B2P00285	Цены и скидки на WILDBERRIES: как рассчитать, установить и изменить?	https://wbstat.pro/blog/ceny-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:07+00:00	PUBLIC_PAGE_TOPIC	цены и скидки на wildberries как рассчитать установить и изменить	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00286	REG054	M4B2P00286	Частые штрафы и спорные удержания на Wildberries: как не платить лишнее и когда оспаривать	https://wbstat.pro/blog/chastye-shtrafy-i-spornye-uderzhaniya-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:19+00:00	PUBLIC_PAGE_TOPIC	частые штрафы и спорные удержания на wildberries как не платить лишнее и когда оспаривать	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00287	REG054	M4B2P00287	Чем больше продаж, тем не лучше: главные мифы о торговле на WildBerries	https://wbstat.pro/blog/chem-bolshe-prodaj-tem-ne-lychshe-glavnie-mifi-o-torgovle-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:31+00:00	PUBLIC_PAGE_TOPIC	чем больше продаж тем не лучше главные мифы о торговле на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00288	REG054	M4B2P00288	Четыре фазы развития мозга: найм и увольнение сотрудников на Wildberries	https://wbstat.pro/blog/chetyre-fazy-razvitiya-mozga-naym-i-uvolneniye-sotrudnikov-cherez-prizmu-etoy-modeli/ :: title/H1/headings/public body captured 2026-09-22T04:17:16+00:00	PUBLIC_PAGE_TOPIC	четыре фазы развития мозга найм и увольнение сотрудников на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00289	REG054	M4B2P00289	Поддержка Wildberries отвечает шаблоном: как вернуть вопрос к решению	https://wbstat.pro/blog/chto-delat-esli-podderzhka-wildberries-otvechaet-shablonami/ :: title/H1/headings/public body captured 2026-09-22T04:18:21+00:00	PUBLIC_PAGE_TOPIC	поддержка wildberries отвечает шаблоном как вернуть вопрос к решению	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00290	REG054	M4B2P00290	Что делать если WILDBERRIES принял не весь товар?	https://wbstat.pro/blog/chto-delat-esli-wildberries-prinyal-ne-ves-tovar/ :: title/H1/headings/public body captured 2026-09-22T04:16:31+00:00	PUBLIC_PAGE_TOPIC	что делать если wildberries принял не весь товар	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00291	REG054	M4B2P00291	Заблокировали карточку или скрыли товар на Wildberries: Как оперативно вернуть продажи?	https://wbstat.pro/blog/chto-delat-esli-zablokirovali-kartochku-ili-skryli-tovar-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:20+00:00	PUBLIC_PAGE_TOPIC	заблокировали карточку или скрыли товар на wildberries как оперативно вернуть продажи	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00292	REG054	M4B2P00292	Что изменилось в оферте Wildberries в 2026 году: что проверить селлеру	https://wbstat.pro/blog/chto-izmenilos-v-oferte-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:47+00:00	PUBLIC_PAGE_TOPIC	что изменилось в оферте wildberries в 2026 году что проверить селлеру	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00293	REG054	M4B2P00293	Что ждёт селлеров Wildberries в ближайшие пять лет	https://wbstat.pro/blog/chto-jdet-wildberries-v-blijaishie-5-let/ :: title/H1/headings/public body captured 2026-09-22T04:16:39+00:00	PUBLIC_PAGE_TOPIC	что ждёт селлеров wildberries в ближайшие пять лет	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00294	REG054	M4B2P00294	Что может пойти не так при завершении поставки на Wildberries? Ее ведь еще нужно доставить на склад...	https://wbstat.pro/blog/chto-mojet-poiti-ne-tak-pri-zavershenii-postavki-na-wildberries-ee-ved-eshe-nyjno-dostavit-na-sklad/ :: title/H1/headings/public body captured 2026-09-22T04:16:12+00:00	PUBLIC_PAGE_TOPIC	что может пойти не так при завершении поставки на wildberries ее ведь еще нужно доставить на склад	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00295	REG054	M4B2P00295	Что можно продавать на Wildberries без сертификата: товары, отказное письмо и риски категории	https://wbstat.pro/blog/chto-mozhno-prodavat-na-wildberries-bez-sertifikata/ :: title/H1/headings/public body captured 2026-09-22T04:19:07+00:00	PUBLIC_PAGE_TOPIC	что можно продавать на wildberries без сертификата товары отказное письмо и риски категории	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00296	REG054	M4B2P00296	Что можно продавать самозанятому на Wildberries: товары, ограничения и проверка до закупки	https://wbstat.pro/blog/chto-mozhno-prodavat-samozanyatomu-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:56+00:00	PUBLIC_PAGE_TOPIC	что можно продавать самозанятому на wildberries товары ограничения и проверка до закупки	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00297	REG054	M4B2P00297	Что не стоит продавать на WildBerries: топ ошибок	https://wbstat.pro/blog/chto-ne-stoit-prodavat-na-wildberries-top-oshibok/ :: title/H1/headings/public body captured 2026-09-22T04:15:51+00:00	PUBLIC_PAGE_TOPIC	что не стоит продавать на wildberries топ ошибок	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00298	REG054	M4B2P00298	Что нельзя продавать на Wildberries: какие товары проверить до закупки	https://wbstat.pro/blog/chto-nelzya-prodavat-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:58+00:00	PUBLIC_PAGE_TOPIC	что нельзя продавать на wildberries какие товары проверить до закупки	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00299	REG054	M4B2P00299	Что проверить перед стартом на Wildberries: товар, деньги, документы и первая поставка	https://wbstat.pro/blog/chto-nuzhno-dlya-starta-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:56+00:00	PUBLIC_PAGE_TOPIC	что проверить перед стартом на wildberries товар деньги документы и первая поставка	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00300	REG054	M4B2P00300	Что продавать на Wildberries новичку: как выбрать товар без ошибки на старте	https://wbstat.pro/blog/chto-prodavat-na-wildberries-i-chem-torgovat-na-wb/ :: title/H1/headings/public body captured 2026-09-22T04:16:48+00:00	PUBLIC_PAGE_TOPIC	что продавать на wildberries новичку как выбрать товар без ошибки на старте	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00301	REG054	M4B2P00301	Самые продаваемые товары на WILDBERRIES? Как выбрать товар без сервисов аналитики?	https://wbstat.pro/blog/chto-prodavat-na-wildberries-novichku/ :: title/H1/headings/public body captured 2026-09-22T04:16:56+00:00	PUBLIC_PAGE_TOPIC	самые продаваемые товары на wildberries как выбрать товар без сервисов аналитики	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	ALREADY_PRESENT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00302	REG054	M4B2P00302	Что продавать на Wildberries с маленьким бюджетом: как выбрать товар без лишнего риска	https://wbstat.pro/blog/chto-prodavat-na-wildberries-s-malenkim-byudzhetom/ :: title/H1/headings/public body captured 2026-09-22T04:19:08+00:00	PUBLIC_PAGE_TOPIC	что продавать на wildberries с маленьким бюджетом как выбрать товар без лишнего риска	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00303	REG054	M4B2P00303	Что продавать своими руками на Wildberries: как выбрать товар ручной работы для старта	https://wbstat.pro/blog/chto-prodavat-svoimi-rukami-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:19:08+00:00	PUBLIC_PAGE_TOPIC	что продавать своими руками на wildberries как выбрать товар ручной работы для старта	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00304	REG054	M4B2P00304	Что такое дефицит и на что он влияет	https://wbstat.pro/blog/chto-takoe-deficit-i-na-chto-on-vliyaet/ :: title/H1/headings/public body captured 2026-09-22T04:15:42+00:00	PUBLIC_PAGE_TOPIC	что такое дефицит и на что он влияет	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00305	REG054	M4B2P00305	Что такое FBS и FBO на WILDBERRIES? Какую систему ФБС или ФБО лучше выбрать поставщику маркетплейса? Почему FBS умирает?	https://wbstat.pro/blog/chto-takoe-fbs-i-fbo-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:47+00:00	PUBLIC_PAGE_TOPIC	что такое fbs и fbo на wildberries какую систему фбс или фбо лучше выбрать поставщику маркетплейса почему fbs умирает	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00306	REG054	M4B2P00306	Что такое лист ожидания на WildBerries	https://wbstat.pro/blog/chto-takoe-list-ojidaniya-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:15:49+00:00	PUBLIC_PAGE_TOPIC	что такое лист ожидания на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00307	REG054	M4B2P00307	Что такое ОКВЭД, зачем его добавлять, как это делать для работы на WildBerries	https://wbstat.pro/blog/chto-takoe-okved-zachem-ego-dobavlyat-kak-eto-delat-dlya-raboti-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:01+00:00	PUBLIC_PAGE_TOPIC	что такое оквэд зачем его добавлять как это делать для работы на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00308	REG054	M4B2P00308	Что такое выкуп и как его поднять	https://wbstat.pro/blog/chto-takoe-vikyp-i-kak-ego-podnyat/ :: title/H1/headings/public body captured 2026-09-22T04:15:42+00:00	PUBLIC_PAGE_TOPIC	что такое выкуп и как его поднять	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00309	REG054	M4B2P00309	Суть, плюсы и минусы самовыкупов	https://wbstat.pro/blog/chto-takoye-samovykupy-i-dlya-chego-oni-nuzhny/ :: title/H1/headings/public body captured 2026-09-22T04:17:43+00:00	PUBLIC_PAGE_TOPIC	суть плюсы и минусы самовыкупов	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
