registry_id	entity_name	candidate_class	registrable_domain	scope_policy	anchors_status	anchors_basis	primary_nav_taxonomy_status	primary_nav_taxonomy_basis	breadcrumb_local_subtree_status	breadcrumb_local_subtree_basis	sitemap_status	sitemap_basis	pagination_status	pagination_basis	fresh_r3_discovered_urls	fresh_r3_inspected_urls	fresh_r3_inaccessible_or_error_terminals	fresh_r3_duplicate_canonical	open_url_unresolved	blocking_channel_hold	completion_state	notes
REG041	Sellper	RECURRING_PRODUCT_VENDOR	sellper.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	3/3 readable sitemap units; 56 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	1 accepted collection roots and 1 public pagination identities enumerated to numeric/next/repeated-listing closure.	33	0	33	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG042	Selsup	RECURRING_PRODUCT_VENDOR	selsup.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	20/20 readable sitemap units; 10929 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	2 accepted collection roots and 378 public pagination identities enumerated to numeric/next/repeated-listing closure.	3231	2905	315	11	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG044	Softrest	RECURRING_PRODUCT_VENDOR	softrest.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/2 readable sitemap units; 360 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	3	3	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG045	Superintellect	RECURRING_PRODUCT_VENDOR	superintellect.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	COMPLETE	1/1 readable sitemap units; 2600 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	22	0	22	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG046	Tablichki	RECURRING_PRODUCT_VENDOR	tablichki.tech	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	4/4 readable sitemap units; 43 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	28	17	11	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG049	Torgstat	RECURRING_PRODUCT_VENDOR	torgstat.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	1/1 readable sitemap units; 93 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	1 accepted collection roots and 1 public pagination identities enumerated to numeric/next/repeated-listing closure.	92	26	66	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG050	Tulpari	RELEVANT_ONE_OFF_PRODUCT_VENDOR	tulpari.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	1/1 readable sitemap units; 6 unique public loc identities enumerated; deterministic scope filter applied.	NOT_APPLICABLE	No accepted bounded collection root required a pagination/load-more queue.	3	3	0	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG051	Uniseller	RECURRING_PRODUCT_VENDOR	uniseller.io	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	COMPLETE	Accepted R1/R2 anchors/navigation plus current exact public checks define the evidence-anchored relevant subtree; unrelated adjacent links excluded.	ACCESS_BLOCKED	No trustworthy XML body; 1 exact public sitemap attempts ended in access/environment failure.	COMPLETE	2 accepted collection roots and 4 public pagination identities enumerated to numeric/next/repeated-listing closure.	4299	314	3985	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG053	Wbcon	RECURRING_PRODUCT_VENDOR	wbcon.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	6/6 readable sitemap units; 28 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	5 accepted collection roots and 20 public pagination identities enumerated to numeric/next/repeated-listing closure.	27	0	27	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG056	Wildcrm	RECURRING_PRODUCT_VENDOR	wildcrm.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	1/2 readable sitemap units; 25 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	1 accepted collection roots and 1 public pagination identities enumerated to numeric/next/repeated-listing closure.	18	0	18	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG058	Yoolip	RECURRING_PRODUCT_VENDOR	yoolip.ai	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	1/1 readable sitemap units; 6 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	3 accepted collection roots and 3 public pagination identities enumerated to numeric/next/repeated-listing closure.	49	0	49	0	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
REG060	Zinaida	RELEVANT_ONE_OFF_PRODUCT_VENDOR	zinaida.pro	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	All accepted M4A anchors reused from immutable R1/R2 authority; no ritual reacquisition.	COMPLETE	Accepted R1/R2 navigation evidence reused; current public taxonomy checked only where needed for the bounded R3 surface.	NOT_APPLICABLE	Primary public taxonomy defines the bounded relevant surface; breadcrumb-specific expansion is not separately required.	COMPLETE	1/1 readable sitemap units; 5 unique public loc identities enumerated; deterministic scope filter applied.	COMPLETE	1 accepted collection roots and 1 public pagination identities enumerated to numeric/next/repeated-listing closure.	3	0	0	3	0	0	COMPLETE_BOUNDED_FRONTIER	COMPLETE_BOUNDED_FRONTIER != COMPLETE_INTERNAL_LINK_GRAPH. R2 child-link diagnostics were not replayed as a mandatory queue.
