url_id	registry_id	entity_name	candidate_class	seed_ids	seed_types	source_channel	source_url	discovered_url	normalized_identity	redirect_chain	final_url	declared_canonical	computed_canonical	http_status	terminal_state	terminal_reason	captured_at	scope_policy	scope_reason	native_baseline_flag	notes
M4B2U00307	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0392		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/5-klyuchevykh-izmenenij-vnutrennej-reklamy-wildberries-za-poslednee-vremya/	https://wbstat.pro/blog/5-klyuchevykh-izmenenij-vnutrennej-reklamy-wildberries-za-poslednee-vremya/	[]	https://wbstat.pro/blog/5-klyuchevykh-izmenenij-vnutrennej-reklamy-wildberries-za-poslednee-vremya/	https://wbstat.pro/blog/5-klyuchevykh-izmenenij-vnutrennej-reklamy-wildberries-za-poslednee-vremya/	https://wbstat.pro/blog/5-klyuchevykh-izmenenij-vnutrennej-reklamy-wildberries-za-poslednee-vremya/	200	INSPECTED		2026-09-22T04:18:01+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00308	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0051		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/5-sekretov-kak-podnyat-prodaji-na-wildberries/	https://wbstat.pro/blog/5-sekretov-kak-podnyat-prodaji-na-wildberries/	[]	https://wbstat.pro/blog/5-sekretov-kak-podnyat-prodaji-na-wildberries/	https://wbstat.pro/blog/5-sekretov-kak-podnyat-prodaji-na-wildberries/	https://wbstat.pro/blog/5-sekretov-kak-podnyat-prodaji-na-wildberries/	200	INSPECTED		2026-09-22T04:15:22+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00309	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0107		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/5-sposobov-polychit-mnogo-belih-otzivov-na-wildberries/	https://wbstat.pro/blog/5-sposobov-polychit-mnogo-belih-otzivov-na-wildberries/	[]	https://wbstat.pro/blog/5-sposobov-polychit-mnogo-belih-otzivov-na-wildberries/	https://wbstat.pro/blog/5-sposobov-polychit-mnogo-belih-otzivov-na-wildberries/	https://wbstat.pro/blog/5-sposobov-polychit-mnogo-belih-otzivov-na-wildberries/	200	INSPECTED		2026-09-22T04:15:52+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00310	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0058		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/8-sekretnih-tehnik-podnyatiya-prodaj-na-wildberries/	https://wbstat.pro/blog/8-sekretnih-tehnik-podnyatiya-prodaj-na-wildberries/	[]	https://wbstat.pro/blog/8-sekretnih-tehnik-podnyatiya-prodaj-na-wildberries/	https://wbstat.pro/blog/8-sekretnih-tehnik-podnyatiya-prodaj-na-wildberries/	https://wbstat.pro/blog/8-sekretnih-tehnik-podnyatiya-prodaj-na-wildberries/	200	INSPECTED		2026-09-22T04:15:22+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00311	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0102		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/8-smertelnih-oshibok-pri-rabote-na-wildberries/	https://wbstat.pro/blog/8-smertelnih-oshibok-pri-rabote-na-wildberries/	[]	https://wbstat.pro/blog/8-smertelnih-oshibok-pri-rabote-na-wildberries/	https://wbstat.pro/blog/8-smertelnih-oshibok-pri-rabote-na-wildberries/	https://wbstat.pro/blog/8-smertelnih-oshibok-pri-rabote-na-wildberries/	200	INSPECTED		2026-09-22T04:15:51+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00312	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0069		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/analitika--vash-provodnik-k-yspehy/	https://wbstat.pro/blog/analitika--vash-provodnik-k-yspehy/	[]	https://wbstat.pro/blog/analitika--vash-provodnik-k-yspehy/	https://wbstat.pro/blog/analitika--vash-provodnik-k-yspehy/	https://wbstat.pro/blog/analitika--vash-provodnik-k-yspehy/	200	INSPECTED		2026-09-22T04:15:30+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00313	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0374		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/analitika-i-otchetnost-menedzhera/	https://wbstat.pro/blog/analitika-i-otchetnost-menedzhera/	[]	https://wbstat.pro/blog/analitika-i-otchetnost-menedzhera/	https://wbstat.pro/blog/analitika-i-otchetnost-menedzhera/	https://wbstat.pro/blog/analitika-i-otchetnost-menedzhera/	200	INSPECTED		2026-09-22T04:17:53+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00314	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0112		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/analiz-konkyrentov-na-wildberries-polnii-bred/	https://wbstat.pro/blog/analiz-konkyrentov-na-wildberries-polnii-bred/	[]	https://wbstat.pro/blog/analiz-konkyrentov-na-wildberries-polnii-bred/	https://wbstat.pro/blog/analiz-konkyrentov-na-wildberries-polnii-bred/	https://wbstat.pro/blog/analiz-konkyrentov-na-wildberries-polnii-bred/	200	INSPECTED		2026-09-22T04:15:52+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00315	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0317		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/analiz-tselevoy-auditorii-i-konkurentov-pri-vybore-nishi-dlya-wildberries/	https://wbstat.pro/blog/analiz-tselevoy-auditorii-i-konkurentov-pri-vybore-nishi-dlya-wildberries/	[]	https://wbstat.pro/blog/analiz-tselevoy-auditorii-i-konkurentov-pri-vybore-nishi-dlya-wildberries/	https://wbstat.pro/blog/analiz-tselevoy-auditorii-i-konkurentov-pri-vybore-nishi-dlya-wildberries/	https://wbstat.pro/blog/analiz-tselevoy-auditorii-i-konkurentov-pri-vybore-nishi-dlya-wildberries/	200	INSPECTED		2026-09-22T04:17:33+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00316	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0413		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-evolyutsiya-tovara-wildberries/	https://wbstat.pro/blog/anti-evolyutsiya-tovara-wildberries/	[]	https://wbstat.pro/blog/anti-evolyutsiya-tovara-wildberries/	https://wbstat.pro/blog/anti-evolyutsiya-tovara-wildberries/	https://wbstat.pro/blog/anti-evolyutsiya-tovara-wildberries/	200	INSPECTED		2026-09-22T04:18:10+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00317	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0403		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-kartochka-wildberries/	https://wbstat.pro/blog/anti-kartochka-wildberries/	[]	https://wbstat.pro/blog/anti-kartochka-wildberries/	https://wbstat.pro/blog/anti-kartochka-wildberries/	https://wbstat.pro/blog/anti-kartochka-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00318	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0406		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-logistika-wildberries/	https://wbstat.pro/blog/anti-logistika-wildberries/	[]	https://wbstat.pro/blog/anti-logistika-wildberries/	https://wbstat.pro/blog/anti-logistika-wildberries/	https://wbstat.pro/blog/anti-logistika-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00319	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0411		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-marketing-wildberries/	https://wbstat.pro/blog/anti-marketing-wildberries/	[]	https://wbstat.pro/blog/anti-marketing-wildberries/	https://wbstat.pro/blog/anti-marketing-wildberries/	https://wbstat.pro/blog/anti-marketing-wildberries/	200	INSPECTED		2026-09-22T04:18:10+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00320	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0409		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-masshtabirovanie-wildberries/	https://wbstat.pro/blog/anti-masshtabirovanie-wildberries/	[]	https://wbstat.pro/blog/anti-masshtabirovanie-wildberries/	https://wbstat.pro/blog/anti-masshtabirovanie-wildberries/	https://wbstat.pro/blog/anti-masshtabirovanie-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00321	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0404		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-media-wildberries/	https://wbstat.pro/blog/anti-media-wildberries/	[]	https://wbstat.pro/blog/anti-media-wildberries/	https://wbstat.pro/blog/anti-media-wildberries/	https://wbstat.pro/blog/anti-media-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00322	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0410		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-nisha-wildberries/	https://wbstat.pro/blog/anti-nisha-wildberries/	[]	https://wbstat.pro/blog/anti-nisha-wildberries/	https://wbstat.pro/blog/anti-nisha-wildberries/	https://wbstat.pro/blog/anti-nisha-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00323	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0405		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-otzyvy-wildberries/	https://wbstat.pro/blog/anti-otzyvy-wildberries/	[]	https://wbstat.pro/blog/anti-otzyvy-wildberries/	https://wbstat.pro/blog/anti-otzyvy-wildberries/	https://wbstat.pro/blog/anti-otzyvy-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00324	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0398		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-reklama-wildberries/	https://wbstat.pro/blog/anti-reklama-wildberries/	[]	https://wbstat.pro/blog/anti-reklama-wildberries/	https://wbstat.pro/blog/anti-reklama-wildberries/	https://wbstat.pro/blog/anti-reklama-wildberries/	200	INSPECTED		2026-09-22T04:18:08+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00325	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0402		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-seo-wildberries/	https://wbstat.pro/blog/anti-seo-wildberries/	[]	https://wbstat.pro/blog/anti-seo-wildberries/	https://wbstat.pro/blog/anti-seo-wildberries/	https://wbstat.pro/blog/anti-seo-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00326	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0408		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-statistika-wildberries/	https://wbstat.pro/blog/anti-statistika-wildberries/	[]	https://wbstat.pro/blog/anti-statistika-wildberries/	https://wbstat.pro/blog/anti-statistika-wildberries/	https://wbstat.pro/blog/anti-statistika-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00327	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0377		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-taym-menedzhment-sekretnoye-oruzhiye/	https://wbstat.pro/blog/anti-taym-menedzhment-sekretnoye-oruzhiye/	[]	https://wbstat.pro/blog/anti-taym-menedzhment-sekretnoye-oruzhiye/	https://wbstat.pro/blog/anti-taym-menedzhment-sekretnoye-oruzhiye/	https://wbstat.pro/blog/anti-taym-menedzhment-sekretnoye-oruzhiye/	200	INSPECTED		2026-09-22T04:18:00+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00328	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0412		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-tovar-wildberries/	https://wbstat.pro/blog/anti-tovar-wildberries/	[]	https://wbstat.pro/blog/anti-tovar-wildberries/	https://wbstat.pro/blog/anti-tovar-wildberries/	https://wbstat.pro/blog/anti-tovar-wildberries/	200	INSPECTED		2026-09-22T04:18:10+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00329	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0407		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-tsena-wildberries/	https://wbstat.pro/blog/anti-tsena-wildberries/	[]	https://wbstat.pro/blog/anti-tsena-wildberries/	https://wbstat.pro/blog/anti-tsena-wildberries/	https://wbstat.pro/blog/anti-tsena-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00330	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0401		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/anti-wildberries/	https://wbstat.pro/blog/anti-wildberries/	[]	https://wbstat.pro/blog/anti-wildberries/	https://wbstat.pro/blog/anti-wildberries/	https://wbstat.pro/blog/anti-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00331	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0205		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/antikrizisnoe-ypravlenie-na-wildberries/	https://wbstat.pro/blog/antikrizisnoe-ypravlenie-na-wildberries/	[]	https://wbstat.pro/blog/antikrizisnoe-ypravlenie-na-wildberries/	https://wbstat.pro/blog/antikrizisnoe-ypravlenie-na-wildberries/	https://wbstat.pro/blog/antikrizisnoe-ypravlenie-na-wildberries/	200	INSPECTED		2026-09-22T04:16:39+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00332	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0177		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/avs-analiz-semanticheskogo-yadra-kluchevih-zaprosov-dlya-effektivnogo-seo-prodvijeniya-na-wildberries/	https://wbstat.pro/blog/avs-analiz-semanticheskogo-yadra-kluchevih-zaprosov-dlya-effektivnogo-seo-prodvijeniya-na-wildberries/	[]	https://wbstat.pro/blog/avs-analiz-semanticheskogo-yadra-kluchevih-zaprosov-dlya-effektivnogo-seo-prodvijeniya-na-wildberries/	https://wbstat.pro/blog/avs-analiz-semanticheskogo-yadra-kluchevih-zaprosov-dlya-effektivnogo-seo-prodvijeniya-na-wildberries/	https://wbstat.pro/blog/avs-analiz-semanticheskogo-yadra-kluchevih-zaprosov-dlya-effektivnogo-seo-prodvijeniya-na-wildberries/	200	INSPECTED		2026-09-22T04:16:29+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00333	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0400		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/belye-vykupy-wildberries/	https://wbstat.pro/blog/belye-vykupy-wildberries/	[]	https://wbstat.pro/blog/belye-vykupy-wildberries/	https://wbstat.pro/blog/belye-vykupy-wildberries/	https://wbstat.pro/blog/belye-vykupy-wildberries/	200	INSPECTED		2026-09-22T04:18:09+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00334	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0470		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/belyy-vvoz-serye-zakupki-i-nalogovye-riski/	https://wbstat.pro/blog/belyy-vvoz-serye-zakupki-i-nalogovye-riski/	[]	https://wbstat.pro/blog/belyy-vvoz-serye-zakupki-i-nalogovye-riski/	https://wbstat.pro/blog/belyy-vvoz-serye-zakupki-i-nalogovye-riski/	https://wbstat.pro/blog/belyy-vvoz-serye-zakupki-i-nalogovye-riski/	200	INSPECTED		2026-09-22T04:18:47+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00335	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0359		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/belyye-vykupy-super-oruzhiye/	https://wbstat.pro/blog/belyye-vykupy-super-oruzhiye/	[]	https://wbstat.pro/blog/belyye-vykupy-super-oruzhiye/	https://wbstat.pro/blog/belyye-vykupy-super-oruzhiye/	https://wbstat.pro/blog/belyye-vykupy-super-oruzhiye/	200	INSPECTED		2026-09-22T04:17:52+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00336	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0303		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/biznes-kak-sistema-vzglyad-direktora/	https://wbstat.pro/blog/biznes-kak-sistema-vzglyad-direktora/	[]	https://wbstat.pro/blog/biznes-kak-sistema-vzglyad-direktora/	https://wbstat.pro/blog/biznes-kak-sistema-vzglyad-direktora/	https://wbstat.pro/blog/biznes-kak-sistema-vzglyad-direktora/	200	INSPECTED		2026-09-22T04:17:24+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00337	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0190		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/biznes-kotorii-ne-razvalitsya-za-god-osnovi-brendinga-na-wildberries/	https://wbstat.pro/blog/biznes-kotorii-ne-razvalitsya-za-god-osnovi-brendinga-na-wildberries/	[]	https://wbstat.pro/blog/biznes-kotorii-ne-razvalitsya-za-god-osnovi-brendinga-na-wildberries/	https://wbstat.pro/blog/biznes-kotorii-ne-razvalitsya-za-god-osnovi-brendinga-na-wildberries/	https://wbstat.pro/blog/biznes-kotorii-ne-razvalitsya-za-god-osnovi-brendinga-na-wildberries/	200	INSPECTED		2026-09-22T04:16:31+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00338	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0363		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/biznes-kotoriy-ne-razvalitsya-za-god-osnovy-brendinga-na-wildberries/	https://wbstat.pro/blog/biznes-kotoriy-ne-razvalitsya-za-god-osnovy-brendinga-na-wildberries/	[]	https://wbstat.pro/blog/biznes-kotoriy-ne-razvalitsya-za-god-osnovy-brendinga-na-wildberries/	https://wbstat.pro/blog/biznes-kotoriy-ne-razvalitsya-za-god-osnovy-brendinga-na-wildberries/	https://wbstat.pro/blog/biznes-kotoriy-ne-razvalitsya-za-god-osnovy-brendinga-na-wildberries/	200	INSPECTED		2026-09-22T04:17:52+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00339	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0116		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/biznes-na-wildberries-pod-ygrozoi-ostorojno-posredniki/	https://wbstat.pro/blog/biznes-na-wildberries-pod-ygrozoi-ostorojno-posredniki/	[]	https://wbstat.pro/blog/biznes-na-wildberries-pod-ygrozoi-ostorojno-posredniki/	https://wbstat.pro/blog/biznes-na-wildberries-pod-ygrozoi-ostorojno-posredniki/	https://wbstat.pro/blog/biznes-na-wildberries-pod-ygrozoi-ostorojno-posredniki/	200	INSPECTED		2026-09-22T04:15:55+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00340	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0304		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/biznes-protsessy-i-kpi/	https://wbstat.pro/blog/biznes-protsessy-i-kpi/	[]	https://wbstat.pro/blog/biznes-protsessy-i-kpi/	https://wbstat.pro/blog/biznes-protsessy-i-kpi/	https://wbstat.pro/blog/biznes-protsessy-i-kpi/	200	INSPECTED		2026-09-22T04:17:24+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
M4B2U00341	REG054	Wbstat	EDITORIAL_OR_PUBLISHER	REG054-SCOPE-0291		SCOPED_PUBLIC_SITEMAP	https://wbstat.pro/sitemap.xml	https://wbstat.pro/blog/biznes-protsessy-na-wildberries-chto-eto-i-pochemu-oni-ne-rabotayut/	https://wbstat.pro/blog/biznes-protsessy-na-wildberries-chto-eto-i-pochemu-oni-ne-rabotayut/	[]	https://wbstat.pro/blog/biznes-protsessy-na-wildberries-chto-eto-i-pochemu-oni-ne-rabotayut/	https://wbstat.pro/blog/biznes-protsessy-na-wildberries-chto-eto-i-pochemu-oni-ne-rabotayut/	https://wbstat.pro/blog/biznes-protsessy-na-wildberries-chto-eto-i-pochemu-oni-ne-rabotayut/	200	INSPECTED		2026-09-22T04:17:16+00:00	THEME_SCOPED_PUBLIC_TAXONOMY	THEME_SCOPED_PUBLIC_TAXONOMY: complete public blog and FAQ on the specialized Wildberries analytics site; upload assets excluded.	false	
