execution_query_id	exact_query_text	exact_safe_comparison_key	query_authority_class	query_authority_source_ids	source_universe_row_ids	source_classes	marketplace_scope	task_or_candidate_groups	existing_demand_evidence	m3_relation	m2r_evidence_summary	m2r_contamination_review	information_gain_question	downstream_decision	why_existing_evidence_insufficient	stop_interpretation	planned_search_type	planned_region	planned_page	planned_depth	planned_group_mode	planned_docs_in_group	planned_family_mode	planned_fix_typo_mode	planned_sort	provider_limit_check	batch_id
M4QR2Q00028	ии помощник селлера	ии помощник селлера	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=182	M4QR2U00196	M2R	GENERIC_MARKETPLACE	F4	M2R_TOTALCOUNT_ONLY_SEED_NO_PROVIDER_ARRAY_ROWS	NO_EXACT_M3_MATCH	182:TOTALCOUNT_ONLY_SEED:count=NONE:seed_total=20:family=F4/:intent=daily_seller_help:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-03:Historical B01 durable transcription:reconciled=Preserved totalcount_only_seed with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 182:original_flags=NONE	For exact observed M2R phrase «ии помощник селлера», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for AI-qualified helper wording versus human/software collision in R06 versus accepted R06, changing M4Q F4 AI-helper visibility / M6 human-intent boundary?	M4Q F4 AI-helper visibility / M6 human-intent boundary	M2R records phrase/count or seed state, not current ranking URLs; M3 R06 uses different exact wording and historical top-20, so it cannot resolve AI-qualified helper wording versus human/software collision in R06.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=19; words=3	M4Q-R2-B001
M4QR2Q00029	как работать в кабинете wildberries	как работать в кабинете wildberries	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=1086	M4QR2U01100	M2R	WILDBERRIES	F8	M2R_TOTALCOUNT_ONLY_SEED_NO_PROVIDER_ARRAY_ROWS	NO_EXACT_M3_MATCH	1086:TOTALCOUNT_ONLY_SEED:count=NONE:seed_total=6:family=F8/:intent=procedural_cabinet_help:market=WILDBERRIES:fit=ADJACENT:capability=SOURCE_CONFIRMED_NON_API_KNOWLEDGE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A16:Exact provider envelope:reconciled=Preserved totalcount_only_seed with independent conservative classification.	CONTROL_BOUNDARY_REVIEWED: exact ambiguity is the named control question; do not infer seller/product fit if external, statutory or buyer results dominate; 1086:original_flags=NONE	For exact observed M2R phrase «как работать в кабинете wildberries», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for unqualified cabinet-help wording versus seller-qualified R11; buyer/help navigation collision versus accepted R11, changing M4Q F8 seller-help versus buyer/navigation result roles?	M4Q F8 seller-help versus buyer/navigation result roles	M2R records phrase/count or seed state, not current ranking URLs; M3 R11 uses different exact wording and historical top-20, so it cannot resolve unqualified cabinet-help wording versus seller-qualified R11; buyer/help navigation collision.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=35; words=5	M4Q-R2-B001
M4QR2Q00030	лучшие сервисы аналитики маркетплейсов	лучшие сервисы аналитики маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=316 || M2R:line=731	M4QR2U00330 || M4QR2U00745	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	316:DIRECT_RESULT:count=20:seed_total=756:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-14:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification. || 731:DIRECT_RESULT:count=20:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 316:original_flags=NONE || 731:original_flags=NONE	For exact observed M2R phrase «лучшие сервисы аналитики маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for analytics-service comparison versus R04 generic analytics and R12 AI-tool comparison versus accepted R04,R12, changing M4Q F3/F9 comparison competitor roles / M6 service intent?	M4Q F3/F9 comparison competitor roles / M6 service intent	M2R records phrase/count or seed state, not current ranking URLs; M3 R04,R12 uses different exact wording and historical top-20, so it cannot resolve analytics-service comparison versus R04 generic analytics and R12 AI-tool comparison.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=38; words=4	M4Q-R2-B001
M4QR2Q00031	маржинальность на маркетплейсах	маржинальность на маркетплейсах	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=1004	M4QR2U01018	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	1004:TESTED_SEED:count=NONE:seed_total=111:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A09:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 1004:original_flags=NONE	For exact observed M2R phrase «маржинальность на маркетплейсах», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for margin metric versus profit wording and R04 analytics versus accepted R04, changing M4Q F3 margin-analysis competitor set / M6 finance routing?	M4Q F3 margin-analysis competitor set / M6 finance routing	M2R records phrase/count or seed state, not current ranking URLs; M3 R04 uses different exact wording and historical top-20, so it cannot resolve margin metric versus profit wording and R04 analytics.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=31; words=3	M4Q-R2-B001
M4QR2Q00032	отчет маркетплейса вайлдберриз	отчет маркетплейса вайлдберриз	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=846	M4QR2U00860	M2R	WILDBERRIES	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	846:DIRECT_RESULT:count=53:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=WILDBERRIES:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 846:original_flags=NONE	For exact observed M2R phrase «отчет маркетплейса вайлдберриз», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for WB-specific seller-report wording versus generic R05 reports and Ozon wording versus accepted R05, changing M4Q WB report URL/competitor presence / M4C marketplace distinction?	M4Q WB report URL/competitor presence / M4C marketplace distinction	M2R records phrase/count or seed state, not current ranking URLs; M3 R05 uses different exact wording and historical top-20, so it cannot resolve WB-specific seller-report wording versus generic R05 reports and Ozon wording.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=30; words=3	M4Q-R2-B001
M4QR2Q00033	отчет маркетплейса озон	отчет маркетплейса озон	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=836	M4QR2U00850	M2R	OZON	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	836:DIRECT_RESULT:count=166:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=OZON:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 836:original_flags=NONE	For exact observed M2R phrase «отчет маркетплейса озон», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for Ozon-specific seller-report wording versus generic R05 reports versus accepted R05, changing M4Q Ozon report URL/competitor presence / M4C marketplace distinction?	M4Q Ozon report URL/competitor presence / M4C marketplace distinction	M2R records phrase/count or seed state, not current ranking URLs; M3 R05 uses different exact wording and historical top-20, so it cannot resolve Ozon-specific seller-report wording versus generic R05 reports.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=23; words=3	M4Q-R2-B001
M4QR2Q00034	отчет о списаниях маркетплейс	отчет о списаниях маркетплейс	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=858	M4QR2U00872	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	858:DIRECT_RESULT:count=26:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	CONTROL_BOUNDARY_REVIEWED: exact ambiguity is the named control question; do not infer seller/product fit if external, statutory or buyer results dominate; 858:original_flags=NONE	For exact observed M2R phrase «отчет о списаниях маркетплейс», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for deduction report/data wording versus generic R05; accounting contamination check versus accepted R05, changing M4Q F3 seller financial deductions versus statutory/accounting reports?	M4Q F3 seller financial deductions versus statutory/accounting reports	M2R records phrase/count or seed state, not current ranking URLs; M3 R05 uses different exact wording and historical top-20, so it cannot resolve deduction report/data wording versus generic R05; accounting contamination check.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=29; words=4	M4Q-R2-B001
M4QR2Q00035	отчеты маркетплейсов	отчеты маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=832 || M2R:line=833	M4QR2U00846 || M4QR2U00847	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	832:TESTED_SEED:count=NONE:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 833:DIRECT_RESULT:count=2597:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	CONTROL_BOUNDARY_REVIEWED: exact ambiguity is the named control question; do not infer seller/product fit if external, statutory or buyer results dominate; 832:original_flags=NONE || 833:original_flags=NONE	For exact observed M2R phrase «отчеты маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for unqualified report wording versus seller-qualified R05; accounting/statutory contamination as deliberate control versus accepted R05, changing M4Q F3 seller reports versus statutory-report boundary?	M4Q F3 seller reports versus statutory-report boundary	M2R records phrase/count or seed state, not current ranking URLs; M3 R05 uses different exact wording and historical top-20, so it cannot resolve unqualified report wording versus seller-qualified R05; accounting/statutory contamination as deliberate control.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=20; words=2	M4Q-R2-B001
M4QR2Q00036	отчеты продаж маркетплейсов	отчеты продаж маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=834 || M2R:line=907 || M2R:line=908	M4QR2U00848 || M4QR2U00921 || M4QR2U00922	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	834:DIRECT_RESULT:count=448:seed_total=2597:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A03:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification. || 907:TESTED_SEED:count=NONE:seed_total=448:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A05:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 908:DIRECT_RESULT:count=448:seed_total=448:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A05:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 834:original_flags=NONE || 907:original_flags=NONE || 908:original_flags=NONE	For exact observed M2R phrase «отчеты продаж маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for sales-report qualifier versus seller R05 and unqualified report control versus accepted R05, changing M4Q F3 sales-data report competitor-set routing?	M4Q F3 sales-data report competitor-set routing	M2R records phrase/count or seed state, not current ranking URLs; M3 R05 uses different exact wording and historical top-20, so it cannot resolve sales-report qualifier versus seller R05 and unqualified report control.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=27; words=3	M4Q-R2-B001
M4QR2Q00037	подключить ии к маркетплейсу	подключить ии к маркетплейсу	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=304	M4QR2U00318	M2R	GENERIC_MARKETPLACE	F2	M2R_EXACT_EMPTY_SEED_NO_POSITIVE_DEMAND; SEARCH_LANGUAGE_CONTROL_ONLY	NO_EXACT_M3_MATCH	304:EMPTY_SUCCESS_SEED:count=NONE:seed_total=NONE:family=F2/:intent=connect_own_llm:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-13:Historical B01 durable transcription:reconciled=Preserved empty_success_seed with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 304:original_flags=NONE	For exact observed M2R phrase «подключить ии к маркетплейсу», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for generic AI connection wording versus brand-specific ChatGPT connection R01; exact-empty Wordstat is a valid negative observation, not demand versus accepted R01, changing M4Q F2 generic-connection language / M6 demand HOLD?	M4Q F2 generic-connection language / M6 demand HOLD	M2R records phrase/count or seed state, not current ranking URLs; M3 R01 uses different exact wording and historical top-20, so it cannot resolve generic AI connection wording versus brand-specific ChatGPT connection R01; exact-empty Wordstat is a valid negative observation, not demand. This M2R seed was exact-empty; it is a control for Search language, NOT positive demand proof.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=28; words=4	M4Q-R2-B001
M4QR2Q00038	поисковые запросы wildberries	поисковые запросы wildberries	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=1088	M4QR2U01102	M2R	WILDBERRIES	F7	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	1088:TESTED_SEED:count=NONE:seed_total=73:family=F7/:intent=search_niche_market_analytics:market=WILDBERRIES:fit=ADJACENT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A18:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification.	CONTROL_BOUNDARY_REVIEWED: exact ambiguity is the named control question; do not infer seller/product fit if external, statutory or buyer results dominate; 1088:original_flags=NONE	For exact observed M2R phrase «поисковые запросы wildberries», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for unqualified search-query wording versus seller-qualified R09; buyer navigation collision versus accepted R09, changing M4Q F7 seller-report versus buyer-search result roles?	M4Q F7 seller-report versus buyer-search result roles	M2R records phrase/count or seed state, not current ranking URLs; M3 R09 uses different exact wording and historical top-20, so it cannot resolve unqualified search-query wording versus seller-qualified R09; buyer navigation collision.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=29; words=3	M4Q-R2-B001
M4QR2Q00039	прибыль на маркетплейсах	прибыль на маркетплейсах	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=978 || M2R:line=979	M4QR2U00992 || M4QR2U00993	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	978:TESTED_SEED:count=NONE:seed_total=389:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A08:Exact provider envelope:reconciled=Preserved tested_seed with independent conservative classification. || 979:DIRECT_RESULT:count=389:seed_total=389:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A08:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 978:original_flags=NONE || 979:original_flags=NONE	For exact observed M2R phrase «прибыль на маркетплейсах», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for seller profit metric versus general R04 analytics versus accepted R04, changing M4Q F3 profit-reading competitor visibility / M6 finance routing?	M4Q F3 profit-reading competitor visibility / M6 finance routing	M2R records phrase/count or seed state, not current ranking URLs; M3 R04 uses different exact wording and historical top-20, so it cannot resolve seller profit metric versus general R04 analytics.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=24; words=3	M4Q-R2-B001
M4QR2Q00040	расчет прибыли на маркетплейсе	расчет прибыли на маркетплейсе	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=982	M4QR2U00996	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	982:DIRECT_RESULT:count=27:seed_total=389:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A08:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 982:original_flags=NONE	For exact observed M2R phrase «расчет прибыли на маркетплейсе», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for profit calculation task versus profit overview and R04 analytics versus accepted R04, changing M4Q F3 calculator versus seller-data analysis result roles?	M4Q F3 calculator versus seller-data analysis result roles	M2R records phrase/count or seed state, not current ranking URLs; M3 R04 uses different exact wording and historical top-20, so it cannot resolve profit calculation task versus profit overview and R04 analytics.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=30; words=4	M4Q-R2-B001
M4QR2Q00041	расширение для аналитики маркетплейсов	расширение для аналитики маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=717	M4QR2U00731	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	717:DIRECT_RESULT:count=27:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 717:original_flags=NONE	For exact observed M2R phrase «расширение для аналитики маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for browser-extension form factor versus R04 generic analytics results versus accepted R04, changing M4Q extension-form visibility / M4C product differentiation?	M4Q extension-form visibility / M4C product differentiation	M2R records phrase/count or seed state, not current ranking URLs; M3 R04 uses different exact wording and historical top-20, so it cannot resolve browser-extension form factor versus R04 generic analytics results.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=38; words=4	M4Q-R2-B001
M4QR2Q00042	сервис аналитики маркетплейсов	сервис аналитики маркетплейсов	M2R_OBSERVED_WORDSTAT_QUERY_AUTHORITY	M2R:line=305 || M2R:line=307 || M2R:line=633	M4QR2U00319 || M4QR2U00321 || M4QR2U00647	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT_WITH_EVIDENCE_TYPE_LIMITS	NO_EXACT_M3_MATCH	305:TESTED_SEED:count=NONE:seed_total=756:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-14:Historical B01 durable transcription:reconciled=Preserved tested_seed with independent conservative classification. || 307:DIRECT_RESULT:count=756:seed_total=756:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=B01/B01-14:Historical B01 durable transcription:reconciled=Preserved direct_result with independent conservative classification. || 633:DIRECT_RESULT:count=756:seed_total=4290:family=F3/:intent=seller_analytics_reports:market=GENERIC_MARKETPLACE:fit=CORE_FIT:capability=CONFIRMED_ADDRESSABLE:observed=OBSERVED_WORDSTAT:lineage=M2R/M2R-A01:Exact provider envelope:reconciled=Preserved direct_result with independent conservative classification.	PASS_NO_UNRESOLVED_CONTAMINATION: original source flags and exact text reviewed; 305:original_flags=NONE || 307:original_flags=NONE || 633:original_flags=NONE	For exact observed M2R phrase «сервис аналитики маркетплейсов», would current top-100 ranks and ranking URLs reveal a materially different 60-competitor set for service-buying modifier versus R04 general seller analytics versus accepted R04, changing M4Q F3 software-service competitor set / M4C product role?	M4Q F3 software-service competitor set / M4C product role	M2R records phrase/count or seed state, not current ranking URLs; M3 R04 uses different exact wording and historical top-20, so it cannot resolve service-buying modifier versus R04 general seller analytics.	A valid top-100 zero means no authorized competitor observed for this exact wording at this time/region; it is not zero demand, zero indexed pages or exhaustive reverse-index recall. Stop at the planned depth and reconcile the named decision; no recursive query expansion.	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=30; words=3	M4Q-R2-B001
