case_id	pair_id	cluster_id_a	cluster_id_b	terminal_search_only_disposition	m10a_boundary_state	diagnostic_relevance	expected_information_gain	evidence_refs	claim_boundary
M10BCASE_840dee47a90532a8	M9PAIR_f2cd48777d5156c5	M9CL_02025a258eff8c3d	M9CL_086ce4445a21d4fd	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агент для озон` can diagnose ASSISTANT_ROLE against adjacent frozen task `ии ассистент для маркетплейсов`; it cannot decide same/separate page.	Compare cited source roles and framing for an agent/helper task against the frozen Search-only owner/page-role HOLD; an AI answer may de-risk or enrich interpretation but cannot itself merge/split pages.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_f2cd48777d5156c5 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00005 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_086ce4445a21d4fd	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_e56413a05b57e358	M9PAIR_494ae1cdc6d42966	M9CL_3f05678ef9d62960	M9CL_bae58ac9423f9f3c	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `chatgpt для ozon` can diagnose OWN_LLM_CONNECT against adjacent frozen task `подключить ии к маркетплейсу`; it cannot decide same/separate page.	Capture connector/API/help source mix and explanation of seller-owned read-only data access for the exact Search wording; test adjacent frozen connector boundaries without claiming LLM coverage.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_494ae1cdc6d42966 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00006 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_bae58ac9423f9f3c	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_e56413a05b57e358	M9PAIR_68c418f6731bfe29	M9CL_998176896a32b481	M9CL_bae58ac9423f9f3c	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `chatgpt для ozon` can diagnose OWN_LLM_CONNECT against adjacent frozen task `Интеграция Ozon Performance и ChatGPT (OpenAI)`; it cannot decide same/separate page.	Capture connector/API/help source mix and explanation of seller-owned read-only data access for the exact Search wording; test adjacent frozen connector boundaries without claiming LLM coverage.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_68c418f6731bfe29 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00006 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_bae58ac9423f9f3c	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_e56413a05b57e358	M9PAIR_a349c79e0071b81b	M9CL_bae58ac9423f9f3c	M9CL_3a8d523d2578edae	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `chatgpt для ozon` can diagnose OWN_LLM_CONNECT against adjacent frozen task `chatgpt для маркетплейсов`; it cannot decide same/separate page.	Capture connector/API/help source mix and explanation of seller-owned read-only data access for the exact Search wording; test adjacent frozen connector boundaries without claiming LLM coverage.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_a349c79e0071b81b | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00006 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_bae58ac9423f9f3c	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_789a835e7de15e13	M9PAIR_49e4fc835e9eb76f	M9CL_ddc2616f80ca85b6	M9CL_da3ff89bebbefd96	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `chatgpt для wildberries` can diagnose OWN_LLM_CONNECT against adjacent frozen task `Интеграция ChatGPT (OpenAI) и Wildberries`; it cannot decide same/separate page.	Capture connector/API/help source mix and explanation of seller-owned read-only data access for the exact Search wording; test adjacent frozen connector boundaries without claiming LLM coverage.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_49e4fc835e9eb76f | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00010 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ddc2616f80ca85b6	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_789a835e7de15e13	M9PAIR_baac50d2991ab331	M9CL_3f05678ef9d62960	M9CL_ddc2616f80ca85b6	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `chatgpt для wildberries` can diagnose OWN_LLM_CONNECT against adjacent frozen task `подключить ии к маркетплейсу`; it cannot decide same/separate page.	Capture connector/API/help source mix and explanation of seller-owned read-only data access for the exact Search wording; test adjacent frozen connector boundaries without claiming LLM coverage.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_baac50d2991ab331 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00010 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ddc2616f80ca85b6	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_789a835e7de15e13	M9PAIR_db17760d407610fb	M9CL_ddc2616f80ca85b6	M9CL_3a8d523d2578edae	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `chatgpt для wildberries` can diagnose OWN_LLM_CONNECT against adjacent frozen task `chatgpt для маркетплейсов`; it cannot decide same/separate page.	Capture connector/API/help source mix and explanation of seller-owned read-only data access for the exact Search wording; test adjacent frozen connector boundaries without claiming LLM coverage.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_db17760d407610fb | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00010 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ddc2616f80ca85b6	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_9ef8cb07387160b6	M9PAIR_453eb09d5294d593	M9CL_998176896a32b481	M9CL_710c43ac2fdf4cc7	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `подключить chatgpt к маркетплейсу` can diagnose OWN_LLM_CONNECT against adjacent frozen task `Интеграция Ozon Performance и ChatGPT (OpenAI)`; it cannot decide same/separate page.	Capture connector/API/help source mix and explanation of seller-owned read-only data access for the exact Search wording; test adjacent frozen connector boundaries without claiming LLM coverage.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_453eb09d5294d593 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00012 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_710c43ac2fdf4cc7	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_9ef8cb07387160b6	M9PAIR_b16684fb18782fae	M9CL_3f05678ef9d62960	M9CL_710c43ac2fdf4cc7	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `подключить chatgpt к маркетплейсу` can diagnose OWN_LLM_CONNECT against adjacent frozen task `подключить ии к маркетплейсу`; it cannot decide same/separate page.	Capture connector/API/help source mix and explanation of seller-owned read-only data access for the exact Search wording; test adjacent frozen connector boundaries without claiming LLM coverage.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_b16684fb18782fae | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00012 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_710c43ac2fdf4cc7	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_503322b8af3825a8	M9PAIR_2d9a8c4be5e488ff	M9CL_25bf819e5778d7d3	M9CL_f6913258126ccd8e	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агенты для маркетплейсов` can diagnose ASSISTANT_ROLE against adjacent frozen task `ии для работы с маркетплейсами`; it cannot decide same/separate page.	Compare cited source roles and framing for an agent/helper task against the frozen Search-only owner/page-role HOLD; an AI answer may de-risk or enrich interpretation but cannot itself merge/split pages.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_2d9a8c4be5e488ff | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_503322b8af3825a8	M9PAIR_7e2efcadc2a482b8	M9CL_994f2db1cb2d47e9	M9CL_25bf819e5778d7d3	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агенты для маркетплейсов` can diagnose ASSISTANT_ROLE against adjacent frozen task `нейросеть для работы с маркетплейсами`; it cannot decide same/separate page.	Compare cited source roles and framing for an agent/helper task against the frozen Search-only owner/page-role HOLD; an AI answer may de-risk or enrich interpretation but cannot itself merge/split pages.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_7e2efcadc2a482b8 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_503322b8af3825a8	M9PAIR_86ff2dc634c754c0	M9CL_cfaa51fe2ecad73f	M9CL_25bf819e5778d7d3	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агенты для маркетплейсов` can diagnose ASSISTANT_ROLE against adjacent frozen task `ии ассистент для озон`; it cannot decide same/separate page.	Compare cited source roles and framing for an agent/helper task against the frozen Search-only owner/page-role HOLD; an AI answer may de-risk or enrich interpretation but cannot itself merge/split pages.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_86ff2dc634c754c0 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_503322b8af3825a8	M9PAIR_aca8ddeeb2f7cb64	M9CL_25bf819e5778d7d3	M9CL_b875735bfe0783e3	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агенты для маркетплейсов` can diagnose ASSISTANT_ROLE against adjacent frozen task `ии агент для wildberries`; it cannot decide same/separate page.	Compare cited source roles and framing for an agent/helper task against the frozen Search-only owner/page-role HOLD; an AI answer may de-risk or enrich interpretation but cannot itself merge/split pages.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_aca8ddeeb2f7cb64 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_503322b8af3825a8	M9PAIR_c404ebec5999fb38	M9CL_02025a258eff8c3d	M9CL_25bf819e5778d7d3	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агенты для маркетплейсов` can diagnose ASSISTANT_ROLE against adjacent frozen task `ии ассистент для маркетплейсов`; it cannot decide same/separate page.	Compare cited source roles and framing for an agent/helper task against the frozen Search-only owner/page-role HOLD; an AI answer may de-risk or enrich interpretation but cannot itself merge/split pages.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c404ebec5999fb38 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_503322b8af3825a8	M9PAIR_c61a78a8f59c41a9	M9CL_25bf819e5778d7d3	M9CL_086ce4445a21d4fd	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агенты для маркетплейсов` can diagnose ASSISTANT_ROLE against adjacent frozen task `ии агент для озон`; it cannot decide same/separate page.	Compare cited source roles and framing for an agent/helper task against the frozen Search-only owner/page-role HOLD; an AI answer may de-risk or enrich interpretation but cannot itself merge/split pages.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c61a78a8f59c41a9 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_503322b8af3825a8	M9PAIR_ccd6d7a8b6304c44	M9CL_25bf819e5778d7d3	M9CL_3291d5bba9e4f595	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агенты для маркетплейсов` can diagnose ASSISTANT_ROLE against adjacent frozen task `ии агенты маркетплейсы отчеты`; it cannot decide same/separate page.	Compare cited source roles and framing for an agent/helper task against the frozen Search-only owner/page-role HOLD; an AI answer may de-risk or enrich interpretation but cannot itself merge/split pages.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_ccd6d7a8b6304c44 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_d3950384418e3bbd	M9PAIR_05343261bdf86576	M9CL_8dc41c74759b520e	M9CL_ed2d7aae5a2e620a	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `сервис аналитики маркетплейсов` can diagnose OWNED_VS_EXTERNAL_ANALYTICS against adjacent frozen task `плагин аналитики маркетплейсов`; it cannot decide same/separate page.	Compare source types and claims for owned reports versus external intelligence; test whether the frozen analytics owner/page-role HOLD could later be de-risked or stay unresolved.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_05343261bdf86576 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ed2d7aae5a2e620a	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_d3950384418e3bbd	M9PAIR_36b57f701d67e226	M9CL_8cd3918c2ea1fde7	M9CL_ed2d7aae5a2e620a	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `сервис аналитики маркетплейсов` can diagnose OWNED_VS_EXTERNAL_ANALYTICS against adjacent frozen task `лучшие сервисы аналитики маркетплейсов`; it cannot decide same/separate page.	Compare source types and claims for owned reports versus external intelligence; test whether the frozen analytics owner/page-role HOLD could later be de-risked or stay unresolved.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_36b57f701d67e226 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ed2d7aae5a2e620a	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_d3950384418e3bbd	M9PAIR_46ea1172cfdf0814	M9CL_710651ebc4bae2f1	M9CL_ed2d7aae5a2e620a	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `сервис аналитики маркетплейсов` can diagnose OWNED_VS_EXTERNAL_ANALYTICS against adjacent frozen task `аналитика маркетплейсов сервисы анализа`; it cannot decide same/separate page.	Compare source types and claims for owned reports versus external intelligence; test whether the frozen analytics owner/page-role HOLD could later be de-risked or stay unresolved.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_46ea1172cfdf0814 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ed2d7aae5a2e620a	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_d3950384418e3bbd	M9PAIR_4c8c240de60b3caf	M9CL_c055b49c1d4038d9	M9CL_ed2d7aae5a2e620a	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `сервис аналитики маркетплейсов` can diagnose OWNED_VS_EXTERNAL_ANALYTICS against adjacent frozen task `сервис внутренней аналитики маркетплейсов`; it cannot decide same/separate page.	Compare source types and claims for owned reports versus external intelligence; test whether the frozen analytics owner/page-role HOLD could later be de-risked or stay unresolved.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_4c8c240de60b3caf | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ed2d7aae5a2e620a	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_d3950384418e3bbd	M9PAIR_57a6151158aaa9ff	M9CL_3e9cae524f2ba50c	M9CL_ed2d7aae5a2e620a	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `сервис аналитики маркетплейсов` can diagnose OWNED_VS_EXTERNAL_ANALYTICS against adjacent frozen task `ии анализ продаж маркетплейсов`; it cannot decide same/separate page.	Compare source types and claims for owned reports versus external intelligence; test whether the frozen analytics owner/page-role HOLD could later be de-risked or stay unresolved.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_57a6151158aaa9ff | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ed2d7aae5a2e620a	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_d3950384418e3bbd	M9PAIR_609e68e2409bfbfa	M9CL_9d52a57fe836056a	M9CL_ed2d7aae5a2e620a	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `сервис аналитики маркетплейсов` can diagnose OWNED_VS_EXTERNAL_ANALYTICS against adjacent frozen task `сервис аналитики на маркетплейсах отзывы`; it cannot decide same/separate page.	Compare source types and claims for owned reports versus external intelligence; test whether the frozen analytics owner/page-role HOLD could later be de-risked or stay unresolved.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_609e68e2409bfbfa | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ed2d7aae5a2e620a	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
M10BCASE_d3950384418e3bbd	M9PAIR_621cf0c357119122	M9CL_e6914021014018ac	M9CL_ed2d7aae5a2e620a	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `сервис аналитики маркетплейсов` can diagnose OWNED_VS_EXTERNAL_ANALYTICS against adjacent frozen task `сервис аналитика продаж на маркетплейсах`; it cannot decide same/separate page.	Compare source types and claims for owned reports versus external intelligence; test whether the frozen analytics owner/page-role HOLD could later be de-risked or stay unresolved.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_621cf0c357119122 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00023 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ed2d7aae5a2e620a	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.
