case_id	m5_hypothesis_id	cluster_id	semantic_identity_id	current_query_id	link_basis	link_evidence	baseline_owner_state	baseline_page_role_state	current_material_hold_degree	diagnostic_relevance	evidence_refs
M10BCASE_840dee47a90532a8	M5H00005	M9CL_cfaa51fe2ecad73f	M8SID_3a3efaeed3152b7e	M9BRW2Q_011_3a3efaeed3152b7e	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_68a7a8af4798fc1a connects the direct anchor M9CL_086ce4445a21d4fd to compatible bounded task M9CL_cfaa51fe2ecad73f; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	9	Adjacent unresolved M10A boundary for ии ассистент для озон, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_68a7a8af4798fc1a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_cfaa51fe2ecad73f | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00005
M10BCASE_840dee47a90532a8	M5H00005	M9CL_f6913258126ccd8e	M8SID_eaab889abab5ccd5	M9BRW2Q_004_eaab889abab5ccd5	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_6be6917632fbcfd7 connects the direct anchor M9CL_086ce4445a21d4fd to compatible bounded task M9CL_f6913258126ccd8e; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	13	Adjacent unresolved M10A boundary for ии для работы с маркетплейсами, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_6be6917632fbcfd7 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_f6913258126ccd8e | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00005
M10BCASE_840dee47a90532a8	M5H00005	M9CL_25bf819e5778d7d3	M8SID_8df9f34f2bb7e11a	M4QR2Q00008	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c61a78a8f59c41a9 connects the direct anchor M9CL_086ce4445a21d4fd to compatible bounded task M9CL_25bf819e5778d7d3; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	10	Adjacent unresolved M10A boundary for ии агенты для маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c61a78a8f59c41a9 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00005
M10BCASE_840dee47a90532a8	M5H00005	M9CL_3291d5bba9e4f595	M8SID_c41c83a50b6900cb	M9BRW2Q_007_c41c83a50b6900cb	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_ee91cc80131d8cad connects the direct anchor M9CL_086ce4445a21d4fd to compatible bounded task M9CL_3291d5bba9e4f595; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	10	Adjacent unresolved M10A boundary for ии агенты маркетплейсы отчеты, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_ee91cc80131d8cad | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3291d5bba9e4f595 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00005
M10BCASE_840dee47a90532a8	M5H00005	M9CL_02025a258eff8c3d	M8SID_3251f136551cd109	M4QR2Q00026	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_f2cd48777d5156c5 connects the direct anchor M9CL_086ce4445a21d4fd to compatible bounded task M9CL_02025a258eff8c3d; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	10	Adjacent unresolved M10A boundary for ии ассистент для маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_f2cd48777d5156c5 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_02025a258eff8c3d | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00005
M10BCASE_e56413a05b57e358	M5H00006	M9CL_bae58ac9423f9f3c	M8SID_8c1225a6582027f4	M4QR2Q00001	DIRECT_CURRENT_QUERY_LINK	M5:M5H00006:source_evidence_refs:M4QR2Q00001 -> M10A:M9CL_bae58ac9423f9f3c; exact Search wording in docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	3	Whether answers present usable seller-data connectivity with the user-selected LLM rather than unsupported autonomous integration, irrelevant developer tooling or no-data links. Frozen page role/owner HOLD for chatgpt для ozon.	docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00006 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_bae58ac9423f9f3c | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv#M4QR2Q00001
M10BCASE_e56413a05b57e358	M5H00006	M9CL_3f05678ef9d62960	M8SID_4a1030b3d8bdd2d5	M4QR2Q00037	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_494ae1cdc6d42966 connects the direct anchor M9CL_bae58ac9423f9f3c to compatible bounded task M9CL_3f05678ef9d62960; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	8	Adjacent unresolved M10A boundary for подключить ии к маркетплейсу, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_494ae1cdc6d42966 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3f05678ef9d62960 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00006
M10BCASE_e56413a05b57e358	M5H00006	M9CL_998176896a32b481	M8SID_0133a113dcbf6889	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_68c418f6731bfe29 connects the direct anchor M9CL_bae58ac9423f9f3c to compatible bounded task M9CL_998176896a32b481; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	4	Adjacent unresolved M10A boundary for Интеграция Ozon Performance и ChatGPT (OpenAI), without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_68c418f6731bfe29 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_998176896a32b481 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00006
M10BCASE_e56413a05b57e358	M5H00006	M9CL_3a8d523d2578edae	M8SID_fd88d7d9e3b2e406	M4QR2Q00016	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_a349c79e0071b81b connects the direct anchor M9CL_bae58ac9423f9f3c to compatible bounded task M9CL_3a8d523d2578edae; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	5	Adjacent unresolved M10A boundary for chatgpt для маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_a349c79e0071b81b | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3a8d523d2578edae | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00006
M10BCASE_789a835e7de15e13	M5H00010	M9CL_ddc2616f80ca85b6	M8SID_a6dbb52f9468a6a4	M4QR2Q00002	DIRECT_CURRENT_QUERY_LINK	M5:M5H00010:source_evidence_refs:M4QR2Q00002 -> M10A:M9CL_ddc2616f80ca85b6; exact Search wording in docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	3	Whether answers present usable seller-data connectivity with the user-selected LLM rather than unsupported autonomous integration, irrelevant developer tooling or no-data links. Frozen page role/owner HOLD for chatgpt для wildberries.	docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00010 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ddc2616f80ca85b6 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv#M4QR2Q00002
M10BCASE_789a835e7de15e13	M5H00010	M9CL_da3ff89bebbefd96	M8SID_d7ea4f8099802690	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_49e4fc835e9eb76f connects the direct anchor M9CL_ddc2616f80ca85b6 to compatible bounded task M9CL_da3ff89bebbefd96; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	4	Adjacent unresolved M10A boundary for Интеграция ChatGPT (OpenAI) и Wildberries, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_49e4fc835e9eb76f | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_da3ff89bebbefd96 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00010
M10BCASE_789a835e7de15e13	M5H00010	M9CL_3f05678ef9d62960	M8SID_4a1030b3d8bdd2d5	M4QR2Q00037	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_baac50d2991ab331 connects the direct anchor M9CL_ddc2616f80ca85b6 to compatible bounded task M9CL_3f05678ef9d62960; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	8	Adjacent unresolved M10A boundary for подключить ии к маркетплейсу, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_baac50d2991ab331 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3f05678ef9d62960 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00010
M10BCASE_789a835e7de15e13	M5H00010	M9CL_3a8d523d2578edae	M8SID_fd88d7d9e3b2e406	M4QR2Q00016	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_db17760d407610fb connects the direct anchor M9CL_ddc2616f80ca85b6 to compatible bounded task M9CL_3a8d523d2578edae; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	5	Adjacent unresolved M10A boundary for chatgpt для маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_db17760d407610fb | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3a8d523d2578edae | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00010
M10BCASE_9ef8cb07387160b6	M5H00012	M9CL_710c43ac2fdf4cc7	M8SID_529f805abccbf8b2	M4QR2Q00013	DIRECT_CURRENT_QUERY_LINK	M5:M5H00012:source_evidence_refs:M4QR2Q00013 -> M10A:M9CL_710c43ac2fdf4cc7; exact Search wording in docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	3	Whether answers present usable seller-data connectivity with the user-selected LLM rather than unsupported autonomous integration, irrelevant developer tooling or no-data links. Frozen page role/owner HOLD for подключить chatgpt к маркетплейсу.	docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00012 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_710c43ac2fdf4cc7 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv#M4QR2Q00013
M10BCASE_9ef8cb07387160b6	M5H00012	M9CL_998176896a32b481	M8SID_0133a113dcbf6889	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_453eb09d5294d593 connects the direct anchor M9CL_710c43ac2fdf4cc7 to compatible bounded task M9CL_998176896a32b481; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	4	Adjacent unresolved M10A boundary for Интеграция Ozon Performance и ChatGPT (OpenAI), without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_453eb09d5294d593 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_998176896a32b481 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00012
M10BCASE_9ef8cb07387160b6	M5H00012	M9CL_3f05678ef9d62960	M8SID_4a1030b3d8bdd2d5	M4QR2Q00037	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_b16684fb18782fae connects the direct anchor M9CL_710c43ac2fdf4cc7 to compatible bounded task M9CL_3f05678ef9d62960; OWN_LLM_CONNECT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	8	Adjacent unresolved M10A boundary for подключить ии к маркетплейсу, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_b16684fb18782fae | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3f05678ef9d62960 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00012
M10BCASE_503322b8af3825a8	M5H00016	M9CL_25bf819e5778d7d3	M8SID_8df9f34f2bb7e11a	M4QR2Q00008	DIRECT_CURRENT_QUERY_LINK	M5:M5H00016:source_evidence_refs:M4QR2Q00008 -> M10A:M9CL_25bf819e5778d7d3; exact Search wording in docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	10	Whether the cited answers distinguish seller-owned read-only chat assistance from hiring a person, autonomous business actions and native bots. Frozen page role/owner HOLD for ии агенты для маркетплейсов.	docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv#M4QR2Q00008
M10BCASE_503322b8af3825a8	M5H00016	M9CL_f6913258126ccd8e	M8SID_eaab889abab5ccd5	M9BRW2Q_004_eaab889abab5ccd5	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_2d9a8c4be5e488ff connects the direct anchor M9CL_25bf819e5778d7d3 to compatible bounded task M9CL_f6913258126ccd8e; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	13	Adjacent unresolved M10A boundary for ии для работы с маркетплейсами, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_2d9a8c4be5e488ff | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_f6913258126ccd8e | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016
M10BCASE_503322b8af3825a8	M5H00016	M9CL_994f2db1cb2d47e9	M8SID_24825275388a8170	M9BRW2Q_003_24825275388a8170	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_7e2efcadc2a482b8 connects the direct anchor M9CL_25bf819e5778d7d3 to compatible bounded task M9CL_994f2db1cb2d47e9; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	13	Adjacent unresolved M10A boundary for нейросеть для работы с маркетплейсами, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_7e2efcadc2a482b8 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_994f2db1cb2d47e9 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016
M10BCASE_503322b8af3825a8	M5H00016	M9CL_cfaa51fe2ecad73f	M8SID_3a3efaeed3152b7e	M9BRW2Q_011_3a3efaeed3152b7e	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_86ff2dc634c754c0 connects the direct anchor M9CL_25bf819e5778d7d3 to compatible bounded task M9CL_cfaa51fe2ecad73f; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	9	Adjacent unresolved M10A boundary for ии ассистент для озон, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_86ff2dc634c754c0 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_cfaa51fe2ecad73f | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016
M10BCASE_503322b8af3825a8	M5H00016	M9CL_b875735bfe0783e3	M8SID_bc3305b7d5adfb2b	M4QR2Q00006	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_aca8ddeeb2f7cb64 connects the direct anchor M9CL_25bf819e5778d7d3 to compatible bounded task M9CL_b875735bfe0783e3; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	8	Adjacent unresolved M10A boundary for ии агент для wildberries, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_aca8ddeeb2f7cb64 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_b875735bfe0783e3 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016
M10BCASE_503322b8af3825a8	M5H00016	M9CL_02025a258eff8c3d	M8SID_3251f136551cd109	M4QR2Q00026	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c404ebec5999fb38 connects the direct anchor M9CL_25bf819e5778d7d3 to compatible bounded task M9CL_02025a258eff8c3d; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	10	Adjacent unresolved M10A boundary for ии ассистент для маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c404ebec5999fb38 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_02025a258eff8c3d | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016
M10BCASE_503322b8af3825a8	M5H00016	M9CL_086ce4445a21d4fd	M8SID_d0cfc29dc443bd98	M4QR2Q00007	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c61a78a8f59c41a9 connects the direct anchor M9CL_25bf819e5778d7d3 to compatible bounded task M9CL_086ce4445a21d4fd; ASSISTANT_ROLE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	9	Adjacent unresolved M10A boundary for ии агент для озон, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c61a78a8f59c41a9 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_086ce4445a21d4fd | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00016
