page_id	recovery_url_id	source_layer	url_id	registry_id	entity_name	candidate_class	final_url	captured_at	page_role	title	meta_description	h1	heading_structure_summary	breadcrumb_summary	marketplace_scope	ai_llm_scope	user_jobs	data_scope	capability_claims	action_boundary_claims	integrations	pricing_availability	cta	proof_trust_cases	faq_subtopics	author_freshness	internal_link_pattern	structured_data_observed	evidence_locator	claim_confidence	octoport_overlap	octoport_difference	notes
M4B1R5P02814	M4B1R5U02814	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02814	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/otkaznoe-pismo-dlya-wildberries-2	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Отказное письмо для Wildberries: как не потерять карточку товара	Многие селлеры теряют карточки и деньги из-за отсутствия отказного письма. Разбираемся, как правильно оформить документ, чтобы пройти модера	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Отказное письмо для Wildberries: как не потерять карточку товара	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/otkaznoe-pismo-dlya-wildberries-2	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,налоги,проблемы,фнс,акции,товары,сервисы. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02815	M4B1R5U02815	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02815	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/kak-zashchitit-avtorskie-prava-na-marketpleisakh	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Как защитить авторские права на маркетплейсах: советы юриста	Нарушение авторских прав на маркетплейсах — частая проблема селлеров. Разбираем, как защитить свои фото, тексты и дизайн, опираясь на советы	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Как защитить авторские права на маркетплейсах: советы юриста	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/kak-zashchitit-avtorskie-prava-na-marketpleisakh	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=авторские права,маркетплейсы,wildberries,ozon,яндекс маркет,селлер,защита контента,юрист. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02816	M4B1R5U02816	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02816	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/kartochki-tovarov-mezhdu-marketpleisami-zakonoproekt	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Карточки товаров между маркетплейсами: новый законопроект и что он меняет для селлеров	В России обсуждают законопроект, который позволит селлерам переносить карточки товаров между разными маркетплейсами. Разбираемся, что это зн	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Карточки товаров между маркетплейсами: новый законопроект и что он меняет для селлеров	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/kartochki-tovarov-mezhdu-marketpleisami-zakonoproekt	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,карточки товаров,законопроект,фас. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02817	M4B1R5U02817	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02817	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/otkaznoe-pismo-dlya-wildberries	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Отказное письмо для Wildberries: как не потерять карточку и деньги	Wildberries требует отказное письмо даже на товары без обязательной сертификации. Разбираемся, как оформить документ, который пройдет модера	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Отказное письмо для Wildberries: как не потерять карточку и деньги	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/otkaznoe-pismo-dlya-wildberries	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,налоги,проблемы,фнс,акции,товары,сервисы. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02818	M4B1R5U02818	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02818	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/ozon-stroit-sklad-dlya-krupnogabarita-v-permi	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Ozon строит склад для крупногабарита в Перми: что это даст селлерам	Ozon запустит в Пермском крае новый логистический центр площадью 40 тыс. кв. м для крупногабаритных товаров. Запуск запланирован на осень 20	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Ozon строит склад для крупногабарита в Перми: что это даст селлерам	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/ozon-stroit-sklad-dlya-krupnogabarita-v-permi	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=Ozon,логистика,крупногабарит,Пермский край,маркетплейсы,селлеры. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02819	M4B1R5U02819	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02819	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/otkaznoe-pismo-dlya-ozon-kak-oformit	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Отказное письмо для Ozon: как оформить и не получить блокировку карточки	Ozon всё чаще блокирует карточки товаров без отказного письма. Рассказываем, кому оно нужно, сколько стоит и как оформить без ошибок.	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Отказное письмо для Ozon: как оформить и не получить блокировку карточки	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/otkaznoe-pismo-dlya-ozon-kak-oformit	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=ozon,отказное письмо,селлер,маркетплейсы,документы,сертификация. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02820	M4B1R5U02820	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02820	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/otkaznoe-pismo-dlya-ozon-kak-selleru-ne-poteryat-kartochku-tovara	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Отказное письмо для Ozon: как селлеру не потерять карточку товара	Ozon ужесточает модерацию: без отказного письма карточка не пройдет. Разбираемся, кому оно нужно, сколько стоит и как оформить без ошибок.	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Отказное письмо для Ozon: как селлеру не потерять карточку товара	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/otkaznoe-pismo-dlya-ozon-kak-selleru-ne-poteryat-kartochku-tovara	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,ozon,селлер,продажи,товары,сертификация. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02821	M4B1R5U02821	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02821	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/sbor-za-internet-reklamu-vyros-na-9-chto-eto-znachit-dlya-sellerov	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Сбор за интернет-рекламу вырос на 9%: что это значит для селлеров	За первое полугодие бизнес перечислил в бюджет 8,5 млрд рублей за интернет-рекламу — на 9% больше, чем годом ранее. Разбираемся, почему сбор	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Сбор за интернет-рекламу вырос на 9%: что это значит для селлеров	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/sbor-za-internet-reklamu-vyros-na-9-chto-eto-znachit-dlya-sellerov	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,налоги,фнс,акции,товары,сервисы. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02822	M4B1R5U02822	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02822	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/sertifikatsiya-veganskoj-produktsii-dlya-sellerov	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Сертификация веганской продукции: как селлеру выделиться на Wildberries и Ozon	Рынок вегетарианской продукции растёт: по разным данным, число приверженцев такого питания в мире превысило миллиард. Разбираемся, зачем сел	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Сертификация веганской продукции: как селлеру выделиться на Wildberries и Ozon	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/sertifikatsiya-veganskoj-produktsii-dlya-sellerov	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,сертификация,веган,товары. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02823	M4B1R5U02823	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02823	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/proizvoditeli-badov-trebuyut-uzhestochit-kontrol-na-marketpleisakh	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Производители БАДов требуют ужесточить контроль на маркетплейсах: что изменится для селлеров	Союз производителей БАДов предложил правительству доработать механизм проверки товаров на маркетплейсах. Селлерам стоит готовиться к новым т	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Производители БАДов требуют ужесточить контроль на маркетплейсах: что изменится для селлеров	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/proizvoditeli-badov-trebuyut-uzhestochit-kontrol-na-marketpleisakh	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,налоги,проблемы,фнс,акции,товары,сервисы. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02824	M4B1R5U02824	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02824	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/proizvoditeli-badov-trebuyut-usilit-kontrol-na-marketplejsakh	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Производители БАДов требуют усилить контроль на маркетплейсах: что изменится для селлеров	Союз производителей БАДов предложил ужесточить проверку товаров на маркетплейсах. Разбираемся, какие меры предлагаются, что уже работает и к	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Производители БАДов требуют усилить контроль на маркетплейсах: что изменится для селлеров	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/proizvoditeli-badov-trebuyut-usilit-kontrol-na-marketplejsakh	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=маркетплейсы,wildberries,ozon,бады,контроль,селлеры,продажи,честный знак. Full page body was not retained; wording remains competitor evidence and not demand evidence.
M4B1R5P02825	M4B1R5U02825	R5_LOSSLESS_PUBLIC_COLLECTION	M4B1R5U02825	REG051	Uniseller	RECURRING_PRODUCT_VENDOR	https://uniseller.io/blog/zakon-o-platformennoy-ekonomike-izmeneniya-dlya-sellerov-2	2026-09-21T13:27:14.781Z	ARTICLE_GUIDE	Закон о платформенной экономике: что изменится для селлеров с 1 октября 2026	С 1 октября 2026 года вступает в силу закон о платформенной экономике. Он впервые детально регулирует работу маркетплейсов: от скидок до бло	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	OFFICIAL_COLLECTION_CARD_TITLE_OBSERVED	UNISELLER > BLOG	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	CANDIDATE_TOPIC_FROM_PUBLIC_COLLECTION: Закон о платформенной экономике: что изменится для селлеров с 1 октября 2026	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	COMPETITOR_PAGE_ONLY; NO OCTOPORT CAPABILITY CLAIM PROMOTED	COMPETITOR_PAGE_ONLY; NO OCTOPORT ACTION BOUNDARY PROMOTED	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	NOT_EXTRACTED_IN_BOUNDED_R5_COLLECTION_CAPTURE	21 июля 2026	DISCOVERED_VIA_COMPLETE_PUBLIC_COLLECTION_DOM	NOT_CHECKED_IN_BOUNDED_R5_COLLECTION_CAPTURE	https://uniseller.io/blog/zakon-o-platformennoy-ekonomike-izmeneniya-dlya-sellerov-2	MEDIUM_STRUCTURED_COLLECTION_CARD_CAPTURE	CANDIDATE_ONLY_NOT_DEMAND	NO_COMPETITOR_CLAIM_PROMOTED_TO_OCTOPORT_FACT	R5 structured collection evidence. Identity kind=ARTICLE. Tags=госрегулирование,маркетплейсы,wildberries,ozon,яндекс маркет,селлеры,закон,продажи. Full page body was not retained; wording remains competitor evidence and not demand evidence.
