semantic_identity_id	canonical_display_text	preacquisition_disposition	query_form_class	current_material_hold_degree	accepted_exact_query_authority	exact_query_text_if_authorized	provider_information_gain_status	provider_action_authorized	terminal_identity_disposition	carry_forward_state	reopen_trigger	evidence_refs	claim_boundary
M8SID_b5ddcf597a798e80	Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	36	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_b5ddcf597a798e80 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_b5ddcf597a798e80 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_c673d63396e872d3	Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	57	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_c673d63396e872d3 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_c673d63396e872d3 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_c8bd772d7a8b9ccb	Как сверить отчёты маркетплейсов и найти скрытые удержания	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	30	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_c8bd772d7a8b9ccb | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_c8bd772d7a8b9ccb | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_c9ca51837b06e207	Отчёт «Поисковые запросы на WB»	QUERY_FORM_AMBIGUOUS_HOLD	AMBIGUOUS_QUERY_FORM	21	NO	NONE	QUERY_FORM_UNRESOLVED	NO	QUERY_FORM_AMBIGUOUS_HOLD	CARRY_SEARCH_ONLY_HOLD_TO_M10A	OWNER_RESOLVED_QUERY_FORM	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_c9ca51837b06e207 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_c9ca51837b06e207 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_ce5c460b3a2124bb	Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	23	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_ce5c460b3a2124bb | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_ce5c460b3a2124bb | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_ce7224790a6414bc	Аналитика Wildberries: ТОП показателей и инструментов	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	25	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_ce7224790a6414bc | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_ce7224790a6414bc | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_d7ea4f8099802690	Интеграция ChatGPT (OpenAI) и Wildberries	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	4	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_d7ea4f8099802690 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_d7ea4f8099802690 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_dd5178f08e076841	Как читать финансовый отчёт Wildberries и сверять итоговую сумму	QUERY_FORM_AMBIGUOUS_HOLD	AMBIGUOUS_QUERY_FORM	28	NO	NONE	QUERY_FORM_UNRESOLVED	NO	QUERY_FORM_AMBIGUOUS_HOLD	CARRY_SEARCH_ONLY_HOLD_TO_M10A	OWNER_RESOLVED_QUERY_FORM	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_dd5178f08e076841 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_dd5178f08e076841 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_def0afbc32106614	Сводный отчёт по продавцу	QUERY_FORM_AMBIGUOUS_HOLD	AMBIGUOUS_QUERY_FORM	60	NO	NONE	QUERY_FORM_UNRESOLVED	NO	QUERY_FORM_AMBIGUOUS_HOLD	CARRY_SEARCH_ONLY_HOLD_TO_M10A	OWNER_RESOLVED_QUERY_FORM	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_def0afbc32106614 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_def0afbc32106614 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_df79f0c3371689ed	Отчёт о продажах Wildberries: как читать и выгружать	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	48	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_df79f0c3371689ed | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_df79f0c3371689ed | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_ed13eac8643c4ddc	Интеграция Gemini AI и Ozon Seller	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	1	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_ed13eac8643c4ddc | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_ed13eac8643c4ddc | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_ed858336de500ab2	Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	57	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_ed858336de500ab2 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_ed858336de500ab2 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_f5fd17b7b76a574d	ДРР на Wildberries и Ozon: что это, формула и какая норма	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	PAGE_TITLE_OR_SOURCE_PHRASE	21	NO	NONE	NO_ACCEPTED_SAFE_EXACT_QUERY	NO	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_f5fd17b7b76a574d | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_f5fd17b7b76a574d | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
M8SID_fec20a96bbee4f45	Статистика и аналитика продаж на Wildberries	QUERY_FORM_AMBIGUOUS_HOLD	AMBIGUOUS_QUERY_FORM	29	NO	NONE	QUERY_FORM_UNRESOLVED	NO	QUERY_FORM_AMBIGUOUS_HOLD	CARRY_SEARCH_ONLY_HOLD_TO_M10A	OWNER_RESOLVED_QUERY_FORM	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_fec20a96bbee4f45 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_PREACQ_2026-09-24_R1/M9BR_IDENTITY_DISPOSITION.tsv#M8SID_fec20a96bbee4f45 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv	Search-only terminal state under current accepted query-form authority; not a final page or permanent impossibility.
