case_id	m5_hypothesis_id	cluster_id	semantic_identity_id	current_query_id	link_basis	link_evidence	baseline_owner_state	baseline_page_role_state	current_material_hold_degree	diagnostic_relevance	evidence_refs	m10d_case_outcome	cluster_effect_class	causal_rationale	m11_constraint	evidence_refs
M10BCASE_93993613e7003b69	M5H00024	M9CL_9d0077e8f75a1708	M8SID_352b640652184f81	M4QR2Q00041	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_b7a72a95c19d8a95 connects the direct anchor M9CL_db048338baaeca8c to compatible bounded task M9CL_9d0077e8f75a1708; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	22	Adjacent unresolved M10A boundary for расширение для аналитики маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_b7a72a95c19d8a95 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_9d0077e8f75a1708 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00024	DE_RISK	PRESERVE	Adjacent расширение для аналитики маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested ии для аналитики маркетплейсов; no direct target-specific evidence for расширение для аналитики маркетплейсов. Seller-owned data dominates used-source answer; access method unresolved	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT01_SEARCH_RESULT_V1.json@a8951faaea116b17033b46fcad1bfa01b3d4d2d8 | docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT02_SEARCH_RESULT_V1.json@8970605ac5dd0f35f8125cc4dbbf02abbdabe5da | docs/seo/M10C_CASE09_TERMINAL_CLOSURE_2026-09-24_R1.md@87aa9b11da42e7451119847c0181cd88752f9f40 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_9d0077e8f75a1708
M10BCASE_93993613e7003b69	M5H00024	M9CL_76d530948f2a83bc	M8SID_78187c521b37867e	M9BRQ_002_78187c521b37867e	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_b7f9c909b933ffa2 connects the direct anchor M9CL_db048338baaeca8c to compatible bounded task M9CL_76d530948f2a83bc; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	46	Adjacent unresolved M10A boundary for отчеты маркетплейсов примеры, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_b7f9c909b933ffa2 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_76d530948f2a83bc | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00024	DE_RISK	PRESERVE	Adjacent отчеты маркетплейсов примеры: M10B links this adjacent task, but the exact AI prompt tested ии для аналитики маркетплейсов; no direct target-specific evidence for отчеты маркетплейсов примеры. Seller-owned data dominates used-source answer; access method unresolved	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT01_SEARCH_RESULT_V1.json@a8951faaea116b17033b46fcad1bfa01b3d4d2d8 | docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT02_SEARCH_RESULT_V1.json@8970605ac5dd0f35f8125cc4dbbf02abbdabe5da | docs/seo/M10C_CASE09_TERMINAL_CLOSURE_2026-09-24_R1.md@87aa9b11da42e7451119847c0181cd88752f9f40 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_76d530948f2a83bc
M10BCASE_93993613e7003b69	M5H00024	M9CL_adc8b5ec6197bdf3	M8SID_437d0cbcb94b3694	M9BRW2Q_001_437d0cbcb94b3694	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_caac3c09eef79a25 connects the direct anchor M9CL_db048338baaeca8c to compatible bounded task M9CL_adc8b5ec6197bdf3; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	23	Adjacent unresolved M10A boundary for программа аналитики маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_caac3c09eef79a25 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_adc8b5ec6197bdf3 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00024	DE_RISK	PRESERVE	Adjacent программа аналитики маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested ии для аналитики маркетплейсов; no direct target-specific evidence for программа аналитики маркетплейсов. Seller-owned data dominates used-source answer; access method unresolved	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT01_SEARCH_RESULT_V1.json@a8951faaea116b17033b46fcad1bfa01b3d4d2d8 | docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT02_SEARCH_RESULT_V1.json@8970605ac5dd0f35f8125cc4dbbf02abbdabe5da | docs/seo/M10C_CASE09_TERMINAL_CLOSURE_2026-09-24_R1.md@87aa9b11da42e7451119847c0181cd88752f9f40 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_adc8b5ec6197bdf3
M10BCASE_93993613e7003b69	M5H00024	M9CL_896f32bed9216251	M8SID_c673d63396e872d3	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_cb32a8600fee930f connects the direct anchor M9CL_db048338baaeca8c to compatible bounded task M9CL_896f32bed9216251; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	57	Adjacent unresolved M10A boundary for Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_cb32a8600fee930f | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_896f32bed9216251 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00024	DE_RISK	PRESERVE	Adjacent Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?: M10B links this adjacent task, but the exact AI prompt tested ии для аналитики маркетплейсов; no direct target-specific evidence for Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?. Seller-owned data dominates used-source answer; access method unresolved	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT01_SEARCH_RESULT_V1.json@a8951faaea116b17033b46fcad1bfa01b3d4d2d8 | docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT02_SEARCH_RESULT_V1.json@8970605ac5dd0f35f8125cc4dbbf02abbdabe5da | docs/seo/M10C_CASE09_TERMINAL_CLOSURE_2026-09-24_R1.md@87aa9b11da42e7451119847c0181cd88752f9f40 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_896f32bed9216251
M10BCASE_93993613e7003b69	M5H00024	M9CL_d3c8e648c51f98ec	M8SID_6abd740c63a2528a	M9BRQ_018_6abd740c63a2528a	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_d3c49c4c32d9f341 connects the direct anchor M9CL_db048338baaeca8c to compatible bounded task M9CL_d3c8e648c51f98ec; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	25	Adjacent unresolved M10A boundary for аналитика маркетплейсов сервис, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_d3c49c4c32d9f341 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_d3c8e648c51f98ec | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00024	DE_RISK	PRESERVE	Adjacent аналитика маркетплейсов сервис: M10B links this adjacent task, but the exact AI prompt tested ии для аналитики маркетплейсов; no direct target-specific evidence for аналитика маркетплейсов сервис. Seller-owned data dominates used-source answer; access method unresolved	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT01_SEARCH_RESULT_V1.json@a8951faaea116b17033b46fcad1bfa01b3d4d2d8 | docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT02_SEARCH_RESULT_V1.json@8970605ac5dd0f35f8125cc4dbbf02abbdabe5da | docs/seo/M10C_CASE09_TERMINAL_CLOSURE_2026-09-24_R1.md@87aa9b11da42e7451119847c0181cd88752f9f40 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_d3c8e648c51f98ec
M10BCASE_93993613e7003b69	M5H00024	M9CL_4a7d76c662c7f172	M8SID_3ebb28124694e272	M4QR2Q00036	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_ddbd26833d00f247 connects the direct anchor M9CL_db048338baaeca8c to compatible bounded task M9CL_4a7d76c662c7f172; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	23	Adjacent unresolved M10A boundary for отчеты продаж маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_ddbd26833d00f247 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_4a7d76c662c7f172 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00024	DE_RISK	PRESERVE	Adjacent отчеты продаж маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested ии для аналитики маркетплейсов; no direct target-specific evidence for отчеты продаж маркетплейсов. Seller-owned data dominates used-source answer; access method unresolved	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT01_SEARCH_RESULT_V1.json@a8951faaea116b17033b46fcad1bfa01b3d4d2d8 | docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT02_SEARCH_RESULT_V1.json@8970605ac5dd0f35f8125cc4dbbf02abbdabe5da | docs/seo/M10C_CASE09_TERMINAL_CLOSURE_2026-09-24_R1.md@87aa9b11da42e7451119847c0181cd88752f9f40 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_4a7d76c662c7f172
M10BCASE_93993613e7003b69	M5H00024	M9CL_88cb2602f75e6f48	M8SID_ee6b9436900836db	M4QR2Q00033	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_e35a782e2e25f4d3 connects the direct anchor M9CL_db048338baaeca8c to compatible bounded task M9CL_88cb2602f75e6f48; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	22	Adjacent unresolved M10A boundary for отчет маркетплейса озон, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_e35a782e2e25f4d3 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_88cb2602f75e6f48 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00024	DE_RISK	PRESERVE	Adjacent отчет маркетплейса озон: M10B links this adjacent task, but the exact AI prompt tested ии для аналитики маркетплейсов; no direct target-specific evidence for отчет маркетплейса озон. Seller-owned data dominates used-source answer; access method unresolved	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT01_SEARCH_RESULT_V1.json@a8951faaea116b17033b46fcad1bfa01b3d4d2d8 | docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT02_SEARCH_RESULT_V1.json@8970605ac5dd0f35f8125cc4dbbf02abbdabe5da | docs/seo/M10C_CASE09_TERMINAL_CLOSURE_2026-09-24_R1.md@87aa9b11da42e7451119847c0181cd88752f9f40 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_88cb2602f75e6f48
M10BCASE_93993613e7003b69	M5H00024	M9CL_274a77f40055dc26	M8SID_4d97378705ba844a	M9BRQ_015_4d97378705ba844a	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_f8a07a97153ecd76 connects the direct anchor M9CL_db048338baaeca8c to compatible bounded task M9CL_274a77f40055dc26; OWNED_VS_EXTERNAL_ANALYTICS uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	22	Adjacent unresolved M10A boundary for плагин аналитика маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_f8a07a97153ecd76 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_274a77f40055dc26 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00024	DE_RISK	PRESERVE	Adjacent плагин аналитика маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested ии для аналитики маркетплейсов; no direct target-specific evidence for плагин аналитика маркетплейсов. Seller-owned data dominates used-source answer; access method unresolved	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT01_SEARCH_RESULT_V1.json@a8951faaea116b17033b46fcad1bfa01b3d4d2d8 | docs/seo/evidence/m10c/M10C_CASE09_SNAPSHOT02_SEARCH_RESULT_V1.json@8970605ac5dd0f35f8125cc4dbbf02abbdabe5da | docs/seo/M10C_CASE09_TERMINAL_CLOSURE_2026-09-24_R1.md@87aa9b11da42e7451119847c0181cd88752f9f40 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_274a77f40055dc26
M10BCASE_975659397140bfbd	M5H00025	M9CL_02025a258eff8c3d	M8SID_3251f136551cd109	M4QR2Q00026	DIRECT_CURRENT_QUERY_LINK	M5:M5H00025:source_evidence_refs:M4QR2Q00026 -> M10A:M9CL_02025a258eff8c3d; exact Search wording in docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	10	Whether answers distinguish a native Ozon/WB feature from a separate bridge connecting the user-selected LLM to permitted seller data. Frozen page role/owner HOLD for ии ассистент для маркетплейсов.	docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00025 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_02025a258eff8c3d | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv#M4QR2Q00026	ENRICH	ENRICH_ONLY	Primary ии ассистент для маркетплейсов: Byte-identical answers twice list independent third-party assistant products spanning review help, analytics and management; this adds service-role context but absence of native/BYO sources cannot prove those offerings do not exist or resolve a page boundary.	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT01_SEARCH_RESULT_V1.json@a53ad4ada73a15492daeb65af938928b20c7e26b | docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT02_SEARCH_RESULT_V1.json@dfa03c7fe3216bc1912c99e70cccb7f108b23af2 | docs/seo/M10C_CASE10_TERMINAL_CLOSURE_2026-09-24_R1.md@77181ac45e47757115fd1bd389964e58ba13523a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_02025a258eff8c3d
M10BCASE_975659397140bfbd	M5H00025	M9CL_3291d5bba9e4f595	M8SID_c41c83a50b6900cb	M9BRW2Q_007_c41c83a50b6900cb	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_00d16cdd77452d93 connects the direct anchor M9CL_02025a258eff8c3d to compatible bounded task M9CL_3291d5bba9e4f595; NATIVE_VS_BRIDGE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	10	Adjacent unresolved M10A boundary for ии агенты маркетплейсы отчеты, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_00d16cdd77452d93 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3291d5bba9e4f595 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00025	ENRICH	PRESERVE	Adjacent ии агенты маркетплейсы отчеты: M10B links this adjacent task, but the exact AI prompt tested ии ассистент для маркетплейсов; no direct target-specific evidence for ии агенты маркетплейсы отчеты. Independent third-party service mix, not native-feature proof	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT01_SEARCH_RESULT_V1.json@a53ad4ada73a15492daeb65af938928b20c7e26b | docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT02_SEARCH_RESULT_V1.json@dfa03c7fe3216bc1912c99e70cccb7f108b23af2 | docs/seo/M10C_CASE10_TERMINAL_CLOSURE_2026-09-24_R1.md@77181ac45e47757115fd1bd389964e58ba13523a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_3291d5bba9e4f595
M10BCASE_975659397140bfbd	M5H00025	M9CL_25bf819e5778d7d3	M8SID_8df9f34f2bb7e11a	M4QR2Q00008	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c404ebec5999fb38 connects the direct anchor M9CL_02025a258eff8c3d to compatible bounded task M9CL_25bf819e5778d7d3; NATIVE_VS_BRIDGE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	10	Adjacent unresolved M10A boundary for ии агенты для маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c404ebec5999fb38 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00025	ENRICH	PRESERVE	Adjacent ии агенты для маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested ии ассистент для маркетплейсов; no direct target-specific evidence for ии агенты для маркетплейсов. Independent third-party service mix, not native-feature proof	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT01_SEARCH_RESULT_V1.json@a53ad4ada73a15492daeb65af938928b20c7e26b | docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT02_SEARCH_RESULT_V1.json@dfa03c7fe3216bc1912c99e70cccb7f108b23af2 | docs/seo/M10C_CASE10_TERMINAL_CLOSURE_2026-09-24_R1.md@77181ac45e47757115fd1bd389964e58ba13523a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_25bf819e5778d7d3
M10BCASE_975659397140bfbd	M5H00025	M9CL_b875735bfe0783e3	M8SID_bc3305b7d5adfb2b	M4QR2Q00006	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c9aff265eddaa945 connects the direct anchor M9CL_02025a258eff8c3d to compatible bounded task M9CL_b875735bfe0783e3; NATIVE_VS_BRIDGE uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	8	Adjacent unresolved M10A boundary for ии агент для wildberries, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c9aff265eddaa945 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_b875735bfe0783e3 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00025	ENRICH	PRESERVE	Adjacent ии агент для wildberries: M10B links this adjacent task, but the exact AI prompt tested ии ассистент для маркетплейсов; no direct target-specific evidence for ии агент для wildberries. Independent third-party service mix, not native-feature proof	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT01_SEARCH_RESULT_V1.json@a53ad4ada73a15492daeb65af938928b20c7e26b | docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT02_SEARCH_RESULT_V1.json@dfa03c7fe3216bc1912c99e70cccb7f108b23af2 | docs/seo/M10C_CASE10_TERMINAL_CLOSURE_2026-09-24_R1.md@77181ac45e47757115fd1bd389964e58ba13523a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_b875735bfe0783e3
