case_id	pair_id	cluster_id_a	cluster_id_b	terminal_search_only_disposition	m10a_boundary_state	diagnostic_relevance	expected_information_gain	evidence_refs	claim_boundary	m10d_case_outcome	boundary_effect_class	causal_rationale	m11_constraint	evidence_refs
M10BCASE_975659397140bfbd	M9PAIR_c9c8db1750b642d2	M9CL_02025a258eff8c3d	M9CL_cfaa51fe2ecad73f	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии ассистент для маркетплейсов` can diagnose NATIVE_VS_BRIDGE against adjacent frozen task `ии ассистент для озон`; it cannot decide same/separate page.	Observe whether cited source roles distinguish native functionality from bring-your-own-LLM workflows; evaluate possible causal impact on the named cluster page-role HOLD.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c9c8db1750b642d2 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00025 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_02025a258eff8c3d	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for ии ассистент для озон but does not narrow the ownership boundary. Independent third-party service mix, not native-feature proof	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT01_SEARCH_RESULT_V1.json@a53ad4ada73a15492daeb65af938928b20c7e26b | docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT02_SEARCH_RESULT_V1.json@dfa03c7fe3216bc1912c99e70cccb7f108b23af2 | docs/seo/M10C_CASE10_TERMINAL_CLOSURE_2026-09-24_R1.md@77181ac45e47757115fd1bd389964e58ba13523a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c9c8db1750b642d2
M10BCASE_975659397140bfbd	M9PAIR_f2cd48777d5156c5	M9CL_02025a258eff8c3d	M9CL_086ce4445a21d4fd	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии ассистент для маркетплейсов` can diagnose NATIVE_VS_BRIDGE against adjacent frozen task `ии агент для озон`; it cannot decide same/separate page.	Observe whether cited source roles distinguish native functionality from bring-your-own-LLM workflows; evaluate possible causal impact on the named cluster page-role HOLD.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_f2cd48777d5156c5 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00025 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_02025a258eff8c3d	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for ии агент для озон but does not narrow the ownership boundary. Independent third-party service mix, not native-feature proof	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT01_SEARCH_RESULT_V1.json@a53ad4ada73a15492daeb65af938928b20c7e26b | docs/seo/evidence/m10c/M10C_CASE10_SNAPSHOT02_SEARCH_RESULT_V1.json@dfa03c7fe3216bc1912c99e70cccb7f108b23af2 | docs/seo/M10C_CASE10_TERMINAL_CLOSURE_2026-09-24_R1.md@77181ac45e47757115fd1bd389964e58ba13523a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_f2cd48777d5156c5
M10BCASE_a6a64d20ed4e5695	M9PAIR_a19ed2abf528adc0	M9CL_b875735bfe0783e3	M9CL_3291d5bba9e4f595	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агент для wildberries` can diagnose NATIVE_VS_BRIDGE against adjacent frozen task `ии агенты маркетплейсы отчеты`; it cannot decide same/separate page.	Observe whether cited source roles distinguish native functionality from bring-your-own-LLM workflows; evaluate possible causal impact on the named cluster page-role HOLD.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_a19ed2abf528adc0 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00026 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_b875735bfe0783e3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for ии агенты маркетплейсы отчеты but does not narrow the ownership boundary. Autonomous seller-agent category includes a third-party BYO signal	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE11_SNAPSHOT01_SEARCH_RESULT_V1.json@288ca0f5235ec3646587da858fdc601f0b40e59c | docs/seo/evidence/m10c/M10C_CASE11_SNAPSHOT02_SEARCH_RESULT_V1.json@01c7fac78f0b3c2772e9f5e830ee636e629734cb | docs/seo/M10C_CASE11_TERMINAL_CLOSURE_2026-09-25_R1.md@03a1a1e840bb9057efb5b26bde174139470d415c | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_a19ed2abf528adc0
M10BCASE_a6a64d20ed4e5695	M9PAIR_aca8ddeeb2f7cb64	M9CL_25bf819e5778d7d3	M9CL_b875735bfe0783e3	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агент для wildberries` can diagnose NATIVE_VS_BRIDGE against adjacent frozen task `ии агенты для маркетплейсов`; it cannot decide same/separate page.	Observe whether cited source roles distinguish native functionality from bring-your-own-LLM workflows; evaluate possible causal impact on the named cluster page-role HOLD.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_aca8ddeeb2f7cb64 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00026 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_b875735bfe0783e3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for ии агенты для маркетплейсов but does not narrow the ownership boundary. Autonomous seller-agent category includes a third-party BYO signal	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE11_SNAPSHOT01_SEARCH_RESULT_V1.json@288ca0f5235ec3646587da858fdc601f0b40e59c | docs/seo/evidence/m10c/M10C_CASE11_SNAPSHOT02_SEARCH_RESULT_V1.json@01c7fac78f0b3c2772e9f5e830ee636e629734cb | docs/seo/M10C_CASE11_TERMINAL_CLOSURE_2026-09-25_R1.md@03a1a1e840bb9057efb5b26bde174139470d415c | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_aca8ddeeb2f7cb64
M10BCASE_a6a64d20ed4e5695	M9PAIR_c9aff265eddaa945	M9CL_02025a258eff8c3d	M9CL_b875735bfe0783e3	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `ии агент для wildberries` can diagnose NATIVE_VS_BRIDGE against adjacent frozen task `ии ассистент для маркетплейсов`; it cannot decide same/separate page.	Observe whether cited source roles distinguish native functionality from bring-your-own-LLM workflows; evaluate possible causal impact on the named cluster page-role HOLD.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c9aff265eddaa945 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00026 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_b875735bfe0783e3	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for ии ассистент для маркетплейсов but does not narrow the ownership boundary. Autonomous seller-agent category includes a third-party BYO signal	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE11_SNAPSHOT01_SEARCH_RESULT_V1.json@288ca0f5235ec3646587da858fdc601f0b40e59c | docs/seo/evidence/m10c/M10C_CASE11_SNAPSHOT02_SEARCH_RESULT_V1.json@01c7fac78f0b3c2772e9f5e830ee636e629734cb | docs/seo/M10C_CASE11_TERMINAL_CLOSURE_2026-09-25_R1.md@03a1a1e840bb9057efb5b26bde174139470d415c | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c9aff265eddaa945
M10BCASE_905d903673405cdf	M9PAIR_06e5f2d4b602ea2d	M9CL_fdfbaa2be042b32a	M9CL_0ac1770f2755faaf	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчет маркетплейса вайлдберриз` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Отчёт по возвратам Wildberries: разбор операций и удержаний`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_06e5f2d4b602ea2d | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00033 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	HOLD	HOLD	The snapshot mixture or provenance gap remains material for this named primary-to-отчёт по возвратам wildberries: разбор операций и удержаний Search HOLD. Financial reconciliation versus bounded seller report reading unresolved	Carry unresolved AI evidence for this target to M11; do not infer ownership or product claims.	docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT01_SEARCH_RESULT_V1.json@707a4f63595a005469b3066005e578bc0f38a13e | docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT02_SEARCH_RESULT_V1.json@d2aa5879577077e7d72cf54d3b7e96427a143c2c | docs/seo/M10C_CASE12_TERMINAL_CLOSURE_2026-09-25_R1.md@13860e1de07cdefd339e03b3553bdb0deb64d294 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_06e5f2d4b602ea2d
M10BCASE_905d903673405cdf	M9PAIR_1eaa40e15a52b2f8	M9CL_261f95ceaf310c3a	M9CL_0ac1770f2755faaf	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчет маркетплейса вайлдберриз` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Аналитика продавца Wildberries: как читать отчёты и находить точки роста`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_1eaa40e15a52b2f8 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00033 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	HOLD	HOLD	The snapshot mixture or provenance gap remains material for this named primary-to-аналитика продавца wildberries: как читать отчёты и находить точки роста Search HOLD. Financial reconciliation versus bounded seller report reading unresolved	Carry unresolved AI evidence for this target to M11; do not infer ownership or product claims.	docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT01_SEARCH_RESULT_V1.json@707a4f63595a005469b3066005e578bc0f38a13e | docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT02_SEARCH_RESULT_V1.json@d2aa5879577077e7d72cf54d3b7e96427a143c2c | docs/seo/M10C_CASE12_TERMINAL_CLOSURE_2026-09-25_R1.md@13860e1de07cdefd339e03b3553bdb0deb64d294 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_1eaa40e15a52b2f8
M10BCASE_905d903673405cdf	M9PAIR_249f525373c05dcd	M9CL_76d530948f2a83bc	M9CL_0ac1770f2755faaf	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчет маркетплейса вайлдберриз` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `отчеты маркетплейсов примеры`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_249f525373c05dcd | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00033 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	HOLD	HOLD	The snapshot mixture or provenance gap remains material for this named primary-to-отчеты маркетплейсов примеры Search HOLD. Financial reconciliation versus bounded seller report reading unresolved	Carry unresolved AI evidence for this target to M11; do not infer ownership or product claims.	docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT01_SEARCH_RESULT_V1.json@707a4f63595a005469b3066005e578bc0f38a13e | docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT02_SEARCH_RESULT_V1.json@d2aa5879577077e7d72cf54d3b7e96427a143c2c | docs/seo/M10C_CASE12_TERMINAL_CLOSURE_2026-09-25_R1.md@13860e1de07cdefd339e03b3553bdb0deb64d294 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_249f525373c05dcd
M10BCASE_905d903673405cdf	M9PAIR_2675c53c9d0de8c5	M9CL_1de66900c2146c5b	M9CL_0ac1770f2755faaf	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчет маркетплейса вайлдберриз` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Финансовый отчет WILDBERRIES – как читать?`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_2675c53c9d0de8c5 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00033 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	HOLD	HOLD	The snapshot mixture or provenance gap remains material for this named primary-to-финансовый отчет wildberries – как читать? Search HOLD. Financial reconciliation versus bounded seller report reading unresolved	Carry unresolved AI evidence for this target to M11; do not infer ownership or product claims.	docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT01_SEARCH_RESULT_V1.json@707a4f63595a005469b3066005e578bc0f38a13e | docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT02_SEARCH_RESULT_V1.json@d2aa5879577077e7d72cf54d3b7e96427a143c2c | docs/seo/M10C_CASE12_TERMINAL_CLOSURE_2026-09-25_R1.md@13860e1de07cdefd339e03b3553bdb0deb64d294 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_2675c53c9d0de8c5
M10BCASE_905d903673405cdf	M9PAIR_305659b1c54511a4	M9CL_0ac1770f2755faaf	M9CL_c71fcf5e270aecd7	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчет маркетплейса вайлдберриз` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `отчеты для селлеров маркетплейсов`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_305659b1c54511a4 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00033 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	HOLD	HOLD	The snapshot mixture or provenance gap remains material for this named primary-to-отчеты для селлеров маркетплейсов Search HOLD. Financial reconciliation versus bounded seller report reading unresolved	Carry unresolved AI evidence for this target to M11; do not infer ownership or product claims.	docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT01_SEARCH_RESULT_V1.json@707a4f63595a005469b3066005e578bc0f38a13e | docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT02_SEARCH_RESULT_V1.json@d2aa5879577077e7d72cf54d3b7e96427a143c2c | docs/seo/M10C_CASE12_TERMINAL_CLOSURE_2026-09-25_R1.md@13860e1de07cdefd339e03b3553bdb0deb64d294 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_305659b1c54511a4
M10BCASE_905d903673405cdf	M9PAIR_31b4c809e9987a16	M9CL_0ac1770f2755faaf	M9CL_2637e53fc435b258	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчет маркетплейса вайлдберриз` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_31b4c809e9987a16 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00033 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	HOLD	HOLD	The snapshot mixture or provenance gap remains material for this named primary-to-внутренняя аналитика wildberries: карта отчётов и еженедельный разбор Search HOLD. Financial reconciliation versus bounded seller report reading unresolved	Carry unresolved AI evidence for this target to M11; do not infer ownership or product claims.	docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT01_SEARCH_RESULT_V1.json@707a4f63595a005469b3066005e578bc0f38a13e | docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT02_SEARCH_RESULT_V1.json@d2aa5879577077e7d72cf54d3b7e96427a143c2c | docs/seo/M10C_CASE12_TERMINAL_CLOSURE_2026-09-25_R1.md@13860e1de07cdefd339e03b3553bdb0deb64d294 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_31b4c809e9987a16
M10BCASE_905d903673405cdf	M9PAIR_32e82335c5bf661b	M9CL_b9a650f7e0f5ffc5	M9CL_0ac1770f2755faaf	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчет маркетплейса вайлдберриз` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_32e82335c5bf661b | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00033 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	HOLD	HOLD	The snapshot mixture or provenance gap remains material for this named primary-to-аналитика комиссии wildberries: отчёты, сверка и контроль аномалий Search HOLD. Financial reconciliation versus bounded seller report reading unresolved	Carry unresolved AI evidence for this target to M11; do not infer ownership or product claims.	docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT01_SEARCH_RESULT_V1.json@707a4f63595a005469b3066005e578bc0f38a13e | docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT02_SEARCH_RESULT_V1.json@d2aa5879577077e7d72cf54d3b7e96427a143c2c | docs/seo/M10C_CASE12_TERMINAL_CLOSURE_2026-09-25_R1.md@13860e1de07cdefd339e03b3553bdb0deb64d294 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_32e82335c5bf661b
M10BCASE_905d903673405cdf	M9PAIR_3936a87b64f44b75	M9CL_ce7b5d6c7e756b52	M9CL_0ac1770f2755faaf	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчет маркетплейса вайлдберриз` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_3936a87b64f44b75 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00033 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	HOLD	HOLD	The snapshot mixture or provenance gap remains material for this named primary-to-сверка отчётов и выплат wildberries: статусы, источники и контрольные суммы Search HOLD. Financial reconciliation versus bounded seller report reading unresolved	Carry unresolved AI evidence for this target to M11; do not infer ownership or product claims.	docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT01_SEARCH_RESULT_V1.json@707a4f63595a005469b3066005e578bc0f38a13e | docs/seo/evidence/m10c/M10C_CASE12_SNAPSHOT02_SEARCH_RESULT_V1.json@d2aa5879577077e7d72cf54d3b7e96427a143c2c | docs/seo/M10C_CASE12_TERMINAL_CLOSURE_2026-09-25_R1.md@13860e1de07cdefd339e03b3553bdb0deb64d294 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_3936a87b64f44b75
