hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9H_df01d66ac05fe23a	M9PAIR_a0a82ad86c2221af	M8SID_250abbb38cffed7a	M8SID_d9a5cc3e810be381	M9CL_6bc077568abecff2	M9CL_c71fcf5e270aecd7	H_MIXED_INTENT_BOUNDARY	Whether Как скачать отчёт о продажах на Wildberries and отчеты для селлеров маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00012:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_2baf4739c033e997	M9PAIR_d7ca9565dacb286e	M8SID_250abbb38cffed7a	M8SID_dd5178f08e076841	M9CL_6bc077568abecff2	M9CL_d6bd66a1598ad1e3	H_NO_BILATERAL_SERP_SAME_TASK	Whether Как скачать отчёт о продажах на Wildberries and Как читать финансовый отчёт Wildberries и сверять итоговую сумму can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_955df036ec42f7ae	M9PAIR_db84c66c90fac54e	M8SID_250abbb38cffed7a	M8SID_def0afbc32106614	M9CL_6bc077568abecff2	M9CL_50d7bf9bbe2a0dff	H_MIXED_INTENT_BOUNDARY	Whether Как скачать отчёт о продажах на Wildberries and Сводный отчёт по продавцу can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_ac7f206b6ad655ec	M9PAIR_b3aa4bd96c148aa4	M8SID_250abbb38cffed7a	M8SID_df79f0c3371689ed	M9CL_6bc077568abecff2	M9CL_9f80eb481788313c	H_MIXED_INTENT_BOUNDARY	Whether Как скачать отчёт о продажах на Wildberries and Отчёт о продажах Wildberries: как читать и выгружать can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_f2be589d234e4c93	M9PAIR_9084800d18bc8588	M8SID_250abbb38cffed7a	M8SID_ed858336de500ab2	M9CL_6bc077568abecff2	M9CL_2637e53fc435b258	H_MIXED_INTENT_BOUNDARY	Whether Как скачать отчёт о продажах на Wildberries and Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_a36473e978b159fd	M9PAIR_a864050ba413f951	M8SID_250abbb38cffed7a	M8SID_f326261dec0f180d	M9CL_6bc077568abecff2	M9CL_9c53f9a6bb6116b6	H_MIXED_INTENT_BOUNDARY	Whether Как скачать отчёт о продажах на Wildberries and аналитика показателей продавца can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_9f22de1cb86586e4	M9PAIR_87e83584bc8acb6c	M8SID_250abbb38cffed7a	M8SID_f89f2eed596da6c9	M9CL_6bc077568abecff2	M9CL_60ecfdfdf15511dc	H_NO_BILATERAL_SERP_SAME_TASK	Whether Как скачать отчёт о продажах на Wildberries and как загрузить отчеты маркетплейса can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_8a9f501bcb69d648	M9PAIR_3e3aa26aca792f86	M8SID_250abbb38cffed7a	M8SID_fec20a96bbee4f45	M9CL_6bc077568abecff2	M9CL_1590e99dd5f53a49	H_MIXED_INTENT_BOUNDARY	Whether Как скачать отчёт о продажах на Wildberries and Статистика и аналитика продаж на Wildberries can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_02955f5cfd334781	M9PAIR_905dc48b51346afe	M8SID_26313942bc9cfe04	M8SID_352b640652184f81	M9CL_279f4d817e7dce07	M9CL_9d0077e8f75a1708	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and расширение для аналитики маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00041:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_1e8eb63fd48d1e17	M9PAIR_7051463d2a8ab918	M8SID_26313942bc9cfe04	M8SID_3584fdc5b76fc551	M9CL_279f4d817e7dce07	M9CL_db048338baaeca8c	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and ии для аналитики маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00027:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_767a4ee221ca9b80	M9PAIR_59b71433485dad0d	M8SID_26313942bc9cfe04	M8SID_3ac8d30877f874f9	M9CL_279f4d817e7dce07	M9CL_2bf4cc28a5b1b541	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and сервисы аналитики маркетплейсов топ can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_ffdfbae126518ad3	M9PAIR_eb078a9192cd074c	M8SID_26313942bc9cfe04	M8SID_3b92dfcc2a1d077e	M9CL_279f4d817e7dce07	M9CL_e6914021014018ac	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and сервис аналитика продаж на маркетплейсах can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_868de2632f29bddd	M9PAIR_8627c4340cdca87d	M8SID_26313942bc9cfe04	M8SID_3e26a6dc912542f5	M9CL_279f4d817e7dce07	M9CL_433249de25051688	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and бесплатный сервис аналитики маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_4ee575e899ee2e5b	M9PAIR_30185c19b86585f6	M8SID_26313942bc9cfe04	M8SID_41128f837d61e865	M9CL_279f4d817e7dce07	M9CL_710651ebc4bae2f1	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and аналитика маркетплейсов сервисы анализа can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_ef07c11a745c6879	M9PAIR_74ced41ce091db11	M8SID_26313942bc9cfe04	M8SID_437d0cbcb94b3694	M9CL_279f4d817e7dce07	M9CL_adc8b5ec6197bdf3	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and программа аналитики маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_06c41f7301d3cc08	M9PAIR_7093325c73b686e4	M8SID_26313942bc9cfe04	M8SID_4d97378705ba844a	M9CL_279f4d817e7dce07	M9CL_274a77f40055dc26	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and плагин аналитика маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_f54ceafa39890cd3	M9PAIR_8359774fed8c5d77	M8SID_26313942bc9cfe04	M8SID_4ffce42718223241	M9CL_279f4d817e7dce07	M9CL_0aed479a81711e7f	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and расширение аналитика маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_a0bdd948592db9c3	M9PAIR_5d399bbceb59f9f2	M8SID_26313942bc9cfe04	M8SID_50ea99098ca3f75a	M9CL_279f4d817e7dce07	M9CL_c02ee193ae04ebad	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and бесплатная аналитика маркетплейсов расширение can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_d5c502d88da58284	M9PAIR_2bea808f3390e91c	M8SID_26313942bc9cfe04	M8SID_6abd740c63a2528a	M9CL_279f4d817e7dce07	M9CL_d3c8e648c51f98ec	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and аналитика маркетплейсов сервис can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_25d68ae1b56f9783	M9PAIR_be716e7dbe1c2b1c	M8SID_26313942bc9cfe04	M8SID_6eb6592464294694	M9CL_279f4d817e7dce07	M9CL_a2b4ef64efdfb9f6	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and сервис для аналитики продаж на маркетплейсах can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_9a1f6d0c0d61b9e0	M9PAIR_654173f31b9b4a6b	M8SID_26313942bc9cfe04	M8SID_8332eb45850054b1	M9CL_279f4d817e7dce07	M9CL_f2b595fb3a090d8f	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and ии аналитика маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_b282c99698fa4c22	M9PAIR_b6e593a83d19a970	M8SID_26313942bc9cfe04	M8SID_9ebe0f620e9744e6	M9CL_279f4d817e7dce07	M9CL_d9c788dddddda566	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and аналитика маркетплейсов лучшие сервисы can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_7da699d683e6b11e	M9PAIR_a01db974d71bc3aa	M8SID_26313942bc9cfe04	M8SID_ad9d528ae20638a6	M9CL_279f4d817e7dce07	M9CL_9d52a57fe836056a	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and сервис аналитики на маркетплейсах отзывы can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_179fc5f7a0d010ad	M9PAIR_a82b2c797001b2e9	M8SID_26313942bc9cfe04	M8SID_afe48225d34ce12b	M9CL_279f4d817e7dce07	M9CL_8cd3918c2ea1fde7	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and лучшие сервисы аналитики маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00030:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_6edbe1ac2e18f5cb	M9PAIR_d6d39990d9bd7773	M8SID_26313942bc9cfe04	M8SID_c4d7f4ca514dc5fd	M9CL_279f4d817e7dce07	M9CL_3e9cae524f2ba50c	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and ии анализ продаж маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_7762358ba3175bb1	M9PAIR_5c4a6b4731d582e6	M8SID_26313942bc9cfe04	M8SID_c9cbb3939920b7ee	M9CL_279f4d817e7dce07	M9CL_ed2d7aae5a2e620a	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and сервис аналитики маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00042:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_d379b6c3f39d8cb7	M9PAIR_bdfa955af2f655f6	M8SID_26313942bc9cfe04	M8SID_ce7224790a6414bc	M9CL_279f4d817e7dce07	M9CL_3fa365944fd8b8fa	H_NO_BILATERAL_SERP_SAME_TASK	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and Аналитика Wildberries: ТОП показателей и инструментов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_42569f3443947224	M9PAIR_755237b55da29749	M8SID_26313942bc9cfe04	M8SID_e008cf0c1b28b363	M9CL_279f4d817e7dce07	M9CL_b89a6fbc6bd8bb18	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and аналитика маркетплейсов с ии can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_7e9aa0de3425a32c	M9PAIR_f63f3409856ad557	M8SID_26313942bc9cfe04	M8SID_f1b688e71eecda16	M9CL_279f4d817e7dce07	M9CL_c8ef71d4b04d08cf	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and программы аналитика маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_eb5ad6d9892aded8	M9PAIR_4f96f3ce2b3f203f	M8SID_26313942bc9cfe04	M8SID_f56a9426dbf7f0a2	M9CL_279f4d817e7dce07	M9CL_e5b4c116e46d3dab	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and сервис аналитика маркетплейсов бесплатно can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_fc2b935f17a4e6a0	M9PAIR_da3dc97d514c2eb2	M8SID_26313942bc9cfe04	M8SID_fb4d67f1c380d11c	M9CL_279f4d817e7dce07	M9CL_ad507c7fc3cfea7a	H_MIXED_INTENT_BOUNDARY	Whether Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами and аналитика маркетплейсов топ сервисов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_b10a82b0081c7110	M9PAIR_959599e332b37b8c	M8SID_2a1f3b8d04a0da08	M8SID_2b25fa19b017655f	M9CL_8f0e6e3238f52a2b	M9CL_46d51fc29ba2e60b	H_MIXED_INTENT_BOUNDARY	Whether Отчёт «Доходы и расходы» Wildberries: как читать и сверять and Как сверить финансовые отчеты Wildberries? can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
