registry_id	entity_name	candidate_class	registrable_domain	scope_policy	anchors_accounted	r1_inspected_pages	r2_additional_inspected_pages	out_of_scope_count	non_html_count	auth_required_count	not_found_count	execution_environment_failure_count	current_discovered_unique_urls	current_terminal_unique_urls	link_enumeration_residual_pages	primary_public_positioning	user_jobs	marketplace_scope	data_scope	ai_llm_framing	read_analysis_vs_write_automation_framing	integrations	pricing_availability	proof_trust	cta_pattern	content_architecture_pattern	octoport_overlap	octoport_difference	new_candidate_count	residual_count	completion_state	unresolved_reason	r3_new_url_count	r3_new_inspected_pages	r3_execution_environment_failure_count	r3_channel_hold_count	r3_page_surface_completion_state	r3_channel_limitation
REG028	Mpstats	RECURRING_PRODUCT_VENDOR	mpstats.io	THEME_SCOPED_PUBLIC_TAXONOMY	11/11	8	20	14	0	0	0	0	42	42	15	INTEGRATION_CONNECTION | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | AI_OR_DIGITAL_HELPER | SELLER_PROCEDURAL_HELP | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	GENERIC_AI | CHATGPT_OPENAI | NOT_OBSERVED_IN_CAPTURE | ALICE | AI_AGENT_OR_ASSISTANT | CLAUDE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_AI | CHATGPT_OPENAI | NOT_OBSERVED_IN_CAPTURE | ALICE | AI_AGENT_OR_ASSISTANT | GENERIC_MARKETPLACE | CLAUDE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	API_OR_PARTNER_CLAIM | SECURITY_CLAIM | CASES_OR_TESTIMONIALS | NOT_OBSERVED_IN_CAPTURE	DEMO | TRY | REGISTER | BUY_OR_LEAD | CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	45	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	No blocking HOLD; inaccessible evidence, if any, is explicitly separated from site failure.
REG029	Openclaw	RELEVANT_ONE_OFF_PRODUCT_VENDOR	openclaw.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	2/2	4	0	4	0	0	0	0	8	8	0	AI_OR_DIGITAL_HELPER | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT | AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | REPORTING_FINANCE | SEARCH_OR_NICHE_ANALYTICS	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | COMPETITOR_OR_NICHE | FINANCE	CHATGPT_OPENAI | AI_AGENT	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | CHATGPT_OPENAI | AI_AGENT | GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION	CASES_OR_TESTIMONIALS	TRY | CONNECT	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG031	Promopult	RECURRING_PRODUCT_VENDOR	promopult.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	2/2	2	18	77	78	0	0	0	185	185	16	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | SEARCH_TERMS | COMPETITOR_OR_NICHE | REVIEWS | FINANCE | NOT_OBSERVED_IN_CAPTURE	GENERIC_AI | NOT_OBSERVED_IN_CAPTURE | AI_AGENT_OR_ASSISTANT	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | GENERIC_AI | OZON | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE | AI_AGENT_OR_ASSISTANT	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	BUY_OR_LEAD | REGISTER | CONNECT | NOT_OBSERVED_IN_CAPTURE | DEMO | TRY	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	37	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	No blocking HOLD; inaccessible evidence, if any, is explicitly separated from site failure.
REG034	Saintpack	SERVICE_OR_AGENCY	saintpack.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	1/1	1	70	5	3	0	0	6	85	85	10	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	BUY_OR_LEAD | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	10	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		65	59	6	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG035	Sam X	RELEVANT_ONE_OFF_PRODUCT_VENDOR	sam-x.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	1/1	1	1	9	0	2	0	0	13	13	0	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	WILDBERRIES	STOCKS | ADS | REVIEWS | COMPETITOR_OR_NICHE	AI_AGENT | NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | AI_AGENT	PUBLIC_PRICE_OR_TRIAL_MENTION	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	CONNECT | TRY	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 1	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	4	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG037	Sellerden	RECURRING_PRODUCT_VENDOR	sellerden.ru	THEME_SCOPED_PUBLIC_TAXONOMY	2/2	38	59	0	14	20	0	5	136	136	9	PRICING_REPRICING | AD_ANALYTICS_OR_AUTOMATION | REPORTING_FINANCE | INVENTORY_SUPPLY | SELLER_ANALYTICS	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE | NOT_OBSERVED_IN_CAPTURE	ORDERS | SALES | STOCKS | ADS | FINANCE | COMPETITOR_OR_NICHE | REVIEWS | SEARCH_TERMS | NOT_OBSERVED_IN_CAPTURE	AI_AGENT | GENERIC_AI | NOT_OBSERVED_IN_CAPTURE | AI_AGENT_OR_ASSISTANT | ALICE	READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM | WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | AI_AGENT | GENERIC_AI | GENERIC_MARKETPLACE | NOT_OBSERVED_IN_CAPTURE | AI_AGENT_OR_ASSISTANT | ALICE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	REGISTER | BUY_OR_LEAD | DEMO | TRY | CONNECT | NOT_OBSERVED_IN_CAPTURE | DOWNLOAD	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 3	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	148	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		15	10	5	2	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	sellermoon.ru	THEME_SCOPED_PUBLIC_TAXONOMY	9/9	5	66	3	0	2	0	0	76	76	61	AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE	SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | ORDERS | NOT_OBSERVED_IN_CAPTURE	GENERIC_AI | NOT_OBSERVED_IN_CAPTURE | CHATGPT_OPENAI | CLAUDE | AI_AGENT_OR_ASSISTANT | ALICE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | CREATIVE_GENERATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_AI | NOT_OBSERVED_IN_CAPTURE | CHATGPT_OPENAI | CLAUDE | AI_AGENT_OR_ASSISTANT | ALICE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	REGISTER | BUY_OR_LEAD | TRY | NOT_OBSERVED_IN_CAPTURE | DOWNLOAD | CONNECT	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	77	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG039	Sellerstats	RELEVANT_ONE_OFF_PRODUCT_VENDOR	sellerstats.ru	THEME_SCOPED_PUBLIC_TAXONOMY	1/1	1	10	4	0	3	0	0	18	18	10	AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | REGISTER | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	11	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	2	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG040	Sellmonitor	RECURRING_PRODUCT_VENDOR	sellmonitor.com	THEME_SCOPED_PUBLIC_TAXONOMY	2/2	2	39	5	3	5	0	5	59	59	12	AD_ANALYTICS_OR_AUTOMATION | AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	GENERIC_AI | NOT_OBSERVED_IN_CAPTURE | CHATGPT_OPENAI | AI_AGENT_OR_ASSISTANT | ALICE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_AI | NOT_OBSERVED_IN_CAPTURE | CHATGPT_OPENAI | AI_AGENT_OR_ASSISTANT | ALICE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | REGISTER | BUY_OR_LEAD | NOT_OBSERVED_IN_CAPTURE | CONNECT	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	42	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		30	25	5	2	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG041	Sellper	RECURRING_PRODUCT_VENDOR	sellper.ru	THEME_SCOPED_PUBLIC_TAXONOMY	1/1	1	19	4	0	2	0	0	26	26	12	AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | REPORTING_FINANCE	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | NOT_OBSERVED_IN_CAPTURE | PRODUCT_CARD_OR_CONTENT	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | REGISTER | CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	10	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG042	Selsup	RECURRING_PRODUCT_VENDOR	selsup.ru	THEME_SCOPED_PUBLIC_TAXONOMY	5/5	5	2449	11	0	3	0	25	2493	2493	27	AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | SEARCH_OR_NICHE_ANALYTICS | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | NOT_OBSERVED_IN_CAPTURE | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | SEARCH_TERMS | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	AI_AGENT | GENERIC_AI | CHATGPT_OPENAI | CLAUDE | NOT_OBSERVED_IN_CAPTURE | AI_AGENT_OR_ASSISTANT | ALICE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | AI_AGENT | GENERIC_AI | YANDEX_MARKET | CHATGPT_OPENAI | CLAUDE | NOT_OBSERVED_IN_CAPTURE | AI_AGENT_OR_ASSISTANT | GENERIC_MARKETPLACE | ALICE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	DEMO | TRY | CONNECT | REGISTER | BUY_OR_LEAD | NOT_OBSERVED_IN_CAPTURE	Accepted anchors captured; same-entity navigation enumeration requires recovery; R2 recursive depth reached 2	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	63	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		2446	2421	25	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG044	Softrest	RECURRING_PRODUCT_VENDOR	softrest.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	1/1	1	0	17	1	0	0	0	19	19	0	AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	SELLER_ANALYTICS | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	WILDBERRIES | OZON	ORDERS | SALES | STOCKS | REVIEWS | SEARCH_TERMS	AI_AGENT	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | AI_AGENT	PUBLIC_PRICE_OR_TRIAL_MENTION	CASES_OR_TESTIMONIALS	TRY	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 0	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG045	Superintellect	RECURRING_PRODUCT_VENDOR	superintellect.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	5/5	3	4	76	0	0	0	0	83	83	0	AI_OR_DIGITAL_HELPER | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | PRODUCT_CARD_OR_CONTENT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	WILDBERRIES | OZON	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	AI_AGENT | CHATGPT_OPENAI | AI_AGENT_OR_ASSISTANT	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | AI_AGENT | CHATGPT_OPENAI | AI_AGENT_OR_ASSISTANT	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 1	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	26	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
REG046	Tablichki	RECURRING_PRODUCT_VENDOR	tablichki.tech	THEME_SCOPED_PUBLIC_TAXONOMY	4/4	9	4	4	0	2	0	0	19	19	0	AD_ANALYTICS_OR_AUTOMATION | INVENTORY_SUPPLY | REPORTING_FINANCE | AI_OR_DIGITAL_HELPER | PRICING_REPRICING	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER | NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_MARKETPLACE	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE | NOT_OBSERVED_IN_CAPTURE	AI_AGENT | CHATGPT_OPENAI | CLAUDE | AI_AGENT_OR_ASSISTANT | NOT_OBSERVED_IN_CAPTURE	WRITE_OR_AUTOMATION_COMPETITOR_CLAIM | READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | AI_AGENT | CHATGPT_OPENAI | CLAUDE | YANDEX_MARKET | AI_AGENT_OR_ASSISTANT | GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION | NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM | NOT_OBSERVED_IN_CAPTURE	TRY | CONNECT | NOT_OBSERVED_IN_CAPTURE	Accepted anchors plus enumerated same-entity one-hop feature/help/content frontier; R2 recursive depth reached 1	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor claims remain separate from Octoport current product truth and read-only launch boundary	7	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE		0	0	0	1	HOLD	Canonical channel remains unresolved; the exact basis is preserved above. URL-level discoveries are nevertheless terminal.
