registry_id	entity_name	candidate_class	registrable_domain	scope_policy	anchors_status	primary_nav_taxonomy_status	breadcrumb_local_subtree_status	sitemap_status	sitemap_basis	pagination_status	pagination_basis	current_1612_urls_for_entity	r3_new_url_count	r3_new_inspected_count	inaccessible_count	blocking_hold_count	page_surface_completion_state	limitation_notes
REG042	Selsup	RECURRING_PRODUCT_VENDOR	selsup.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	COMPLETE	All 353 blog pages enumerated sequentially; 2,116 occurrences reconciled to 2,104 unique article URLs.	47	2446	2421	25	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG044	Softrest	RECURRING_PRODUCT_VENDOR	softrest.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	19	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG045	Superintellect	RECURRING_PRODUCT_VENDOR	superintellect.ru	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	83	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG046	Tablichki	RECURRING_PRODUCT_VENDOR	tablichki.tech	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	19	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG049	Torgstat	RECURRING_PRODUCT_VENDOR	torgstat.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	3	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG050	Tulpari	RELEVANT_ONE_OFF_PRODUCT_VENDOR	tulpari.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	1	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG051	Uniseller	RECURRING_PRODUCT_VENDOR	uniseller.io	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	COMPLETE	COMPLETE	COMPLETE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	ACCESS_BLOCKED	R4 reopened https://uniseller.io/blog/ once and observed 5,450 unique same-host /blog identities (4,288 article identities, 1,161 theme-taxonomy identities, and the root) plus an enabled client-side next control. Nineteen normalize to accepted R1–R3 identities, leaving 5,431 potential new identities. Subsequent exact-browser attempts returned 502, the public reader rejected the >4 MiB response, and the Opera connector was unavailable. The channel is terminal ACCESS_BLOCKED, but those 5,431 identities remain unmaterialized/unterminalized; overall R4 stays PARTIAL.	68	0	0	0	0	HOLD	R4 closed both channel states as ACCESS_BLOCKED, but 5,431 potential new normalized blog identities observed in the oversized public collection could not be materialized and terminalized after the environment failed. RECOVERY_REQUIRED; exact retry must start from the Uniseller collection only.
REG053	Wbcon	RECURRING_PRODUCT_VENDOR	wbcon.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	COMPLETE	R4 followed the accepted public sequence from https://seo.wbcon.ru/blog/ to https://seo.wbcon.ru/blog/page/2/?et_blog. Page 2 exposed only the return link to the first page and no page 3 or further next state; the two-page collection is complete.	33	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG056	Wildcrm	RECURRING_PRODUCT_VENDOR	wildcrm.ru	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	16	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG058	Yoolip	RECURRING_PRODUCT_VENDOR	yoolip.ai	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	11	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
REG060	Zinaida	RELEVANT_ONE_OFF_PRODUCT_VENDOR	zinaida.pro	THEME_SCOPED_PUBLIC_TAXONOMY	COMPLETE	COMPLETE	NOT_APPLICABLE	ACCESS_BLOCKED	R4 reused accepted R3 observations and applied bounded exact checks of /robots.txt, /sitemap.xml, and /sitemap_index.xml. No trustworthy XML body was readable because the execution environment returned ERR_BLOCKED_BY_CLIENT, timeout, a home/404 shell, unsupported XML in the exact reader, or another tool-level limitation. Terminal ACCESS_BLOCKED; sitemap nonexistence is not inferred.	NOT_APPLICABLE	Accepted R1/R2 navigation and taxonomy evidence plus a narrow current collection check showed no sequential pagination or stable load-more requiring enumeration.	4	0	0	0	0	COMPLETE_WITH_INACCESSIBLE_EVIDENCE	All canonical channel states are terminal. ACCESS_BLOCKED records an execution/environment limitation and does not assert site or endpoint absence.
