cluster_id	cluster_state	member_count	member_semantic_identity_ids	canonical_cluster_label	primary_user_job	intent_primary	intent_mixed_notes	marketplace_scope	product_fit_boundary	search_anchor_identity_ids	exact_serp_member_count	pairwise_merge_count	external_material_hold_count	serp_evidence_summary	exact_url_overlap_summary	result_page_type_expectation	merge_rationale	split_boundary_rationale	cannibalization_risk	ambiguity_hold	hold_reopen_rule	upstream_m8_refs	search_evidence_refs	claim_boundary
M9CL_6f345eee3ba09af0	HOLD_CLUSTER_BOUNDARY	1	M8SID_400f6c28e9d7fc9b	Интеграция Claude AI (Anthropic) и Ozon Seller	Connect own web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	NONE	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	1	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	1 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_400f6c28e9d7fc9b	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_710651ebc4bae2f1	HOLD_CLUSTER_BOUNDARY	1	M8SID_41128f837d61e865	аналитика маркетплейсов сервисы анализа	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_41128f837d61e865	1	0	17	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 4 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	17 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_41128f837d61e865	M9BRQ_023_41128f837d61e865:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_adc8b5ec6197bdf3	HOLD_CLUSTER_BOUNDARY	1	M8SID_437d0cbcb94b3694	программа аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_437d0cbcb94b3694	1	0	23	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 2 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	23 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_437d0cbcb94b3694	M9BRW2Q_001_437d0cbcb94b3694:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_3f05678ef9d62960	HOLD_CLUSTER_BOUNDARY	1	M8SID_4a1030b3d8bdd2d5	подключить ии к маркетплейсу	Connect an owned web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_4a1030b3d8bdd2d5	1	0	8	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	8 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_4a1030b3d8bdd2d5	M4QR2Q00037:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_274a77f40055dc26	HOLD_CLUSTER_BOUNDARY	1	M8SID_4d97378705ba844a	плагин аналитика маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_4d97378705ba844a	1	0	22	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 3 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	22 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_4d97378705ba844a	M9BRQ_015_4d97378705ba844a:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_0aed479a81711e7f	HOLD_CLUSTER_BOUNDARY	1	M8SID_4ffce42718223241	расширение аналитика маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_4ffce42718223241	1	0	22	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 3 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	22 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_4ffce42718223241	M9BRQ_016_4ffce42718223241:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_9d782abd2186f6e2	HOLD_CLUSTER_BOUNDARY	1	M8SID_50e949b2f6a4c494	Работа c маркетплейсом: отчеты и аналитика	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	60	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	60 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_50e949b2f6a4c494	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_c02ee193ae04ebad	HOLD_CLUSTER_BOUNDARY	1	M8SID_50ea99098ca3f75a	бесплатная аналитика маркетплейсов расширение	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_50ea99098ca3f75a	1	0	25	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	25 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_50ea99098ca3f75a	M9BRQ_017_50ea99098ca3f75a:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_342b5dc4aa0b6cf8	HOLD_CLUSTER_BOUNDARY	1	M8SID_51050ceda2b330da	Как читать и анализировать отчеты о продажах на Wildberries	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_51050ceda2b330da	1	0	17	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	17 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_51050ceda2b330da	M9BRW2Q_017_51050ceda2b330da:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_710c43ac2fdf4cc7	HOLD_CLUSTER_BOUNDARY	1	M8SID_529f805abccbf8b2	подключить chatgpt к маркетплейсу	Connect own web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_529f805abccbf8b2	1	0	3	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	3 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_529f805abccbf8b2	M4QR2Q00013:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_261f95ceaf310c3a	HOLD_CLUSTER_BOUNDARY	1	M8SID_544e197891683f4c	Аналитика продавца Wildberries: как читать отчёты и находить точки роста	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	57	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	57 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_544e197891683f4c	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_fe2be547bb98cbe2	HOLD_CLUSTER_BOUNDARY	1	M8SID_5fc65259888e054b	ии ассистент селлера	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	NONE	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_5fc65259888e054b	1	0	10	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	10 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_5fc65259888e054b	M9BRW2Q_006_5fc65259888e054b:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_5aa7113efc724f06	HOLD_CLUSTER_BOUNDARY	1	M8SID_644f4afb78dc957a	отчеты маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_644f4afb78dc957a	1	0	45	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	45 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_644f4afb78dc957a	M4QR2Q00035:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_d3c8e648c51f98ec	HOLD_CLUSTER_BOUNDARY	1	M8SID_6abd740c63a2528a	аналитика маркетплейсов сервис	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_6abd740c63a2528a	1	0	25	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	25 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_6abd740c63a2528a	M9BRQ_018_6abd740c63a2528a:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_a2b4ef64efdfb9f6	HOLD_CLUSTER_BOUNDARY	1	M8SID_6eb6592464294694	сервис для аналитики продаж на маркетплейсах	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_6eb6592464294694	1	0	24	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	24 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_6eb6592464294694	M9BRQ_019_6eb6592464294694:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_a7c25b124fa757fd	HOLD_CLUSTER_BOUNDARY	1	M8SID_7455a5a41ec9db71	Отчёт о реализации Wildberries: как читать финансовый отчёт и сверить выплату	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	36	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	36 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_7455a5a41ec9db71	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_76d530948f2a83bc	HOLD_CLUSTER_BOUNDARY	1	M8SID_78187c521b37867e	отчеты маркетплейсов примеры	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_78187c521b37867e	1	0	46	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	46 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_78187c521b37867e	M9BRQ_002_78187c521b37867e:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_9ef9d5ed87d0b015	HOLD_CLUSTER_BOUNDARY	1	M8SID_7c14f16157d077b9	Отчёт по рекламе Wildberries: где смотреть и как анализировать	Inspect seller-owned advertising reports and explain observed metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	20	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	20 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_7c14f16157d077b9	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_653a524075c126d1	HOLD_CLUSTER_BOUNDARY	1	M8SID_7c23963a6f4bc9db	Сверка отчетов с Ozon	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_7c23963a6f4bc9db	1	0	19	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	19 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_7c23963a6f4bc9db	M9BRQ_010_7c23963a6f4bc9db:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_ffefa36c3120e974	HOLD_CLUSTER_BOUNDARY	1	M8SID_81a0551c95b1343e	Отчет по операциям с маркетплейса	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	60	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	60 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_81a0551c95b1343e	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_e8585808991d65bd	HOLD_CLUSTER_BOUNDARY	1	M8SID_81d8f3590bddaaab	Как построить воронку продаж на маркетплейсе	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_81d8f3590bddaaab	1	0	17	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	17 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_81d8f3590bddaaab	M9BRW2Q_018_81d8f3590bddaaab:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_f2b595fb3a090d8f	HOLD_CLUSTER_BOUNDARY	1	M8SID_8332eb45850054b1	ии аналитика маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_8332eb45850054b1	1	0	39	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 2 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	39 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_8332eb45850054b1	M9BRQ_005_8332eb45850054b1:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_adcead7701b4a4b4	HOLD_CLUSTER_BOUNDARY	1	M8SID_83f33ee4e629a7c9	Как читать финансовый отчёт Wildberries и Ozon	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	NONE	BOTH	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_83f33ee4e629a7c9	1	0	30	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	30 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_83f33ee4e629a7c9	M9BRW2Q_010_83f33ee4e629a7c9:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_af749ec09b819751	HOLD_CLUSTER_BOUNDARY	1	M8SID_853c71e68bd46c94	Аналитика вайлдберриз: в каком отчете верные данные	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	57	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	57 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_853c71e68bd46c94	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_caacbc319d4bcb6f	HOLD_CLUSTER_BOUNDARY	1	M8SID_8850a7f387c57a62	отчет для селлеров	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_8850a7f387c57a62	1	0	45	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	45 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_8850a7f387c57a62	M9BRQ_003_8850a7f387c57a62:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_bae58ac9423f9f3c	HOLD_CLUSTER_BOUNDARY	1	M8SID_8c1225a6582027f4	chatgpt для ozon	Connect an owned web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	NONE	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_8c1225a6582027f4	1	0	3	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	3 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_8c1225a6582027f4	M4QR2Q00001:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_25bf819e5778d7d3	HOLD_CLUSTER_BOUNDARY	1	M8SID_8df9f34f2bb7e11a	ии агенты для маркетплейсов	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_8df9f34f2bb7e11a	1	0	10	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	10 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_8df9f34f2bb7e11a	M4QR2Q00008:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
