hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9HOLD_00394	M9PAIR_4737b8376ca2a98e	M8SID_9ebe0f620e9744e6	M8SID_f1b688e71eecda16	M9CL_d9c788dddddda566	M9CL_c8ef71d4b04d08cf	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'аналитика маркетплейсов лучшие сервисы' and 'программы аналитика маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 3; Top20 7; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_024_9ebe0f620e9744e6:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_020_f1b688e71eecda16:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00395	M9PAIR_476472678a4bc9fa	M8SID_3bf57790dda15865	M8SID_f326261dec0f180d	M9CL_d755a1fe3e51ac2e	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Сверка отчетов с Wildberries' and 'аналитика показателей продавца' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 0; reason H_GENERIC_SPECIFIC_UNRESOLVED; M9BRQ_009_3bf57790dda15865:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_001_f326261dec0f180d:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00396	M9PAIR_478bdb0ff1628d0b	M8SID_853c71e68bd46c94	M8SID_e008cf0c1b28b363	M9CL_af749ec09b819751	M9CL_b89a6fbc6bd8bb18	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика вайлдберриз: в каком отчете верные данные' and 'аналитика маркетплейсов с ии' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_007_e008cf0c1b28b363:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00397	M9PAIR_47a8b4aab3757caf	M8SID_b5ddcf597a798e80	M8SID_dd5178f08e076841	M9CL_6950959fa0c762cf	M9CL_d6bd66a1598ad1e3	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте' and 'Как читать финансовый отчёт Wildberries и сверять итоговую сумму' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00398	M9PAIR_47b4a36ccc06c786	M8SID_6abd740c63a2528a	M8SID_f56a9426dbf7f0a2	M9CL_d3c8e648c51f98ec	M9CL_e5b4c116e46d3dab	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'аналитика маркетплейсов сервис' and 'сервис аналитика маркетплейсов бесплатно' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 3; Top20 6; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_018_6abd740c63a2528a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_021_f56a9426dbf7f0a2:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00399	M9PAIR_47f90903d01eadc8	M8SID_171a63d986f4ed26	M8SID_b5ddcf597a798e80	M9CL_de045ccdfbf546b3	M9CL_6950959fa0c762cf	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'финансовые отчеты маркетплейсов' and 'Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_008_171a63d986f4ed26:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00400	M9PAIR_4930e0a140a81cb8	M8SID_3ebb28124694e272	M8SID_8332eb45850054b1	M9CL_4a7d76c662c7f172	M9CL_f2b595fb3a090d8f	H_OTHER_BOUNDARY	One honest shared user answer for 'отчеты продаж маркетплейсов' and 'ии аналитика маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 0; reason H_OTHER_BOUNDARY; M4QR2Q00036:RU225:TOP100 | M9BRQ_005_8332eb45850054b1:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00401	M9PAIR_493767d50802d1b5	M8SID_24825275388a8170	M8SID_bc3305b7d5adfb2b	M9CL_994f2db1cb2d47e9	M9CL_b875735bfe0783e3	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'нейросеть для работы с маркетплейсами' and 'ии агент для wildberries' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 0; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_003_24825275388a8170:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00006:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00402	M9PAIR_494318061db9352f	M8SID_b5ddcf597a798e80	M8SID_e10faa73a1384257	M9CL_6950959fa0c762cf	M9CL_2fa2c003890cd17c	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте' and 'отчеты для селлеров' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_004_e10faa73a1384257:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00403	M9PAIR_494ae1cdc6d42966	M8SID_4a1030b3d8bdd2d5	M8SID_8c1225a6582027f4	M9CL_3f05678ef9d62960	M9CL_bae58ac9423f9f3c	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'подключить ии к маркетплейсу' and 'chatgpt для ozon' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 1; reason H_GENERIC_SPECIFIC_UNRESOLVED; M4QR2Q00037:RU225:TOP100 | M4QR2Q00001:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00404	M9PAIR_4951dc16ea03ce9d	M8SID_437d0cbcb94b3694	M8SID_fb4d67f1c380d11c	M9CL_adc8b5ec6197bdf3	M9CL_ad507c7fc3cfea7a	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'программа аналитики маркетплейсов' and 'аналитика маркетплейсов топ сервисов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 1; Top20 6; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRW2Q_001_437d0cbcb94b3694:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRW2Q_002_fb4d67f1c380d11c:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00405	M9PAIR_49911eddda6254e2	M8SID_a80ecbe39e0f75b9	M8SID_df79f0c3371689ed	M9CL_531649fa74ba4091	M9CL_9f80eb481788313c	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как читать и анализировать финансовый отчёт Wildberries' and 'Отчёт о продажах Wildberries: как читать и выгружать' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_014_a80ecbe39e0f75b9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00406	M9PAIR_499c7bf225762be3	M8SID_3b92dfcc2a1d077e	M8SID_e008cf0c1b28b363	M9CL_e6914021014018ac	M9CL_b89a6fbc6bd8bb18	H_OTHER_BOUNDARY	One honest shared user answer for 'сервис аналитика продаж на маркетплейсах' and 'аналитика маркетплейсов с ии' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 1; reason H_OTHER_BOUNDARY; M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_007_e008cf0c1b28b363:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00407	M9PAIR_49a1197637e7fdd0	M8SID_def0afbc32106614	M8SID_e10faa73a1384257	M9CL_50d7bf9bbe2a0dff	M9CL_2fa2c003890cd17c	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Сводный отчёт по продавцу' and 'отчеты для селлеров' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_004_e10faa73a1384257:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00408	M9PAIR_49abc256b50c018b	M8SID_544e197891683f4c	M8SID_ce5c460b3a2124bb	M9CL_261f95ceaf310c3a	M9CL_32544b5109994d76	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Аналитика продавца Wildberries: как читать отчёты и находить точки роста' and 'Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00409	M9PAIR_49c3f5d3454e4dab	M8SID_afe48225d34ce12b	M8SID_f1b688e71eecda16	M9CL_8cd3918c2ea1fde7	M9CL_c8ef71d4b04d08cf	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'лучшие сервисы аналитики маркетплейсов' and 'программы аналитика маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 3; Top20 7; reason H_SEARCH_EVIDENCE_CONFLICT; M4QR2Q00030:RU225:TOP100 | M9BRQ_020_f1b688e71eecda16:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00410	M9PAIR_49d2d8a7f2936630	M8SID_b5ddcf597a798e80	M8SID_b5ea13003e4c370e	M9CL_6950959fa0c762cf	M9CL_2f145a3b5c056ace	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте' and 'где скачать отчет о выкупах маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00411	M9PAIR_49e4fc835e9eb76f	M8SID_a6dbb52f9468a6a4	M8SID_d7ea4f8099802690	M9CL_ddc2616f80ca85b6	M9CL_da3ff89bebbefd96	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'chatgpt для wildberries' and 'Интеграция ChatGPT (OpenAI) и Wildberries' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M4QR2Q00002:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00412	M9PAIR_49eb2bc13f9b008e	M8SID_9f67c7e74f7f9587	M8SID_e10faa73a1384257	M9CL_1de66900c2146c5b	M9CL_2fa2c003890cd17c	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Финансовый отчет WILDBERRIES – как читать?' and 'отчеты для селлеров' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_004_e10faa73a1384257:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00413	M9PAIR_49f18433a0c4f650	M8SID_a0b46005e544f2a9	M8SID_a80ecbe39e0f75b9	M9CL_b9a650f7e0f5ffc5	M9CL_531649fa74ba4091	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий' and 'Как читать и анализировать финансовый отчёт Wildberries' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_014_a80ecbe39e0f75b9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00414	M9PAIR_4a066b285f2f04d1	M8SID_0943a1068e9402f4	M8SID_b494df2d754aba5f	M9CL_5807efab0bbb4b64	M9CL_f667a169d39bce9d	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'загрузка отчетов с маркетплейсов' and 'Отчет «География» в разделах «Продавцы» и «Бренды»' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00025:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00415	M9PAIR_4a2899e86edcd65b	M8SID_250abbb38cffed7a	M8SID_b494df2d754aba5f	M9CL_6bc077568abecff2	M9CL_f667a169d39bce9d	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как скачать отчёт о продажах на Wildberries' and 'Отчет «География» в разделах «Продавцы» и «Бренды»' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00416	M9PAIR_4a83c0db7548c33d	M8SID_250abbb38cffed7a	M8SID_50e949b2f6a4c494	M9CL_6bc077568abecff2	M9CL_9d782abd2186f6e2	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как скачать отчёт о продажах на Wildberries' and 'Работа c маркетплейсом: отчеты и аналитика' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00417	M9PAIR_4aa291343905b053	M8SID_50e949b2f6a4c494	M8SID_81a0551c95b1343e	M9CL_9d782abd2186f6e2	M9CL_ffefa36c3120e974	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Работа c маркетплейсом: отчеты и аналитика' and 'Отчет по операциям с маркетплейса' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00418	M9PAIR_4ad9df14a0e35197	M8SID_171a63d986f4ed26	M8SID_df79f0c3371689ed	M9CL_de045ccdfbf546b3	M9CL_9f80eb481788313c	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'финансовые отчеты маркетплейсов' and 'Отчёт о продажах Wildberries: как читать и выгружать' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_008_171a63d986f4ed26:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00419	M9PAIR_4aebb3317e737d4f	M8SID_21a051e61744f9fa	M8SID_f89f2eed596da6c9	M9CL_ce7b5d6c7e756b52	M9CL_60ecfdfdf15511dc	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы' and 'как загрузить отчеты маркетплейса' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_009_f89f2eed596da6c9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00420	M9PAIR_4af661bb9d4abf33	M8SID_7c14f16157d077b9	M8SID_8850a7f387c57a62	M9CL_9ef9d5ed87d0b015	M9CL_caacbc319d4bcb6f	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Отчёт по рекламе Wildberries: где смотреть и как анализировать' and 'отчет для селлеров' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_003_8850a7f387c57a62:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00421	M9PAIR_4afbc0c3e1269823	M8SID_b5ddcf597a798e80	M8SID_def0afbc32106614	M9CL_6950959fa0c762cf	M9CL_50d7bf9bbe2a0dff	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте' and 'Сводный отчёт по продавцу' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
