pair_id	semantic_identity_id_a	semantic_identity_id_b	canonical_text_a	canonical_text_b	preliminary_family_a	preliminary_family_b	user_task_relation	intent_relation	marketplace_scope_relation	product_fit_relation	search_comparability	current_query_id_a	current_query_id_b	exact_url_overlap_top10_count	exact_url_union_top10_count	exact_url_jaccard_top10	exact_url_overlap_top20_count	exact_url_union_top20_count	exact_url_jaccard_top20	domain_overlap_top10_count	domain_union_top10_count	domain_jaccard_top10	result_page_type_relation	search_evidence_refs	evidence_grade	pair_decision	pair_reason_code	rationale	claim_boundary
M9PAIR_9386ee77887f3379	M8SID_0ce35825bf4cba3b	M8SID_81d8f3590bddaaab	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Как построить воронку продаж на маркетплейсе	F3	F3	SAME	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRW2Q_018_81d8f3590bddaaab	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRW2Q_018_81d8f3590bddaaab:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_MIXED_INTENT_BOUNDARY	Mixed versus single-funnel intent leaves one shared-answer decision unresolved; URL overlap alone does not settle it. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_24b491f340bf7712	M8SID_0ce35825bf4cba3b	M8SID_8332eb45850054b1	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	ии аналитика маркетплейсов	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRQ_005_8332eb45850054b1	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_005_8332eb45850054b1:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_9ea8668981f7328f	M8SID_0ce35825bf4cba3b	M8SID_83f33ee4e629a7c9	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Как читать финансовый отчёт Wildberries и Ozon	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRW2Q_010_83f33ee4e629a7c9	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRW2Q_010_83f33ee4e629a7c9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_abfd74aeb56b0676	M8SID_0ce35825bf4cba3b	M8SID_853c71e68bd46c94	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Аналитика вайлдберриз: в каком отчете верные данные	F3	F3	COMPATIBLE	SAME	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_NO_BILATERAL_SERP_SAME_TASK	Neither exact current RU225 Search snapshot exists; accepted task compatibility remains unresolved, not zero overlap. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_61f7102f48f4f0f0	M8SID_0ce35825bf4cba3b	M8SID_8850a7f387c57a62	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	отчет для селлеров	F3	F3	COMPATIBLE	AMBIGUOUS	AMBIGUOUS	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRQ_003_8850a7f387c57a62	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_003_8850a7f387c57a62:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_MIXED_INTENT_BOUNDARY	Mixed versus single-funnel intent leaves one shared-answer decision unresolved; URL overlap alone does not settle it. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_61f8980ba7bf95ad	M8SID_0ce35825bf4cba3b	M8SID_8c1225a6582027f4	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	chatgpt для ozon	F3	F2	DIFFERENT	AMBIGUOUS	DIFFERENT	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00001	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00001:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_2d7c35db3c8faee4	M8SID_0ce35825bf4cba3b	M8SID_8df9f34f2bb7e11a	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	ии агенты для маркетплейсов	F3	F1	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00008	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00008:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_3810bed743dc1f4d	M8SID_0ce35825bf4cba3b	M8SID_91da785ba085dc94	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя	F3	F3	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_db7abcf65d1b0ad7	M8SID_0ce35825bf4cba3b	M8SID_91db5a13422632c2	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	дрр wildberries	F3	F6	DIFFERENT	SAME	SAME	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00024	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00024:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_03f172d700a4a56f	M8SID_0ce35825bf4cba3b	M8SID_985f150bb9d0478c	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Отчёт о реализации Ozon: где найти и как сверить выплату	F3	F3	DIFFERENT	SAME	DIFFERENT	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_d5b1d950f81b4b12	M8SID_0ce35825bf4cba3b	M8SID_9abd6603016eb220	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая	F3	F6	DIFFERENT	SAME	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_a6c594ce4017550c	M8SID_0ce35825bf4cba3b	M8SID_9ebe0f620e9744e6	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	аналитика маркетплейсов лучшие сервисы	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRQ_024_9ebe0f620e9744e6	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_024_9ebe0f620e9744e6:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_a158ec313fd7dc30	M8SID_0ce35825bf4cba3b	M8SID_9f67c7e74f7f9587	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Финансовый отчет WILDBERRIES – как читать?	F3	F3	DIFFERENT	SAME	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_32285ea43f3488af	M8SID_0ce35825bf4cba3b	M8SID_a0b46005e544f2a9	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий	F3	F3	DIFFERENT	SAME	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_72c05ebb49d39b9f	M8SID_0ce35825bf4cba3b	M8SID_a0eeffff2d867dcb	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Отчёт по возвратам Wildberries: разбор операций и удержаний	F3	F3	DIFFERENT	SAME	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_b2b508d999e3790f	M8SID_0ce35825bf4cba3b	M8SID_a5452022da8e1c54	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Аналитика Wildberries: отчёты, метрики и дашборды продавца	F3	F3	COMPATIBLE	SAME	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_NO_BILATERAL_SERP_SAME_TASK	Neither exact current RU225 Search snapshot exists; accepted task compatibility remains unresolved, not zero overlap. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_b62731e9e25d4695	M8SID_0ce35825bf4cba3b	M8SID_a6dbb52f9468a6a4	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	chatgpt для wildberries	F3	F2	DIFFERENT	AMBIGUOUS	SAME	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00002	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00002:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_573f965b5e5027b5	M8SID_0ce35825bf4cba3b	M8SID_a7efef13fa5d09dc	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	ДРР на Wildberries — как рассчитать и оптимизировать	F3	F6	DIFFERENT	SAME	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_99aa66580283ff56	M8SID_0ce35825bf4cba3b	M8SID_a80ecbe39e0f75b9	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Как читать и анализировать финансовый отчёт Wildberries	F3	F3	DIFFERENT	AMBIGUOUS	SAME	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRW2Q_014_a80ecbe39e0f75b9	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRW2Q_014_a80ecbe39e0f75b9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_b264a9cdc52095f9	M8SID_0ce35825bf4cba3b	M8SID_ad9d528ae20638a6	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	сервис аналитики на маркетплейсах отзывы	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRQ_025_ad9d528ae20638a6	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_025_ad9d528ae20638a6:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_7b9b502e5177d733	M8SID_0ce35825bf4cba3b	M8SID_aeb8b283519ced02	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	ии для продаж на маркетплейсах	F3	F3	AMBIGUOUS	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_OTHER_BOUNDARY	Accepted task/product relation is ambiguous; a Search snapshot cannot make a new product fact. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_8ec4511425163593	M8SID_0ce35825bf4cba3b	M8SID_afe48225d34ce12b	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	лучшие сервисы аналитики маркетплейсов	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00030	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00030:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_ca5e90c28a01951f	M8SID_0ce35825bf4cba3b	M8SID_b02e9e70557692e0	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	ии помощник селлера	F3	F4	DIFFERENT	SAME	AMBIGUOUS	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00028	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00028:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_28bb70d984669241	M8SID_0ce35825bf4cba3b	M8SID_b2c582967d3dea97	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Как читать финансовый отчет WILDBERRIES за 5 минут?	F3	F3	DIFFERENT	AMBIGUOUS	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_d0988ad6033857ad	M8SID_0ce35825bf4cba3b	M8SID_b494df2d754aba5f	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Отчет «География» в разделах «Продавцы» и «Бренды»	F3	F3	COMPATIBLE	SAME	AMBIGUOUS	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_GENERIC_SPECIFIC_UNRESOLVED	Accepted marketplace/entity scope relation is ambiguous; same-page satisfaction cannot be decided from URLs alone. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_8167f60d74b826ad	M8SID_0ce35825bf4cba3b	M8SID_b5ddcf597a798e80	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте	F3	F3	DIFFERENT	SAME	SAME	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
