cluster_id	cluster_state	semantic_identity_id	canonical_cluster_label	primary_user_job	intent_primary	marketplace_scope	product_fit_boundary	current_search_anchor_state	current_query_id	current_material_hold_degree	supported_merge_degree	search_owner_state	provisional_primary_page_owner	page_role_type	existing_page_relation	planned_page_relation	parent_child_ia_state	internal_link_responsibility_state	cannibalization_boundary_state	carry_forward_state	m10b_reopen_trigger	upstream_refs	claim_boundary
M9CL_4a7d76c662c7f172	HOLD_CLUSTER_BOUNDARY	M8SID_3ebb28124694e272	отчеты продаж маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M4QR2Q00036	23	1	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_4a7d76c662c7f172 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_3ebb28124694e272 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_4a7d76c662c7f172 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_3ebb28124694e272	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_6f345eee3ba09af0	HOLD_CLUSTER_BOUNDARY	M8SID_400f6c28e9d7fc9b	Интеграция Claude AI (Anthropic) и Ozon Seller	Connect own web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NO_CURRENT_EXACT_SERP	NONE	1	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_6f345eee3ba09af0 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_400f6c28e9d7fc9b | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_6f345eee3ba09af0 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_400f6c28e9d7fc9b	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_710651ebc4bae2f1	HOLD_CLUSTER_BOUNDARY	M8SID_41128f837d61e865	аналитика маркетплейсов сервисы анализа	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_023_41128f837d61e865	17	4	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_710651ebc4bae2f1 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_41128f837d61e865 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_710651ebc4bae2f1 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_41128f837d61e865	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_adc8b5ec6197bdf3	HOLD_CLUSTER_BOUNDARY	M8SID_437d0cbcb94b3694	программа аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRW2Q_001_437d0cbcb94b3694	23	2	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_adc8b5ec6197bdf3 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_437d0cbcb94b3694 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_adc8b5ec6197bdf3 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_437d0cbcb94b3694	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_3f05678ef9d62960	HOLD_CLUSTER_BOUNDARY	M8SID_4a1030b3d8bdd2d5	подключить ии к маркетплейсу	Connect an owned web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M4QR2Q00037	8	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_3f05678ef9d62960 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_4a1030b3d8bdd2d5 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_3f05678ef9d62960 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_4a1030b3d8bdd2d5	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_274a77f40055dc26	HOLD_CLUSTER_BOUNDARY	M8SID_4d97378705ba844a	плагин аналитика маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_015_4d97378705ba844a	22	3	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_274a77f40055dc26 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_4d97378705ba844a | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_274a77f40055dc26 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_4d97378705ba844a	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_0aed479a81711e7f	HOLD_CLUSTER_BOUNDARY	M8SID_4ffce42718223241	расширение аналитика маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_016_4ffce42718223241	22	3	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_0aed479a81711e7f | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_4ffce42718223241 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_0aed479a81711e7f | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_4ffce42718223241	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_9d782abd2186f6e2	HOLD_CLUSTER_BOUNDARY	M8SID_50e949b2f6a4c494	Работа c маркетплейсом: отчеты и аналитика	Read and interpret available seller-owned marketplace reports and metrics	MIXED	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NO_CURRENT_EXACT_SERP	NONE	60	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_9d782abd2186f6e2 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_50e949b2f6a4c494 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_9d782abd2186f6e2 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_50e949b2f6a4c494	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_c02ee193ae04ebad	HOLD_CLUSTER_BOUNDARY	M8SID_50ea99098ca3f75a	бесплатная аналитика маркетплейсов расширение	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_017_50ea99098ca3f75a	25	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_c02ee193ae04ebad | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_50ea99098ca3f75a | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_c02ee193ae04ebad | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_50ea99098ca3f75a	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_342b5dc4aa0b6cf8	HOLD_CLUSTER_BOUNDARY	M8SID_51050ceda2b330da	Как читать и анализировать отчеты о продажах на Wildberries	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRW2Q_017_51050ceda2b330da	17	1	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_342b5dc4aa0b6cf8 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_51050ceda2b330da | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_342b5dc4aa0b6cf8 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_51050ceda2b330da	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_710c43ac2fdf4cc7	HOLD_CLUSTER_BOUNDARY	M8SID_529f805abccbf8b2	подключить chatgpt к маркетплейсу	Connect own web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M4QR2Q00013	3	1	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_710c43ac2fdf4cc7 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_529f805abccbf8b2 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_710c43ac2fdf4cc7 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_529f805abccbf8b2	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_261f95ceaf310c3a	HOLD_CLUSTER_BOUNDARY	M8SID_544e197891683f4c	Аналитика продавца Wildberries: как читать отчёты и находить точки роста	Read and interpret available seller-owned marketplace reports and metrics	MIXED	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NO_CURRENT_EXACT_SERP	NONE	57	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_261f95ceaf310c3a | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_544e197891683f4c | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_261f95ceaf310c3a | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_544e197891683f4c	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_fe2be547bb98cbe2	HOLD_CLUSTER_BOUNDARY	M8SID_5fc65259888e054b	ии ассистент селлера	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRW2Q_006_5fc65259888e054b	10	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_fe2be547bb98cbe2 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_5fc65259888e054b | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_fe2be547bb98cbe2 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_5fc65259888e054b	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_5aa7113efc724f06	HOLD_CLUSTER_BOUNDARY	M8SID_644f4afb78dc957a	отчеты маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M4QR2Q00035	45	1	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_5aa7113efc724f06 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_644f4afb78dc957a | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_5aa7113efc724f06 | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_644f4afb78dc957a	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
M9CL_d3c8e648c51f98ec	HOLD_CLUSTER_BOUNDARY	M8SID_6abd740c63a2528a	аналитика маркетплейсов сервис	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	CURRENT_EXACT_SERP	M9BRQ_018_6abd740c63a2528a	25	0	HOLD_NO_SEARCH_ONLY_OWNER	NONE_HOLD	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	NO_EXISTING_SEARCH_OWNER_ASSIGNED	NO_PLANNED_SEARCH_PAGE_AUTHORIZED	HOLD_NOT_AUTHORIZED	HOLD_NOT_AUTHORIZED	OPEN_MATERIAL_PAGE_BOUNDARIES	CARRY_SEARCH_ONLY_HOLD_TO_M10A	AFTER_M10A_ACCEPTANCE_ONLY: new accepted boundary evidence or causally supported later AI evidence may reopen the Search-only HOLD; no case selected here.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MASTER.tsv#M9CL_d3c8e648c51f98ec | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_CLUSTER_MEMBERSHIP.tsv#M8SID_6abd740c63a2528a | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_M10A_CARRY_FORWARD.tsv#M9CL_d3c8e648c51f98ec | docs/seo/work_return/M9_TERMINAL_HOLD_RECONCILIATION_2026-09-24_R1/M9H_MATERIAL_HOLD_DISPOSITION.tsv#endpoint:M8SID_6abd740c63a2528a	Search-only HOLD records insufficient owner/page/IA authority; this row is not a final URL, page role, link obligation or selected AI case.
