target_id	registry_id	source_ranking_url	terminal_state	final_url	page_role	content_relevance	m4c_change_class	m4c_change_summary	candidate_delta_count	new_candidate_count	possible_variant_count	affected_existing_candidate_ids	proposed_m6_effect	search_visibility_demand_boundary	recommended_next_state	confidence	evidence_refs	notes
M4QR2TR0025	REG028	https://mpstats.io/media/business/finance/unit-ekonomika-dlya-marketpleisov	ROBOTS_OR_ACCESS_BLOCKED	https://mpstats.io/media/business/finance/unit-ekonomika-dlya-marketpleisov		CURRENT_CONTENT_UNAVAILABLE	TARGET_INACCESSIBLE_KEEP_DURABLE_HISTORY	Exact target currently inaccessible; retain accepted historical M4C entity/page evidence and do not invent page content.	0	0	0		HOLD	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	CURRENT_TARGET_TERMINAL; PRESERVE_DURABLE_M4C_HISTORY	HIGH_TERMINAL_ACCESS_OBSERVATION; NO_CURRENT_PAGE_EVIDENCE	M4QR2TR0025 || PassB: M4QR2Q00045 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0026	REG028	https://mpstats.io/media/marketing/analiz-celevoj-auditorii-chatgpt	ROBOTS_OR_ACCESS_BLOCKED	https://mpstats.io/media/marketing/analiz-celevoj-auditorii-chatgpt		CURRENT_CONTENT_UNAVAILABLE	TARGET_INACCESSIBLE_KEEP_DURABLE_HISTORY	Exact target currently inaccessible; retain accepted historical M4C entity/page evidence and do not invent page content.	0	0	0		HOLD	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	CURRENT_TARGET_TERMINAL; PRESERVE_DURABLE_M4C_HISTORY	HIGH_TERMINAL_ACCESS_OBSERVATION; NO_CURRENT_PAGE_EVIDENCE	M4QR2TR0026 || PassB: M4QR2Q00016 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0027	REG028	https://mpstats.io/media/mpstats/analiz-vneshnej-reklamy-wb	ROBOTS_OR_ACCESS_BLOCKED	https://mpstats.io/media/mpstats/analiz-vneshnej-reklamy-wb		CURRENT_CONTENT_UNAVAILABLE	TARGET_INACCESSIBLE_KEEP_DURABLE_HISTORY	Exact target currently inaccessible; retain accepted historical M4C entity/page evidence and do not invent page content.	0	0	0		HOLD	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	CURRENT_TARGET_TERMINAL; PRESERVE_DURABLE_M4C_HISTORY	HIGH_TERMINAL_ACCESS_OBSERVATION; NO_CURRENT_PAGE_EVIDENCE	M4QR2TR0027 || PassB: M4QR2Q00021 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0028	REG028	https://mpstats.io/media/wildberries/cards/sozdat-kartochku-tovara	ROBOTS_OR_ACCESS_BLOCKED	https://mpstats.io/media/wildberries/cards/sozdat-kartochku-tovara		CURRENT_CONTENT_UNAVAILABLE	TARGET_INACCESSIBLE_KEEP_DURABLE_HISTORY	Exact target currently inaccessible; retain accepted historical M4C entity/page evidence and do not invent page content.	0	0	0		HOLD	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	CURRENT_TARGET_TERMINAL; PRESERVE_DURABLE_M4C_HISTORY	HIGH_TERMINAL_ACCESS_OBSERVATION; NO_CURRENT_PAGE_EVIDENCE	M4QR2TR0028 || PassB: M4QR2Q00009 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0029	REG028	https://mpstats.io/media/wildberries/docs/otchety-dlya-vnutrenney-analitiki	ROBOTS_OR_ACCESS_BLOCKED	https://mpstats.io/media/wildberries/docs/otchety-dlya-vnutrenney-analitiki		CURRENT_CONTENT_UNAVAILABLE	TARGET_INACCESSIBLE_KEEP_DURABLE_HISTORY	Exact target currently inaccessible; retain accepted historical M4C entity/page evidence and do not invent page content.	0	0	0		HOLD	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	CURRENT_TARGET_TERMINAL; PRESERVE_DURABLE_M4C_HISTORY	HIGH_TERMINAL_ACCESS_OBSERVATION; NO_CURRENT_PAGE_EVIDENCE	M4QR2TR0029 || PassB: M4QR2Q00032 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0030	REG028	https://mpstats.io/media/wildberries/uchet/kak-rasschitat-rentabelnost-na-marketpleisah	ROBOTS_OR_ACCESS_BLOCKED	https://mpstats.io/media/wildberries/uchet/kak-rasschitat-rentabelnost-na-marketpleisah		CURRENT_CONTENT_UNAVAILABLE	TARGET_INACCESSIBLE_KEEP_DURABLE_HISTORY	Exact target currently inaccessible; retain accepted historical M4C entity/page evidence and do not invent page content.	0	0	0		HOLD	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	CURRENT_TARGET_TERMINAL; PRESERVE_DURABLE_M4C_HISTORY	HIGH_TERMINAL_ACCESS_OBSERVATION; NO_CURRENT_PAGE_EVIDENCE	M4QR2TR0030 || PassB: M4QR2Q00039 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0031	REG037	https://sellerden.ru/sellerfox/	INSPECTED	https://sellerden.ru/sellerfox/	PUBLIC_PRODUCT_OR_SERVICE_LANDING	OUT_OF_LAUNCH_PRODUCT_SCOPE_OR_EXTERNAL_INTELLIGENCE	OUT_OF_SCOPE	Current page is an accepted-entity ranking URL, but its dominant task is external intelligence/accounting or another unsupported launch scope.	2	1	0		NO_CHANGE	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0031 || PassB: M4QR2Q00004 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00020 || M4QR2Q00042 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0032	REG042	https://selsup.ru/blog/11-sposobov-uvelichit-marzhinalnost-na-marketplejsah/	INSPECTED	https://selsup.ru/blog/11-sposobov-uvelichit-marzhinalnost-na-marketplejsah/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	2	0	0	M4CCAND004131	NO_CHANGE	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0032 || PassB: M4QR2Q00031 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0033	REG042	https://selsup.ru/blog/analitika-marketplejsov-chto-nuzhno-proveryat-dlya-uspeshnyh-prodazh/	INSPECTED	https://selsup.ru/blog/analitika-marketplejsov-chto-nuzhno-proveryat-dlya-uspeshnyh-prodazh/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	3	2	0	M4CCAND004197	ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0033 || PassB: M4QR2Q00022 || M4QR2Q00043 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0034	REG042	https://selsup.ru/blog/finansovy-otchet-wildberries/	INSPECTED	https://selsup.ru/blog/finansovy-otchet-wildberries/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	6	4	0	M4CCAND004426	ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0034 || PassB: M4QR2Q00032 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0035	REG042	https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/	INSPECTED	https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	2	1	0	M4CCAND004450	ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0035 || PassB: M4QR2Q00033 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0036	REG042	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	INSPECTED	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	ARTICLE_OR_GUIDE	MIXED_MARKET_OR_COMPETITOR_CONTEXT_REQUIRES_TASK_VALIDATION	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	3	1	0		ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0036 || PassB: M4QR2Q00008 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0037	REG042	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	INSPECTED	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	2	0	1		KEEP_EXISTING_VALIDATION_ROUTE	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0037 || PassB: M4QR2Q00009 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	INSPECTED	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	ARTICLE_OR_GUIDE	ADJACENT_MIXED_SELLER_TASK_AND_UNSUPPORTED_ACTION_BOUNDARY	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	7	3	0		ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0038 || PassB: M4QR2Q00010 || M4QR2Q00029 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0039	REG042	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	INSPECTED	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	3	1	0	M4CCAND004700	ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0039 || PassB: M4QR2Q00022 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0040	REG042	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	INSPECTED	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	2	1	0	M4CCAND004719	ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0040 || PassB: M4QR2Q00039 || M4QR2Q00044 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0041	REG042	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	INSPECTED	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	6	4	0		ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0041 || PassB: M4QR2Q00030 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0042	REG042	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	INSPECTED	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	ARTICLE_OR_GUIDE	MIXED_MARKET_OR_COMPETITOR_CONTEXT_REQUIRES_TASK_VALIDATION	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	2	0	0		NO_CHANGE	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0042 || PassB: M4QR2Q00027 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0043	REG042	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	INSPECTED	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	4	0	0	M4CCAND005758	NO_CHANGE	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0043 || PassB: M4QR2Q00039 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0044	REG042	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	INSPECTED	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	4	2	0	M4CCAND005846	ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0044 || PassB: M4QR2Q00040 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0045	REG042	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	INSPECTED	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	HELP_DOCUMENTATION	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_URL_AND_PAGE_EVIDENCE	Current exact ranking URL and visible public page add bounded URL/page evidence for the same authorized registry entity.	5	2	0	M4CCAND006580	ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0045 || PassB: M4QR2Q00025 || M4C_PAGE_NONE	No M4C exact final/canonical equivalent; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0046	REG051	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/	INSPECTED	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/	ARTICLE_OR_GUIDE	ADJACENT_MIXED_SELLER_TASK_AND_UNSUPPORTED_ACTION_BOUNDARY	NO_MATERIAL_CHANGE	Accepted canonical M4C page already carries matching current title and H1; current ranking URL differs by canonicalized path spelling/alias only.	2	0	0		NO_CHANGE	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0046 || PassB: M4QR2Q00008 || M4CPAGE005812	Declared canonical exact M4C URL=M4CURL008653; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0047	REG051	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/	INSPECTED	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_PAGE_EVIDENCE	Accepted canonical M4C URL/page exists; fresh visible H1/title enriches historical page evidence without counting a new entity page.	3	2	1		ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0047 || PassB: M4QR2Q00024 || M4CPAGE006348	Declared canonical exact M4C URL=M4CURL009190; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0048	REG051	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl/	INSPECTED	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl/	ARTICLE_OR_GUIDE	MIXED_MARKET_OR_COMPETITOR_CONTEXT_REQUIRES_TASK_VALIDATION	ADD_CURRENT_PAGE_EVIDENCE	Accepted canonical M4C URL/page exists; fresh visible H1/title enriches historical page evidence without counting a new entity page.	2	1	0		ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0048 || PassB: M4QR2Q00028 || M4CPAGE006657	Declared canonical exact M4C URL=M4CURL009499; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0049	REG051	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	INSPECTED	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	NO_MATERIAL_CHANGE	Accepted canonical M4C page already carries matching current title and H1; current ranking URL differs by canonicalized path spelling/alias only.	4	2	0		ADD_NEW_CANDIDATE_FOR_LATER_VALIDATION	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0049 || PassB: M4QR2Q00012 || M4QR2Q00033 || M4CPAGE006788	Declared canonical exact M4C URL=M4CURL009630; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0050	REG051	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller/	INSPECTED	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_PAGE_EVIDENCE	Accepted canonical M4C URL/page exists; fresh visible H1/title enriches historical page evidence without counting a new entity page.	2	0	1		KEEP_EXISTING_VALIDATION_ROUTE	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0050 || PassB: M4QR2Q00029 || M4CPAGE007031	Declared canonical exact M4C URL=M4CURL009874; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
M4QR2TR0051	REG051	https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus/	INSPECTED	https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus/	ARTICLE_OR_GUIDE	SELLER_DATA_OR_OPERATIONAL_TASK_CONTEXT_NOT_PRODUCT_CAPABILITY_PROOF	ADD_CURRENT_PAGE_EVIDENCE	Accepted canonical M4C URL/page exists; fresh visible H1/title enriches historical page evidence without counting a new entity page.	1	0	1		KEEP_EXISTING_VALIDATION_ROUTE	Current Yandex ranking and public competitor page wording are visibility/context only; independent demand validation remains open.	M4C_ACCEPTANCE_ADDITIVE_ENRICHMENT_PENDING_MAIN_CHAT_QA	HIGH_CURRENT_PAGE_EVIDENCE_WITH_UNVALIDATED_CANDIDATES	M4QR2TR0051 || PassB: M4QR2Q00031 || M4CPAGE007653	Declared canonical exact M4C URL=M4CURL010496; all 74 Pass B sibling-host identity holds remain unchanged. Candidate counts describe page wording, not search volume.
