target_id	registry_id	source_ranking_url	best_current_rank	source_execution_query_ids	source_exact_queries	fetch_attempted	observed_at	terminal_state	http_status_or_observation	redirect_chain	final_url	normalized_final_url	declared_canonical	normalized_canonical	content_available	m4c_existing_exact_url_status	m4c_existing_equivalent_or_canonical_status	m4c_existing_equivalent_url_id	m4c_proposed_url_state	notes	claim_boundary
M4QR2TR0031	REG037	https://sellerden.ru/sellerfox/	1	M4QR2Q00004 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00020 || M4QR2Q00042	аналитика запросов маркетплейсов || аналитика карточек маркетплейсов || аналитика маркетплейсов для селлеров || аналитика продаж на маркетплейсах || сервис аналитики маркетплейсов	true	2026-09-23T09:02:55.902Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://sellerden.ru/sellerfox/	https://sellerden.ru/sellerfox/	https://sellerden.ru/sellerfox/	https://sellerden.ru/sellerfox/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0032	REG042	https://selsup.ru/blog/11-sposobov-uvelichit-marzhinalnost-na-marketplejsah/	7	M4QR2Q00031	маржинальность на маркетплейсах	true	2026-09-23T09:02:55.900Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/11-sposobov-uvelichit-marzhinalnost-na-marketplejsah/	https://selsup.ru/blog/11-sposobov-uvelichit-marzhinalnost-na-marketplejsah/	https://selsup.ru/blog/11-sposobov-uvelichit-marzhinalnost-na-marketplejsah/	https://selsup.ru/blog/11-sposobov-uvelichit-marzhinalnost-na-marketplejsah/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0033	REG042	https://selsup.ru/blog/analitika-marketplejsov-chto-nuzhno-proveryat-dlya-uspeshnyh-prodazh/	12	M4QR2Q00022 || M4QR2Q00043	внутренняя аналитика маркетплейсов || финансовая аналитика маркетплейсов	true	2026-09-23T09:04:07.924Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/analitika-marketplejsov-chto-nuzhno-proveryat-dlya-uspeshnyh-prodazh/	https://selsup.ru/blog/analitika-marketplejsov-chto-nuzhno-proveryat-dlya-uspeshnyh-prodazh/	https://selsup.ru/blog/analitika-marketplejsov-chto-nuzhno-proveryat-dlya-uspeshnyh-prodazh/	https://selsup.ru/blog/analitika-marketplejsov-chto-nuzhno-proveryat-dlya-uspeshnyh-prodazh/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0034	REG042	https://selsup.ru/blog/finansovy-otchet-wildberries/	8	M4QR2Q00032	отчет маркетплейса вайлдберриз	true	2026-09-23T09:04:37.221Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/finansovy-otchet-wildberries/	https://selsup.ru/blog/finansovy-otchet-wildberries/	https://selsup.ru/blog/finansovy-otchet-wildberries/	https://selsup.ru/blog/finansovy-otchet-wildberries/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0035	REG042	https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/	17	M4QR2Q00033	отчет маркетплейса озон	true	2026-09-23T09:05:23.379Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/	https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/	https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/	https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0036	REG042	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	13	M4QR2Q00008	ии агенты для маркетплейсов	true	2026-09-23T09:05:53.090Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0037	REG042	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	11	M4QR2Q00009	как заполнить карточку товара wildberries	true	2026-09-23T09:05:53.083Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	5	M4QR2Q00010 || M4QR2Q00029	как работать в кабинете wildberries || как работать в кабинете wildberries продавцу	true	2026-09-23T09:06:20.591Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0039	REG042	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	7	M4QR2Q00022	внутренняя аналитика маркетплейсов	true	2026-09-23T09:06:20.596Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0040	REG042	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	9	M4QR2Q00039 || M4QR2Q00044	прибыль на маркетплейсах || чистая прибыль на маркетплейсе	true	2026-09-23T09:06:20.606Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0041	REG042	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	6	M4QR2Q00030	лучшие сервисы аналитики маркетплейсов	true	2026-09-23T09:06:45.418Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0042	REG042	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	18	M4QR2Q00027	ии для аналитики маркетплейсов	true	2026-09-23T09:06:45.418Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0043	REG042	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	5	M4QR2Q00039	прибыль на маркетплейсах	true	2026-09-23T09:06:45.419Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0044	REG042	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	17	M4QR2Q00040	расчет прибыли на маркетплейсе	true	2026-09-23T09:06:45.423Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0045	REG042	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	8	M4QR2Q00025	загрузка отчетов с маркетплейсов	true	2026-09-23T09:06:45.423Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	true	ABSENT_CONFIRMED_59_59	NO_ACCEPTED_FINAL_OR_CANONICAL_URL_MATCH		ADD_CURRENT_EXACT_RANKING_URL_AND_FRESH_PAGE_CONTEXT	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. No accepted exact final/canonical page row.	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0046	REG051	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/	15	M4QR2Q00008	ии агенты для маркетплейсов	true	2026-09-23T09:02:55.899Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny	true	ABSENT_CONFIRMED_59_59	DECLARED_CANONICAL_EXACT_ACCEPTED_M4C_URL	M4CURL008653	LINK_CURRENT_RANKING_ALIAS_TO_ACCEPTED_CANONICAL M4CURL008653	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. Prior M4C accepted page: M4CPAGE005812	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0047	REG051	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/	6	M4QR2Q00024	дрр wildberries	true	2026-09-23T09:04:07.924Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy	true	ABSENT_CONFIRMED_59_59	DECLARED_CANONICAL_EXACT_ACCEPTED_M4C_URL	M4CURL009190	LINK_CURRENT_RANKING_ALIAS_TO_ACCEPTED_CANONICAL M4CURL009190	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. Prior M4C accepted page: M4CPAGE006348	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0048	REG051	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl/	16	M4QR2Q00028	ии помощник селлера	true	2026-09-23T09:04:37.224Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl/	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl/	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl	true	ABSENT_CONFIRMED_59_59	DECLARED_CANONICAL_EXACT_ACCEPTED_M4C_URL	M4CURL009499	LINK_CURRENT_RANKING_ALIAS_TO_ACCEPTED_CANONICAL M4CURL009499	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. Prior M4C accepted page: M4CPAGE006657	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0049	REG051	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	7	M4QR2Q00012 || M4QR2Q00033	отчет маркетплейса озон || отчеты для селлеров маркетплейсов	true	2026-09-23T09:05:23.373Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon	true	ABSENT_CONFIRMED_59_59	DECLARED_CANONICAL_EXACT_ACCEPTED_M4C_URL	M4CURL009630	LINK_CURRENT_RANKING_ALIAS_TO_ACCEPTED_CANONICAL M4CURL009630	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. Prior M4C accepted page: M4CPAGE006788	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0050	REG051	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller/	10	M4QR2Q00029	как работать в кабинете wildberries	true	2026-09-23T09:05:53.083Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller/	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller/	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller	true	ABSENT_CONFIRMED_59_59	DECLARED_CANONICAL_EXACT_ACCEPTED_M4C_URL	M4CURL009874	LINK_CURRENT_RANKING_ALIAS_TO_ACCEPTED_CANONICAL M4CURL009874	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. Prior M4C accepted page: M4CPAGE007031	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
M4QR2TR0051	REG051	https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus/	4	M4QR2Q00031	маржинальность на маркетплейсах	true	2026-09-23T09:05:53.083Z	INSPECTED	HTTP_STATUS_NOT_EXPOSED_BY_BROWSER; public HTML rendered	SOURCE_EQUALS_RENDERED_FINAL; intermediate HTTP hops not exposed by browser	https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus/	https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus/	https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus	https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus	true	ABSENT_CONFIRMED_59_59	DECLARED_CANONICAL_EXACT_ACCEPTED_M4C_URL	M4CURL010496	LINK_CURRENT_RANKING_ALIAS_TO_ACCEPTED_CANONICAL M4CURL010496	Browser exposes rendered final URL and DOM but not HTTP status/intermediate redirect hops; do not infer a 2xx status. Prior M4C accepted page: M4CPAGE007653	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION
