diagnostic_id	semantic_identity_id	diagnostic_class	observed_conflict	expected_review	final_resolution	changed_by_diagnostic	sibling_impact_checked	notes
M8D000226	M8SID_971d540b688bf033	MARKETPLACE_SCOPE_MIX	как ии находит товары с падающими продажами на wb и ozon — беркуз	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000227	M8SID_17cf5f956318d9dc	READ_ONLY_MUTATION	M6SRC02665:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02665:HOLD_AMBIGUOUS; Product Truth current
M8D000228	M8SID_5ad2276cf38d95b0	EXTERNAL_INTERNAL_ANALYTICS	M6SRC04797:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04797:HOLD_AMBIGUOUS; Product Truth current
M8D000229	M8SID_1d75b96f813ceca9	EXTERNAL_INTERNAL_ANALYTICS	M6SRC03746:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03746:HOLD_AMBIGUOUS; Product Truth current
M8D000230	M8SID_97f67b48acd0484c	MARKETPLACE_SCOPE_MIX	M6SRC02739:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02739:HOLD_AMBIGUOUS; Product Truth current
M8D000231	M8SID_d26f7cbc529e1a30	MARKETPLACE_SCOPE_MIX	как начать торговать на ozon или wildberries: 8 советов от селлеров	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05863:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000232	M8SID_eca21adf2c0fee3f	EXTERNAL_INTERNAL_ANALYTICS	как не прогореть на этапе выбора ниши wildberries?	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03521:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000233	M8SID_2d4d788f0c5bf0fc	MARKETPLACE_SCOPE_MIX	как новые требования фас изменят правила игры на wildberries и ozon в 2026 году	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00243:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000234	M8SID_29bc931641e115ef	MARKETPLACE_SCOPE_MIX	M6SRC05774:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05774:HOLD_AMBIGUOUS; Product Truth current
M8D000235	M8SID_f65dbfd631ccff08	EXTERNAL_INTERNAL_ANALYTICS	M6SRC05204:OWNER_OR_PRODUCT_FACT_REQUIRED	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_PRODUCT_CAPABILITY; M6_PRODUCT_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05204:OWNER_OR_PRODUCT_FACT_REQUIRED; Product Truth current
M8D000236	M8SID_d5d6c3e634295abf	READ_ONLY_MUTATION	M6SRC02970:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02970:HOLD_AMBIGUOUS; Product Truth current
M8D000237	M8SID_b6ee28a3b58c403b	BUYER_SELLER_ROLE	M6SRC01869:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01869:HOLD_AMBIGUOUS; Product Truth current
M8D000238	M8SID_d62379c20bbba50f	MARKETPLACE_SCOPE_MIX	M6SRC05240:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05240:HOLD_AMBIGUOUS; Product Truth current
M8D000239	M8SID_3c0ca84eae09eb6c	MARKETPLACE_SCOPE_MIX	как перенести товары с ozon и wildberries на яндекс маркет без дублей	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_OTHER_ENTITY_NAVIGATION; NAMED_ENTITY_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04499:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000240	M8SID_77efd4a33b1896b6	BUYER_SELLER_ROLE	как повысить лояльность покупателей на маркетплейсах	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05484:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000241	M8SID_dc2d8967cf14278d	EXTERNAL_INTERNAL_ANALYTICS	M6SRC01366:OWNER_OR_PRODUCT_FACT_REQUIRED	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_PRODUCT_CAPABILITY; M6_PRODUCT_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01366:OWNER_OR_PRODUCT_FACT_REQUIRED; Product Truth current
M8D000242	M8SID_e8371c1655fb228e	MARKETPLACE_SCOPE_MIX	M6SRC04710:OWNER_OR_PRODUCT_FACT_REQUIRED	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_PRODUCT_CAPABILITY; M6_PRODUCT_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04710:OWNER_OR_PRODUCT_FACT_REQUIRED; Product Truth current
M8D000243	M8SID_a3a1e7b806729c8e	MARKETPLACE_SCOPE_MIX	M6SRC06024:OWNER_OR_PRODUCT_FACT_REQUIRED	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_PRODUCT_CAPABILITY; M6_PRODUCT_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06024:OWNER_OR_PRODUCT_FACT_REQUIRED; Product Truth current
M8D000244	M8SID_507c0e1f58280681	EXTERNAL_INTERNAL_ANALYTICS	M6SRC02043:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02043:HOLD_AMBIGUOUS; Product Truth current
M8D000245	M8SID_39f35e60e5c21643	MARKETPLACE_SCOPE_MIX	как правильно подключать chatgpt к ozon и wb. с помощью actions, бд и api	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; SPECIFIC_CAPABILITY_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000246	M8SID_38f141cdef2b2a85	MARKETPLACE_SCOPE_MIX	M6SRC06025:OWNER_OR_PRODUCT_FACT_REQUIRED	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_PRODUCT_CAPABILITY; M6_PRODUCT_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06025:OWNER_OR_PRODUCT_FACT_REQUIRED; Product Truth current
M8D000247	M8SID_569b0c7d5b727a3d	MARKETPLACE_SCOPE_MIX	M6SRC01890:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01890:HOLD_AMBIGUOUS; Product Truth current
M8D000248	M8SID_1dc20a0181bc39b3	EXTERNAL_INTERNAL_ANALYTICS	M6SRC02881:OWNER_OR_PRODUCT_FACT_REQUIRED	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_PRODUCT_CAPABILITY; M6_PRODUCT_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02881:OWNER_OR_PRODUCT_FACT_REQUIRED; Product Truth current
M8D000249	M8SID_e050172c280178c9	EXTERNAL_INTERNAL_ANALYTICS	M6SRC04858:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04858:HOLD_AMBIGUOUS; Product Truth current
M8D000250	M8SID_8371877748a29b05	EXTERNAL_INTERNAL_ANALYTICS	M6SRC03346:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03346:HOLD_AMBIGUOUS; Product Truth current
M8D000251	M8SID_96c32422976972c7	MARKETPLACE_SCOPE_MIX	как работают маркетплейсы wildberries, озон, lamoda, beru, amazon и другие...	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_FOREIGN_ENTITY; EXPLICIT_FOREIGN	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04994:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000252	M8SID_5b72bec571f8f8a2	BUYER_SELLER_ROLE	как работают скидки и промокоды на wildberries	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04201:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000253	M8SID_c2a713694f4562b4	BUYER_SELLER_ROLE	как сделать привлекательную инфографику для покупателей на ozon	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_OTHER_ENTITY_NAVIGATION; NAMED_ENTITY_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01526:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000254	M8SID_d6232e10a0bd58ab	MARKETPLACE_SCOPE_MIX	как селлеру законно продавать травяные сборы на wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_STATUTORY_ONLY; STATUTORY_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02290:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000255	M8SID_5dbd0b0540e1c57b	EXTERNAL_INTERNAL_ANALYTICS	M6SRC00158:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00158:HOLD_AMBIGUOUS; Product Truth current
M8D000256	M8SID_a47ea6933ef73f67	READ_ONLY_MUTATION	M6SRC00631:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00631:HOLD_AMBIGUOUS; Product Truth current
M8D000257	M8SID_0746bed39b60f22c	READ_ONLY_MUTATION	как создать карточку товара на wildberries в 2026 году: пошаговая инструкция	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06046:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000258	M8SID_2ab6050095627c8d	READ_ONLY_MUTATION	как создать карточку товара на wildberries: пошаговая инструкция	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06017:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000259	M8SID_c60ff7fe96a931a9	BUYER_SELLER_ROLE	M6SRC04902:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04902:HOLD_AMBIGUOUS; Product Truth current
M8D000260	M8SID_2320a7100c030f13	HUMAN_SOFTWARE_ROLE	M6SRC00362:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00362:HOLD_AMBIGUOUS; Product Truth current
M8D000261	M8SID_d1716a776906b662	HUMAN_SOFTWARE_ROLE	как стать менеджером wildberries: навыки, зарплата и карьерные перспективы	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04017:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000262	M8SID_47ea05f5796c321c	MARKETPLACE_SCOPE_MIX	как считать юнит‑экономику на wildberries и ozon: пошаговая инструкция	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; FINANCIAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06014:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000263	M8SID_2ee00c414c5f2ace	MARKETPLACE_SCOPE_MIX	как торговать на маркетплейсах wildberries, ozon и других	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04074:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000264	M8SID_a61c4bd80b1e8d46	BUYER_SELLER_ROLE	M6SRC03622:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03622:HOLD_AMBIGUOUS; Product Truth current
M8D000265	M8SID_92ab4c0ff41a2458	MARKETPLACE_SCOPE_MIX	как управлять wildberries и ozon из одного кабинета — беркуз	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000266	M8SID_83f33ee4e629a7c9	MARKETPLACE_SCOPE_MIX	как читать финансовый отчёт wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; PRODUCT_TRUTH_PLUS_COMPETITOR_WORDING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06026:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000267	M8SID_7474b7cc159c111b	MARKETPLACE_SCOPE_MIX	как я автоматизировал wildberries и ozon с помощью chatgpt (+секретный метод) - youtube	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02945:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000268	M8SID_e6321d1594f165db	MARKETPLACE_SCOPE_MIX	какие товары можно продавать на ozon и wildberries без сертификата	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00123:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000269	M8SID_82c7b3451a2b5e22	EXTERNAL_INTERNAL_ANALYTICS	какие товары продавать на маркетплейсах в 2024 году: список выгодных ниш	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03742:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000270	M8SID_0a2a1bf29fa77192	MARKETPLACE_SCOPE_MIX	калькулятор маржинальности wb и ozon: расчёт прибыли с продажи	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; FINANCIAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02807:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000271	M8SID_8b37a4dc646319fb	MARKETPLACE_SCOPE_MIX	карточка товара за 3 минуты в chatgpt | нейросеть для дизайна инфографики wb и ozon - youtube	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02983:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000272	M8SID_7f31e0e654e5d904	MARKETPLACE_SCOPE_MIX	M6SRC03259:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03259:HOLD_AMBIGUOUS; Product Truth current
M8D000273	M8SID_85ebb5956f82ae35	EXTERNAL_INTERNAL_ANALYTICS	кейс: как нишевой маркетплейс справляется с «болями» больших площадок	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02262:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000274	M8SID_fdaf979628bc7852	MARKETPLACE_SCOPE_MIX	комплексная аналитика для увеличения прибыли на wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; FINANCIAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04133:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000275	M8SID_70c87ea624dc271e	MARKETPLACE_SCOPE_MIX	коннекторы ozon, wb для power bi, data lens, google-таблиц. получение отчётов по api и claude code	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_DEVELOPER_INTENT; DEVELOPER_COLLISION	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000276	M8SID_0155966d7d8fbb3a	MARKETPLACE_SCOPE_MIX	контроль цен в акциях ozon, wb. массовое удаление, добавление sku	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05244:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000277	M8SID_7c8af09d37609ba9	BUYER_SELLER_ROLE	кто и как покупает на маркетплейсах в 2025 году: портрет среднего онлайн-покупателя	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01814:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000278	M8SID_3ff93e630834e0ea	HUMAN_SOFTWARE_ROLE	кто такой менеджер маркетплейсов: задачи, навыки, зарплата и карьера	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04373:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000279	M8SID_2edbc5a3de651423	HUMAN_SOFTWARE_ROLE	курсы аналитик маркетплейсов обучение	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=764:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000280	M8SID_22e0948ac0a88401	HUMAN_SOFTWARE_ROLE	курсы маркетплейсов 2026: лучшие бесплатные и платные онлайн программы обучения по работе на маркетплейсах для менеджеров и продавцов с нуля	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000281	M8SID_b8db3e6b695a162a	HUMAN_SOFTWARE_ROLE	курсы по ии и нейросетям	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=175:B01/B01-02,M2R:line=456:B02/B02-06; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000282	M8SID_27abe17007a507ba	HUMAN_SOFTWARE_ROLE	курсы по работе на маркетплейсах: топ 50 лучших школ 2026 для менеджеров и продавцов	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00699:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000283	M8SID_c0879fd610d461f7	BUYER_SELLER_ROLE	M6SRC02413:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02413:HOLD_AMBIGUOUS; Product Truth current
M8D000284	M8SID_5ab2ade0cd341070	MARKETPLACE_SCOPE_MIX	маржинальность на wildberries и ozon: новая экономика e-commerce и как продавцам сохранить прибыль	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; FINANCIAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00163:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000285	M8SID_a275ac2765e64b96	MARKETPLACE_SCOPE_MIX	маркировка товара для wildberries, ozon и других площадок	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03120:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000286	M8SID_2909c656d2431dcb	READ_ONLY_MUTATION	массовая загрузка товаров, остатков, цен по api из прайса поставщика на маркетплейсы и wordpress	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000287	M8SID_8c2db9e07e875b72	READ_ONLY_MUTATION	массовое редактирование карточек wildberries: объединение, статусы и категории	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04571:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000288	M8SID_a873c4eb61303aa7	MARKETPLACE_SCOPE_MIX	маяк бесплатная аналитика маркетплейсов wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M2R_BOUNDARY; M2R_BOUNDARY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=676:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000289	M8SID_54a3a9c9ad2a1216	EXTERNAL_INTERNAL_ANALYTICS	маяк — инструменты для поиска ниши на wildberries.	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000290	M8SID_32fd4fd35d5c75e8	BUYER_SELLER_ROLE	M6SRC00483:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00483:HOLD_AMBIGUOUS; Product Truth current
M8D000291	M8SID_4e476cf46fea2587	HUMAN_SOFTWARE_ROLE	менеджер маркетплейсов: почему эта профессия набирает обороты?	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02426:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000292	M8SID_8d7eb109380528b6	HUMAN_SOFTWARE_ROLE	менеджер по маркетплейсам: где найти и как нанять	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05915:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000293	M8SID_ee15683874cc6fa0	MARKETPLACE_SCOPE_MIX	M6SRC05001:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05001:HOLD_AMBIGUOUS; Product Truth current
M8D000294	M8SID_6258f29e36ce6364	EXTERNAL_INTERNAL_ANALYTICS	M6SRC00048:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00048:HOLD_AMBIGUOUS; Product Truth current
