execution_query_id	exact_query_text	exact_safe_comparison_key	source_universe_row_ids	source_classes	marketplace_scope	task_or_candidate_groups	existing_demand_evidence	m3_relation	information_gain_question	downstream_decision	planned_search_type	planned_region	planned_page	planned_depth	planned_group_mode	planned_docs_in_group	planned_family_mode	planned_fix_typo_mode	planned_sort	provider_limit_check	batch_id
M4QR2Q00101	Внутренняя аналитика Wildberries в MPSTATS: статистика и аналитика селлера	внутренняя аналитика wildberries в mpstats: статистика и аналитика селлера	M4QR2U01873	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_410cceaabce2c62f4a17 / seller_analytics	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=74; words=9	M4Q-R2-B001
M4QR2Q00102	Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?	внутренняя аналитика wildberries. как читать отчеты в личном кабинете?	M4QR2U08831	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_e7982c1ba3da8b4d1164 / внутренняя аналитика wildberries как читать отчеты в личном кабинете	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=70; words=9	M4Q-R2-B001
M4QR2Q00103	Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор	внутренняя аналитика wildberries: карта отчётов и еженедельный разбор	M4QR2U09216	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_ae5d643e116d2bb3d283 / внутренняя аналитика wildberries карта отчётов и еженедельный разбор	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=69; words=8	M4Q-R2-B001
M4QR2Q00104	Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места	воронка продаж на wildberries: как бесплатный отчёт находит слабые места	M4QR2U08089 || M4QR2U11028	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_3faeacbd3acf9fc63bb7 / воронка продаж на wildberries как бесплатный отчёт находит слабые места	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=72; words=10	M4Q-R2-B001
M4QR2Q00105	Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки	воронка продаж на wildberries: как сравнивать периоды и показатели площадки	M4QR2U07012 || M4QR2U13716	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_b2cfca095f82134fa289 / воронка продаж на wildberries как сравнивать периоды и показатели площадки	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=75; words=10	M4Q-R2-B001
M4QR2Q00106	Выбор ИИ агента для маркетплейсов по рабочим критериям	выбор ии агента для маркетплейсов по рабочим критериям	M4QR2U02688 || M4QR2U02690 || M4QR2U14190	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_784a0c23768daa763122 / search_or_niche_analytics || CG_c7534bc6596bf677eedf / reviews_support	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=54; words=8	M4Q-R2-B001
M4QR2Q00107	выбор ниши на маркетплейсах аналитика	выбор ниши на маркетплейсах аналитика	M4QR2U00776	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=11	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=37; words=5	M4Q-R2-B001
M4QR2Q00108	Выплаты селлерам М.Видео: сроки, отчёты и что делать при задержке	выплаты селлерам м.видео: сроки, отчёты и что делать при задержке	M4QR2U06000 || M4QR2U11050	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_408a36d1e33e3c010bee / выплаты селлерам м видео сроки отчёты и что делать при задержке	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=65; words=10	M4Q-R2-B001
M4QR2Q00109	Высокомаржинальные товары на маркетплейсах: как выбрать нишу без слива бюджета	высокомаржинальные товары на маркетплейсах: как выбрать нишу без слива бюджета	M4QR2U08097 || M4QR2U12728	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_88fec35edc02dfa35bf4 / высокомаржинальные товары на маркетплейсах как выбрать нишу без слива бюджета	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=78; words=10	M4Q-R2-B001
M4QR2Q00110	где скачать отчет о выкупах маркетплейсов	где скачать отчет о выкупах маркетплейсов	M4QR2U00877	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=9	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=41; words=6	M4Q-R2-B001
M4QR2Q00111	Дополнительная скидка WB за продвижение: как считать 14 дней и реальную прибыль	дополнительная скидка wb за продвижение: как считать 14 дней и реальную прибыль	M4QR2U07108 || M4QR2U12953	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_928931422711c92b7558 / дополнительная скидка wb за продвижение как считать 14 дней и реальную прибыль	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=79; words=12	M4Q-R2-B001
M4QR2Q00112	дрр ozon	дрр ozon	M4QR2U01059 || M4QR2U01060	M2R	OZON	F6	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=31 || TESTED_SEED=31	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=8; words=2	M4Q-R2-B001
M4QR2Q00113	дрр wildberries	дрр wildberries	M4QR2U01058	M2R	WILDBERRIES	F6	M2R_OBSERVED_WORDSTAT:TOTALCOUNT_ONLY_SEED=23	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=15; words=2	M4Q-R2-B001
M4QR2Q00114	ДРР и реальная прибыль на маркетплейсах: когда реклама продаёт в минус	дрр и реальная прибыль на маркетплейсах: когда реклама продаёт в минус	M4QR2U05485 || M4QR2U12374	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_7a1c497e678feb322c83 / дрр и реальная прибыль на маркетплейсах когда реклама продаёт в минус	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=70; words=11	M4Q-R2-B001
M4QR2Q00115	ДРР на Wildberries и Ozon: как считать и снижать долю рекламных расходов без потери позиций	дрр на wildberries и ozon: как считать и снижать долю рекламных расходов без потери позиций	M4QR2U04581 || M4QR2U12835	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_8d57773b65f48b466d0e / дрр на wildberries и ozon как считать и снижать долю рекламных расходов без потери позиций	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=91; words=15	M4Q-R2-B001
M4QR2Q00116	ДРР на Wildberries и Ozon: что это, формула и какая норма	дрр на wildberries и ozon: что это, формула и какая норма	M4QR2U04556 || M4QR2U10120	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_1878a4b4ab21559cc162 / дрр на wildberries и ozon что это формула и какая норма	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=57; words=11	M4Q-R2-B001
M4QR2Q00117	ДРР на Wildberries: как посчитать и связать с прибылью	дрр на wildberries: как посчитать и связать с прибылью	M4QR2U08909 || M4QR2U10070	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_16b8f68c2b4e7f194c54 / дрр на wildberries как посчитать и связать с прибылью	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=54; words=9	M4Q-R2-B001
M4QR2Q00118	ДРР что это в рекламе на WB, как считается доля рекламных расходов	дрр что это в рекламе на wb, как считается доля рекламных расходов	M4QR2U01689 || M4QR2U01690	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_4d6805947673bca092e0 / seller_procedural_help || CG_d267462b252e7354c6b5 / ad_analytics_or_automation	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=66; words=12	M4Q-R2-B001
M4QR2Q00119	загрузка отчетов с маркетплейсов	загрузка отчетов с маркетплейсов	M4QR2U00867	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=35	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=32; words=4	M4Q-R2-B001
M4QR2Q00120	Задержки выплат на маркетплейсах перед отчетным периодом: как меняются правила для селлеров и к чему готовиться бизнесу	задержки выплат на маркетплейсах перед отчетным периодом: как меняются правила для селлеров и к чему готовиться бизнесу	M4QR2U07222 || M4QR2U12790	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_8b84a0e735c67927e44b / задержки выплат на маркетплейсах перед отчетным периодом как меняются правила для селлеров и к чему готовиться бизнесу	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=119; words=17	M4Q-R2-B001
M4QR2Q00121	Запрещённые товары на Wildberries в 2026 году: как проверить перечень	запрещённые товары на wildberries в 2026 году: как проверить перечень	M4QR2U07231 || M4QR2U14396	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_d0affe1fe7de434b961d / запрещённые товары на wildberries в 2026 году как проверить перечень	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=69; words=10	M4Q-R2-B001
M4QR2Q00122	Изменение тарифов Wildberries: как быстро пересчитать юнит-экономику и ассортимент	изменение тарифов wildberries: как быстро пересчитать юнит-экономику и ассортимент	M4QR2U09198 || M4QR2U14302	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_cc92db99b8ce836341b1 / изменение тарифов wildberries как быстро пересчитать юнит экономику и ассортимент	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=82; words=9	M4Q-R2-B001
M4QR2Q00123	Изменения алгоритмов и «полок» в поиске Wildberries: как проверить просадку позиций	изменения алгоритмов и «полок» в поиске wildberries: как проверить просадку позиций	M4QR2U08946 || M4QR2U11333	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_4d5df097c41f48f8b1c1 / изменения алгоритмов и полок в поиске wildberries как проверить просадку позиций	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=83; words=11	M4Q-R2-B001
M4QR2Q00124	ИИ агент для Wildberries и его работа с кабинетом продавца	ии агент для wildberries и его работа с кабинетом продавца	M4QR2U02526	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_3d621831207def21df00 / inventory_supply	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=58; words=10	M4Q-R2-B001
M4QR2Q00125	ИИ агент для анализа конкурентов Wildberries и поиска возможностей	ии агент для анализа конкурентов wildberries и поиска возможностей	M4QR2U02452	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_3d621831207def21df00 / inventory_supply	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=66; words=9	M4Q-R2-B001
M4QR2Q00126	ИИ агент для вопросов покупателей Wildberries и Ozon	ии агент для вопросов покупателей wildberries и ozon	M4QR2U02515 || M4QR2U10974	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_3d621831207def21df00 / inventory_supply	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=52; words=8	M4Q-R2-B001
M4QR2Q00127	ИИ агент для отзывов Wildberries и Ozon	ии агент для отзывов wildberries и ozon	M4QR2U02460	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_784a0c23768daa763122 / search_or_niche_analytics	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=39; words=7	M4Q-R2-B001
M4QR2Q00128	ИИ агент для рекламы Ozon и автоматический контроль	ии агент для рекламы ozon и автоматический контроль	M4QR2U02480 || M4QR2U02481 || M4QR2U02485 || M4QR2U11913	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_4d6805947673bca092e0 / seller_procedural_help || CG_666276f2f0ab1079a151 / product_card_or_content || CG_784a0c23768daa763122 / search_or_niche_analytics	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=51; words=8	M4Q-R2-B001
M4QR2Q00129	ии агент для селлера	ии агент для селлера	M4QR2U00640	M2R	GENERIC_MARKETPLACE	F1	M2R_OBSERVED_WORDSTAT:TOTALCOUNT_ONLY_SEED=4	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=20; words=4	M4Q-R2-B001
M4QR2Q00130	ИИ агент по рекламе Wildberries и показатели для контроля	ии агент по рекламе wildberries и показатели для контроля	M4QR2U02490 || M4QR2U02491 || M4QR2U02493	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_666276f2f0ab1079a151 / product_card_or_content || CG_784a0c23768daa763122 / search_or_niche_analytics || CG_c7534bc6596bf677eedf / reviews_support	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=57; words=9	M4Q-R2-B001
M4QR2Q00131	ии агенты маркетплейсы отчеты	ии агенты маркетплейсы отчеты	M4QR2U00861	M2R	GENERIC_MARKETPLACE	F1	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=49	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=29; words=4	M4Q-R2-B001
M4QR2Q00132	ии агенты маркетплейсы отчеты спортмастер	ии агенты маркетплейсы отчеты спортмастер	M4QR2U00878	M2R	GENERIC_MARKETPLACE	F1	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=7	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=41; words=5	M4Q-R2-B001
